,peopleNm,peopleNmEn,cast,castEn,movieCd
0,설경구,SUL Kyung-gu,강인찬 - 684부대 제3조장 ,,20030410
1,안성기,AHN Sung-ki,최재현 준위,,20030410
2,허준호,HUH Joonho,조 중사,,20030410
3,정재영,JUNG Jae-young,한상필 - 684부대 제1조장,,20030410
4,임경호,LIM Kyoung-ho,경호,,20030410
5,임원희,LIM Won-hee,원희 - 684부대 훈련병 ,,20030410
6,강성진,KANG Sung-jin,찬석 - 684부대 취사병 ,,20030410
7,강신일,KANG Sin-Il,근재 - 684부대 제2조장,,20030410
8,이도겸,LEE Do-gyum,박 중사,,20030410
9,엄태웅,UHM Tae-woong,원상,,20030410
10,김강우,KIM Kang-woo,민호 - 684부대 막내 훈련병,,20030410
11,신성호,,성호,,20030410
12,박진수,JIN-SOO PARK,진수,,20030410
13,김봉식,,지용,,20030410
14,김진휘,KIM Jin-hwi,진휘,,20030410
15,윤효석,,효석,,20030410
16,이경근,,재석,,20030410
17,조민준,JO Min-jun,지환,,20030410
18,류제승,RYU Je-seung,제승,,20030410
19,이용도,LEE YONG DO,흑백영화 중대장,,20030410
20,이효정,Yi Hyo-jeong,오국장,,20030410
21,석재승,SEOK Jaeseung,재승,,20030410
22,김문희,Kim Mun-hui,버스안 여학생,,20030410
23,최진,,진혁,,20030410
24,심정운,,정운,,20030410
25,주경탁,,창고 공무원 ,,20030410
26,백성기,BAEK Seong-gi,성기 ,,20030410
27,최명규,,명규 ,,20030410
28,전병윤,JEON Byung-yoon,흑백영화 김소위,,20030410
29,유상섭,YOO Sang-seob,버스 안 기사 ,,20030410
30,이성원,,증정기간원,,20030410
0,비고 모텐슨,Viggo Mortensen,아라곤,,20030316
1,일라이저 우드,Elijah Wood,프로도,,20030316
2,이안 맥켈런,Ian McKellen,간달프,,20030316
3,숀 애스틴,Sean Astin,샘,,20030316
4,리브 타일러,Liv Tyler,아르웬,,20030316
5,올랜도 블룸,Orlando Bloom,레골라스,,20030316
6,숀 빈,Sean Bean,보로미르,,20030316
7,빌리 보이드,Billy Boyd,피핀,,20030316
8,케이트 블란쳇,Cate Blanchett,갈라드리엘,,20030316
9,휴고 위빙,Hugo Weaving,엘론드,,20030316
0,정준호,JUNG Joon-ho,,,20030420
1,공형진,KONG Hyung-jin,림동해,,20030420
2,류현경,RYU Hyunkyung,,,20030420
3,박정우,Park Jung-woo,대공요원 1역,,20030420
4,박상욱,PARK Sang-wook,박형사 ,,20030420
5,이혜미,,연정 ,,20030420
6,신현탁,SHIN Hyeon-Tak,진만,,20030420
7,정경순,CHUNG Kyung-soon,닭꼬치 아줌마,,20030420
8,김광규,KIM Kwang-gyoo,형사 반장,,20030420
9,오지혜,OH Jee-hye,중국집 아줌마,,20030420
10,김유신,KIM Yoo-sin,진행요원1 ,,20030420
11,문성현,,닭꼬치 연인남 ,,20030420
12,윤지영,,맥주나레이터 ,,20030420
13,정지영,,맥주나레이터,,20030420
14,양지은,,댄싱팀 ,,20030420
15,한재영,HAN Jae-young,의경 1,,20030420
16,한창현,HAN Chang-hyun,의경 2 ,,20030420
17,박윤호,PARK Yoon-ho,수배범,,20030420
0,휴 그랜트,Hugh Grant,영국 수상,,20030404
1,콜린 퍼스,Colin Firth,제이미 베넷,,20030404
2,알란 릭맨,Alan Rickman,해리 ,,20030404
3,엠마 톰슨,Emma Thompson,캐런,,20030404
4,리암 니슨,Liam Neeson,다니엘,,20030404
5,로라 린니,Laura Linney,사라,,20030404
6,키이라 나이틀리,Keira Knightley,쥴리엣,,20030404
7,마틴 맥커천,Martine Mccutcheon,나탈리 ,,20030404
8,빌 나이,Bill Nighy,빌리 맥,,20030404
0,마이크 마이어스,Mike Myers,,,20030426
1,알렉 볼드윈,Alec Baldwin,,,20030426
0,최민식,CHOI Min-shik,오대수,OH Dae-soo,20030350
1,유지태,YOO Ji-tae,이우진,LEE Woo-jin,20030350
2,강혜정,GANG Hye-jung,미도,MI-do,20030350
3,김병옥,KIM Byung-ok,경호실장,,20030350
4,오달수,OH Dal-su,철웅,,20030350
5,이승신,LEE Sung-sin,"최면술사, 유형자",,20030350
6,윤진서,YOON Jin-seo,수아/미장원 소녀 ,,20030350
7,지대한,JI Dae-han,주환,,20030350
8,오태경,OH Tae-kyung,소년 대수,,20030350
9,유연석,YOO Yeon-seok,소년 우진 ,,20030350
10,이대연,LEE Dae-yon,거지,,20030350
11,오광록,OH Gwang-rok,자살남,,20030350
12,김수현,KIM Su-hyun,비서실장,,20030350
13,용이,YONG Yi,철가방 ,,20030350
14,박명신,PARK Myungshin,영자,,20030350
15,김원중,KIM Won-jung,철용 부하 ,,20030350
16,박재용,PARK Jae-yong,철용 부하 ,,20030350
17,박지훈,,담배 건달 ,,20030350
18,한정옥,,철용 부하,,20030350
19,박근석,PARK Keun-suk,철용 부하 ,,20030350
20,곽정애,KWARK Jung-ae,교사수녀,,20030350
21,임설아,,간호사,,20030350
22,박성규,PARK Seong-gyu,철용 부하 ,,20030350
23,오영주,,미도아역 ,,20030350
24,임승용,LIM Syd,시비남,,20030350
25,최재섭,CHOI Jaesup,2003 간수    ,,20030350
0,김선아,KIM Sun-a,,,20030408
1,차태현,CHA Tae-hyun,,,20030408
2,박영규,PARK Yeong-gyu,방석두 ,,20030408
3,김지영,KIM Ji-young,"민경 친구, 백화점 주차장걸 박향숙 ",,20030408
4,홍성규,,에로조감독,,20030408
5,조상렬,,에로녹음 ,,20030408
6,김중기,KIM Jung-ki,칠용파 보스 백칠용,,20030408
7,송윤희,,꽃집아줌마,,20030408
8,조미영,,온천아가씨1(아코디언),,20030408
9,신영운,SHIN youngwoon,형사2,,20030408
10,박윤미,,큰북소녀 ,,20030408
11,최창우,,에로촬영,,20030408
12,김현두,,병기대역,,20030408
13,박창호,,민경부 ,,20030408
14,김경란,,준호새여자친구,,20030408
15,김동규,,젊은석두패4,,20030408
16,고현용,,칠용대역,,20030408
17,천승철,Chun Seung-chul,초코렛남 ,,20030408
18,김선용,,젊은석두패1,,20030408
19,윤동원,,구온천파4 ,,20030408
20,박성범,,어린병기 ,,20030408
21,최영두,,젊은석두패3 ,,20030408
22,김형범,KIM Hyoung-beom,라디오 남자 진행자,,20030408
23,정석용,JUNG Suk-yong,박 경장,,20030408
24,오태경,OH Tae-kyung,조동관,,20030408
25,손진호,SOHN Jin-ho,해병대,,20030408
26,박충선,PARK Choong-seon,파출 소장,,20030408
27,염동헌,YEOM Dong-heon,만취남 ,,20030408
28,이청아,LEE Chung-ah,이해민,,20030408
29,오창경,OH Chang-kyung,칠용 부하 1,,20030408
0,톰 크루즈,Tom Cruise,,,20030430
1,와타나베 켄,Ken Watanabe,,,20030430
0,권상우,KWON Sang-woo,현수,Hyun-soo,20030433
1,이정진,LEE Jung-jin,우식,Woo-shik,20030433
2,한가인,HAN Ga-in,은주,Eun-joo,20030433
3,김인권,KIM In-kwon,찍새,,20030433
4,박효준,PARK Hyo-jun,햄버거,,20030433
5,이종혁,LEE Jong-hyuk,차종훈,Jong-hun,20030433
6,백봉기,BAEK Bong-ki,치타,,20030433
7,김동영,KIM Dong-young,어린 현수,,20030433
8,강동수,,현수반 학생,,20030433
9,김대성,,현수반 학생,,20030433
10,이민구,,현수반 학생,,20030433
11,조주연,,현수반 학생 ,,20030433
12,민성주,MIN Seong-ju,야생마 패거리 ,,20030433
13,김성문,,야생마패거리,,20030433
14,최선중,CHOI Sun-joong,패거리 보호자 ,,20030433
15,전진우,,떡볶이집 DJ,,20030433
16,김소라,,은명여고앞 여고생,,20030433
17,김수민,,은명여고앞 여고생,,20030433
18,정영민,,현수반 학생,,20030433
19,정진모,,현수반 학생,,20030433
20,우성,,야생마 패거리 ,,20030433
21,김정열,,현수반 학생 ,,20030433
22,양종규,,고고장 기도 1 ,,20030433
23,이광재,,선도부원,,20030433
24,이진욱,,찍새친구 1,,20030433
25,이혜선,,은명여고앞 여고생 ,,20030433
26,서동원,SEO Dong-won,성춘,,20030433
27,천호진,CHUN Ho-jin,현수 부,,20030433
28,김부선,KIM Boo-seon,떡볶이집 주인,,20030433
29,안내상,AN Nae-sang,수학 선생님 담임,,20030433
30,조진웅,CHO Jin-woong,야생마 패거리,,20030433
31,이동연,,현수반 학생,,20030433
32,박수영,PARK Su-young,정치경제 선생님 ,,20030433
33,김병춘,KIM Byung-chun,교련 선생님 괴뢰군 ,,20030433
34,한재영,HAN Jae-young,현수반 학생들,,20030433
35,권태원,KWON Tae-won,영어 선생님,,20030433
36,백주희,BACK Joo-hee,고고장 여대생 1,,20030433
37,박혁민,PARK Hyuk-min,뱁새,,20030433
0,김재원,KIM Jae-won,,,20030435
1,진태현,ZIN Tai-hyun,,,20030435
2,하지원,HA Ji-won,,,20030435
3,김지훈,Kim ji-hun,거지,,20030435
4,한민,HAN Min,현주,,20030435
5,강정호,,정비공,,20030435
6,김상혁,KIM Sang-hyeok,꽃미남,,20030435
7,유현호,,연인남 ,,20030435
8,최용준,,고문순사 ,,20030435
9,김용건,KIM Yong-geon,형준 부,,20030435
10,김창완,KIM Chang-wan,하영 부,,20030435
11,임혁필,LIM Hyeok-pil,왕자,,20030435
12,김민경,KIM Min-gyeong,선미,,20030435
0,레이첼 허드-우드,Rachel Hurd-Wood,,,20040442
1,제이슨 아이삭스,Jason Isaacs ,,,20040442
2,제레미 섬터,Jeremy Sumpter,,,20040442
0,김하늘,KIM Ha-neul,,,20040441
1,이성재,LEE Sung-jae,,,20040441
2,송승헌,SONG Seung-heon,,,20040441
3,이상윤,,잠꼬대 후배 역 ,,20040441
4,유해진,Yoo Hai Jin,박인수,,20040441
5,조경래,,산악부OB2,,20040441
6,김지연,Kim Ji-yeon,꼬마아이엄마 ,,20040441
7,추천호,,산악부OB1,,20040441
8,이승준,LEE Seung-jun,펍남 1,,20040441
0,제레미 슈어레즈,Jeremy Suarez ,,,20030436
1,호아킨 피닉스,Joaquin Phoenix,,,20030436
0,벤 애플렉,Ben Affleck,,,20040443
1,우마 서먼,Uma Thurman,,,20040443
2,아론 에크하트,Aaron Eckhart,,,20040443
0,변희봉,BYUN Hee-bong,,,20030434
1,봉태규,BONG Tae-gyu,,,20030434
2,이범수,LEE Beom-su,,,20030434
3,이은주,LEE Eun-ju,,,20030434
4,정인선,JEONG In-sun,,,20030434
5,정석원,JUNG Suk-won,버스기사1,,20030434
6,임선애,,화실선생님,,20030434
7,김응수,KIM Eung-soo,주인집 아저씨,,20030434
8,홍윤정,HONG Yoon-jeong,버스 연인,,20030434
9,박정수,PARK Jeong-su,버스기사3 ,,20030434
10,배태종,,파파이스손님 ,,20030434
11,류주현,,동네백수 ,,20030434
12,서용준,,환경미화원 ,,20030434
13,박근수,,취객 ,,20030434
14,이힘찬,,이삿짐직원,,20030434
15,정금자,,슈퍼아줌마,,20030434
16,박상현,PARK Sang-hyeon,순경1 ,,20030434
17,김진,,,,20030434
18,이규섭,,아이스크림뚱보,,20030434
19,김종옥,,버스기사4 ,,20030434
20,조재윤,JO Jae-yun,종점 직원,,20030434
21,김영재,KIM Young-jae,정훈,,20030434
22,주부진,JU Bu-jin,복덕방 할머니,,20030434
23,박성호,PARK Sung-ho,포장마차손님,,20030434
24,이무룡,LEE Moo-ryoung,판매왕,,20030434
25,박상현,PARK Sang-hyun,순경1 ,,20030434
0,공유,GONG Yoo,,,20030439
1,김정화,KIM Jung-hwa,박효진/림계순 ,,20030439
2,백일섭,BAEK Il-seob,,,20030439
3,김애경,KIM Ae-kyung,,,20030439
4,남상미,NAM Sang-mi,,,20030439
5,송혁재,SONG Hyuck-jae,훈련소조교1,,20030439
6,조달환,CHO Dal-hwan,송효국,,20030439
7,김경섭,KIM Kyung-sub,서바이벌조교4,,20030439
8,홍승현,HONG Seung-hyun,상섭,,20030439
9,박경환,PARK Gyeong-hwan,,,20030439
10,심재원,Shim Jae-won,폭력배4,,20030439
11,박한준,PARK Han-jun,사진기자 ,,20030439
12,서동욱,,남학생3 ,,20030439
13,강현,,건범,,20030439
14,문진호,,서바이벌조교1 ,,20030439
15,정영준,,수학선생,,20030439
16,이재혁,,병무청직원 ,,20030439
17,유순철,YOO Soon-chul,노령 간첩,,20030439
18,김명국,KIM Myeong-gook,고봉 아빠,,20030439
19,이승연,LEE Seung-yeon,여기자 ,,20030439
20,유인영,YOO In-young,우월란,,20030439
0,더스틴 호프만,Dustin Hoffman,,,20030437
1,진 해크만,Gene Hackman,,,20030437
2,레이첼 와이즈,Rachel Weisz,,,20030437
0,장동건,JANG Dong-gun,,,20030371
1,원빈,WON Bin,,,20030371
2,이은주,LEE Eun-ju,,,20030371
3,조원희,CHO Won-hee,대대장,,20030371
4,이장욱,LEE Jang-uk,,,20030371
5,임성택,,무술배우,,20030371
6,공형진,KONG Hyung-jin,영만,,20030371
7,이영란,LEE Young-ran,어머니,,20030371
8,정희준,,무술배우,,20030371
9,장민호,JANG Min-ho,노역 진석,,20030371
10,정호빈,JUNG Ho-bin,인민군 장교,,20030371
11,박동빈,PARK Dong-been,인민군 소대장 ,,20030371
12,김해곤,KIM Hae-gon,신임 대대장 ,,20030371
13,박유신,,낙동강 방어선 중대장 ,,20030371
14,김효열,KIM Hyo-yeol,강효열 소대원5 무전병병,,20030371
15,김효준,,액션스쿨7기생,,20030371
16,최재혁,,위문공연단 드럼,,20030371
17,이건우,,인민군2,,20030371
18,박태원,,소대원4 ,,20030371
19,배상철,akirabae,조일병 ,,20030371
20,김범주,,수송병,,20030371
21,한선랑,,무술배우,,20030371
22,이동혁,LEE Dong-hyeok,선무 담당,,20030371
23,한재민,,위문공연단 섹스폰,,20030371
24,지중현,Ji Joong-hyun,무술배우 ,,20030371
25,김대영,,캘리버 30 사수,,20030371
26,민지혁,,BAR 사수,,20030371
27,이호천,,액션스클7기생,,20030371
28,임동빈,,학도병,,20030371
29,김재중,,유해발굴현장단원 ,,20030371
30,박성희,,위문공연가수 ,,20030371
31,정승진,,액션스쿨7기생,,20030371
32,이정훈,,아이스케끼소년 ,,20030371
33,오명준,,구두닦이 소년 ,,20030371
34,이기수,,액션스쿨7기생,,20030371
35,김용현,,액션스쿨7기생,,20030371
36,이주원,,왕구 소대원3 ,,20030371
37,이환희,,의무장교,,20030371
38,박길수,PARK Gil-soo,양 중사,,20030371
39,안길강,AHN Kil-kang,허 중사,,20030371
40,권태원,KWON Tae-won,연대장,,20030371
41,최교식,CHOI Gyo-sik,피난민,,20030371
42,김조운,JO Woon,림태수 소대원1,,20030371
43,전승재,,임민군 무전병,,20030371
0,사무엘 L. 잭슨,Samuel L. Jackson,,,20030206
1,코니 닐슨,Connie Nielsen,,,20030206
2,존 트라볼타,John Travolta,,,20030206
0,스티브 마틴,Steve Martin,,,20040460
1,보니 헌트,Bonnie Hunt,,,20040460
2,힐러리 더프,Hilary Duff,,,20040460
3,블레이크 우드러프,Blake Woodruff,마이크 베이커 역,,20040460
0,다릴 사바라,Daryl Sabara ,,,20040459
1,칼라 구기노,Carla Gugino,,,20040459
2,알렉사 베가,Alexa Vega,,,20040459
3,안토니오 반데라스,Antonio Banderas,,,20040459
4,알레한드로 로즈-가르시아,Alejandro Rose-Garcia,,,20040459
0,클라이브 오웬,Clive Owen,,,20040451
1,안젤리나 졸리,Angelina Jolie,,,20040451
0,박준형,PARK Joon-hyung,,,20040463
1,정종철,JUNG Jong-chul,,,20040463
2,이미혜,,가희,,20040463
3,이수근,LEE Su-geun,백발,,20040463
4,안갑용,,포졸1,,20040463
5,정선교,,호위무사,,20040463
6,박석희,PARK Seok-hui,유령2 ,,20040463
0,기타노 다케시,Takeshi Kitano,,,20030440
1,아사노 타다노부,Tadanobu Asano,,,20030440
2,오쿠스 미치요,Michiyo Ohkusu,,,20030440
0,김윤태,KIM Yun-tae,도끼,,20030413
1,차인표,CHA In-pyo,,,20030413
2,조재현,CHO Jae-hyun,,,20030413
3,송선미,SONG Sun-mi,,,20030413
4,박원서,,경력2반 형사 ,,20030413
5,이선규,,파라다이스가수,,20030413
6,이예은,,오봉,,20030413
7,손병호,SON Byungho,두호,,20030413
8,최덕문,CHOI Duk-mun,용기,,20030413
9,김일우,KIM Il-woo,반장,,20030413
10,정경호,JUNG Kyung-ho,아름다운 새끼 점박이 ,,20030413
11,정상훈,JEONG Sang-hun,쭈꾸미,,20030413
12,권혁호,KWON Hyeok-ho,부장 검사,,20030413
13,권태원,KWON Tae-won,택시기사 1,,20030413
14,정인기,JUNG In-gi,권투관장,,20030413
15,정희태,JUNG Hee-tae,골목길 양아치,,20030413
16,이한위,LEE Han-wie,황 반장,,20030413
17,기주봉,KI Joo-bong,조태범,,20030413
18,방선진,,나래이터 ,,20030413
19,문양식,,상대편 코치 ,,20030413
20,김선애,,안마사,,20030413
21,유은아,,노래방 중년 도우미 ,,20030413
22,장국환,,붙박이 어깨 2,,20030413
23,임도기,,일식집 주방장,,20030413
24,정영호,,피아노 연주자,,20030413
25,조덕현,CHO Duk-hyun,창길,,20030413
26,서병철,,강력2반 형사,,20030413
0,강동원,GANG Dong-won,,,20040446
1,김하늘,KIM Ha-neul,,,20040446
2,임하룡,IM Ha-ryong,둘째 고모부,,20040446
3,이안나,LEE An-na,재소자,,20040446
4,김용선,KIM Yong-sun,,,20040446
5,진경,JIN Gyeong,주영옥,,20040446
6,김지영,KIM Ji-young,,,20040446
7,김은영,KIM Eun-young,둘째고모,,20040446
8,송재호,SONG Jae-ho,,,20040446
9,류태호,RYU Tae-ho,셋째 고모부,,20040446
10,이영은,LEE Young-eun,최수미,,20040446
11,최연수,,동네할머니4 ,,20040446
12,김창수,Kim Chang-soo,희철친구3,,20040446
13,최유선,,영옥친구1 ,,20040446
14,이미은,LEE Mi-eun,미용사 ,,20040446
15,권태원,KWON Tae-won,심사위원 1,,20040446
16,홍인,HONG In,양아치 3,,20040446
0,니콜 키드먼,Nicole Kidman,,,20040461
1,주드 로,Jude Law,,,20040461
2,르네 젤위거,Renee Zellweger,,,20040461
0,빌 머레이,Bill Murray,,,20040476
1,스칼렛 요한슨,Scarlett Johansson,,,20040476
2,지오바니 리비시,Giovanni Ribisi,,,20040476
0,제라드 버틀러,Gerard Butler,,,20040448
1,프란시스 오코너,Frances O'Connor,,,20040448
2,폴 워커,Paul Walker,,,20040448
0,잭 블랙,Jack Black,,,20040447
1,조앤 쿠삭,Joan Cusack,,,20040447
2,마이크 화이트,Mike White,,,20040447
3,사라 실버맨,Sarah Silverman,,,20040447
0,까뜨린느 드뇌브,Catherine Deneuve,,,20040464
1,이자벨 위페르,Isabelle Huppert,,,20040464
2,다니엘 다리우,Danielle Darrieux,,,20040464
0,곽지민,KWAK Ji-Min,,,20040505
1,이얼,LEE Eol,여진의 아버지 영기,,20040505
2,한여름,HAN Yeo-reum,,,20040505
3,권현민,KWON Hun-min,,,20040505
4,서민정,SEO Min-jung,재영 ,,20040505
5,최서진,,연인남 ,,20040505
6,임병조,,오빠 1,,20040505
7,김재영,KIM Jae-young,자살남아들 ,,20040505
8,정윤수,,터프남,,20040505
9,한창현,HAN Chang-hyun,발견 남 ,,20040505
10,김기두,KIM Ki-doo,오빠 2,,20040505
11,정인기,JUNG In-gi,기수,,20040505
0,이완 맥그리거,Ewan McGregor,,,20040462
1,알버트 피니,Albert Finney ,,,20040462
2,빌리 크루덥,Billy Crudup,,,20040462
3,제시카 랭,Jessica Lange,,,20040462
4,헬레나 본햄 카터,Helena Bonham Carter ,,,20040462
5,알리슨 로먼,Alison Lohman,,,20040462
6,마리옹 꼬띠아르,Marion Cotillard,,,20040462
0,니콜 키드먼,Nicole Kidman,,,20040479
1,안소니 홉킨스,Anthony Hopkins,,,20040479
2,에드 해리스,Ed Harris,,,20040479
0,마리옹 꼬띠아르,Marion Cotillard,,,20040465
1,기욤 까네,Guillaume Canet,,,20040465
0,김주혁,KIM Joo-hyuk,,,20040471
1,엄정화,UHM Jeong-hwa,치과의 윤혜진,,20040471
2,김가연,KIM Ga-yeon,미선,,20040471
3,기주봉,KI Joo-bong,혜진 부 윤회장 ,,20040471
4,손재곤,,강순경,,20040471
5,김준성,KIM Jun-sung,,,20040471
6,허기호,HUR Ki-ho,태호,,20040471
7,노승범,NO Seung-beom,망치,,20040471
8,이주리,,지수 ,,20040471
9,강성필,KANG Sung-pil,도라이버,,20040471
10,김두찬,KIM Doo-chan,지수남편,,20040471
11,조성재,,동료 의사 1 ,,20040471
12,조은희,,동료 의사 5 ,,20040471
13,박지현,,은행원 ,,20040471
14,이복희,,할아버지 2,,20040471
15,김영숙,,재활용 아줌마,,20040471
0,김아중,KIM A-joong,지영,,20040456
1,이성진,,나동무 역 ,,20040456
2,이문식,LEE Moon-sik,,,20040456
3,유동근,YOO Dong-Kun,김태식 ,,20040456
4,최령,,쌍칼,,20040456
5,박예리,,동창친구2,,20040456
6,박정률,PARK Jung-ryul,철기친구1 ,,20040456
7,배정아,,뱀동호회원2 ,,20040456
8,강호동,,강호동,,20040456
9,김경용,,김형사,,20040456
10,김무생,KIM Moo-saeng,태식 부,,20040456
11,최철호,CHOI Cheol-ho,동훈,,20040456
0,베니치오 델 토로,Benicio Del Toro,,,20040512
1,토미 리 존스,Tommy Lee Jones,,,20040512
0,매기 질렌할,Maggie Gyllenhaal,,,20040509
1,커스틴 던스트,Kirsten Dunst,,,20040509
2,줄리아 스타일즈,Julia Stiles,,,20040509
3,줄리아 로버츠,Julia Roberts ,,,20040509
0,줄레이카 로빈슨,Zuleikha Robinson,,,20040519
1,비고 모텐슨,Viggo Mortensen,,,20040519
2,오마 샤리프,Omar Sharif,,,20040519
0,조쉬 더하멜,Josh Duhamel,,,20040513
1,토퍼 그레이스,Topher Grace,,,20040513
2,케이트 보스워스,Kate Bosworth,,,20040513
0,손창민,SON Chang-min,,,20040482
1,조재현,CHO Jae-hyun,,,20040482
2,소이현,SO E-Hyun,,,20040482
3,손현주,SON Hyun-ju,,,20040482
4,김뢰하,KIM Roi-ha,정직,,20040482
5,이인,LEE In,맹사성 ,,20040482
6,정석용,JUNG Suk-yong,학원선생,,20040482
7,김홍석,,사채조폭2,,20040482
8,홍상석,HONG Sang-seok,운태부하들,,20040482
9,박종욱,,운태부하들 ,,20040482
10,안갑용,,운태부하들,,20040482
11,나상문,,학원직원,,20040482
12,김덕형,KIM Deok-hyeong,현장조폭3,,20040482
13,유상범,,운태부하들 ,,20040482
14,곽은미,,나가요걸1,,20040482
15,김택수,,응급실환자,,20040482
16,유용현,,가라오케친구들 ,,20040482
17,유지원,,삥뜯기는아이3 ,,20040482
18,인현주,,여학생1,,20040482
19,박송이,,가라오케친구들 ,,20040482
20,최영주,,힐리스아이2 ,,20040482
21,이영자,,아파트아줌마2 ,,20040482
22,오상민,,운태부하들 ,,20040482
23,김용석,,삥뜯는아이3,,20040482
24,이재웅,,운태부하들 ,,20040482
0,김석,KIM Suk,,,20040496
1,최성,CHOI Seong,교장,,20040496
2,이세영,LEE Se-young,,,20040496
3,나아현,NA A-hyeon,,,20040496
4,김명재,KIM Myeong-jae,,,20040496
5,윤범호,"Beomho, Yun",의사,,20040496
6,정선경,JUNG Sun-kyung,여민 모,,20040496
7,안내상,AN Nae-sang,,,20040496
8,김경수,Kim Kyung-soo,풍뎅이영감,,20040496
9,최덕문,CHOI Duk-mun,박팔봉,,20040496
10,신정근,SHIN Jung-geun,검은 제비 ,,20040496
11,지대한,JI Dae-han,여민 부,,20040496
12,송수근,,산동네아이들,,20040496
13,송현석,,고릴라부하2,,20040496
14,노현정,NO Hyeon-jeong,검은제비모 ,,20040496
15,이동혁,,아랫동네아이들,,20040496
0,릴 로메오,Lil' Romeo ,,,20040506
1,제시카 알바,Jessica Alba,,,20040506
2,메키 파이퍼,Mekhi Phifer,,,20040506
0,제임스 카비젤,James Caviezel,,,20040525
1,모니카 벨루치,Monica Bellucci,,,20040525
2,마이아 모겐스턴,Maia Morgenstern,,,20040525
0,김래원,KIM Rae-won,,,20040481
1,김보경,KIM Bo-kyung,,,20040481
2,안선영,Ahn Sun-young,담임 선생님 김샘 역,,20040481
3,문근영,MOON Geun-young,서보은 ,,20040481
4,진경,JIN Gyeong,신혼 여,,20040481
5,김혜옥,KIM Hye-ok,,,20040481
6,김인문,KIM In-moon,보은 할아버지,,20040481
7,한진희,HAN Jin-hui,상민 부,,20040481
8,송기윤,Song Ki-yoon,보은부,,20040481
9,선우은숙,SUNWOO Eun-sook,보은 어머니,,20040481
10,신세경,SHIN Sae-kyeong,,,20040481
11,박진우,,정우,,20040481
12,류덕환,RYU Deok-hwan,동구,,20040481
13,전원주,JEON Won-joo,사진,,20040481
14,최장헌,,해병대3,,20040481
15,박준석,,야구감독 ,,20040481
16,유순일,YOO Soon-il,해병전령 ,,20040481
17,임관우,,야구선수1,,20040481
18,장미희,,공주파3,,20040481
19,김용환,,수학교사,,20040481
20,윤서현,YUN Seo-hyun,해병대 1,,20040481
0,황정민,HWANG Jung-min,,,20040486
1,양동근,YANG Dong-keun,최철권 ,,20040486
2,김경란,KIM Gyeong-ran,두미 할머니,,20040486
3,오달수,OH Dal-su,금이빨 ,,20040486
4,장항선,JANG Hang-seon,,,20040486
5,유승목,YOO Seung-mok,냉혈,,20040486
6,이봉규,LEE Bong-gyu,주지 스님,,20040486
7,조희봉,CHO Hee-bong,광수,,20040486
8,김현정,KIM Hyun-jung,두미,,20040486
9,신동호,,뉴스앵커,,20040486
10,최가연,,육상소녀2 ,,20040486
11,이화룡,LEE Hwa-ryong,동물학자,,20040486
12,최승호,,막걸리차운전자 ,,20040486
13,이혜영,,육상소녀1,,20040486
14,김준성,,마을할아버지4 ,,20040486
15,김준하,,코흘리개 꼬마 ,,20040486
16,손호승,SON Ho-seung,접촉사고 사내 2,,20040486
17,황석정,HWANG Seok-jeong,육상 코치,,20040486
18,김기현,KIM Ki-hyeon,근엄한 목소리,,20040486
19,정인겸,JUNG In-kyeom,영등포 형사,,20040486
0,제니퍼 애니스턴,Jennifer Aniston,,,20040522
1,벤 스틸러,Ben Stiller,,,20040522
2,필립 세이모어 호프만,Philip Seymour Hoffman,,,20040522
3,알렉 볼드윈,Alec Baldwin,,,20040522
0,할리 베리,Halle Berry,,,20040528
1,로버트 다우니 주니어,Robert Downey Jr.,,,20040528
2,페넬로페 크루즈,Penelope Cruz,,,20040528
0,이성재,LEE Sung-jae,풍식 역 ,,20040514
1,박솔미,PARK Sol-mi,연화,,20040514
2,김수로,KIM Soo-Ro,,,20040514
3,문정희,MOON Jung-hee,,,20040514
4,김동영,KIM Dong-young,떡볶이 아들,,20040514
5,최정우,CHOE Jeong-u,박 반장,,20040514
6,이칸희,LEE Kan-hee,,,20040514
7,유해진,Yoo Hai Jin,,,20040514
8,정현철,,자폐증환자,,20040514
9,김병춘,KIM Byung-chun,"댄스 스승, 박 노인 ",,20040514
10,김미경,KIM Mi-kyeong,,,20040514
11,이용도,LEE YONG DO,포장마차주인,,20040514
12,정종훈,JUNG Jong-hoon,중년사내,,20040514
13,이정인,LEE Jung-in,,,20040514
14,조미경,,캬바레귀부인4,,20040514
15,홍성원,,도레미송 아이들,,20040514
16,신현중,,떡볶이 남편,,20040514
17,김의석,,피아노(베로나) ,,20040514
18,최현우,,"리더,기타(맨하탄)",,20040514
19,최혜진,,양수리귀부인4,,20040514
20,허문영,,여경들,,20040514
21,백수미,,교습소 모던 ,,20040514
22,한송이,,룸살롱 여급4,,20040514
23,백정현,,광부스승 ,,20040514
24,권태훈,,걸인스승,,20040514
25,류정은,,보컬(맨하탄) ,,20040514
26,서원영,,보컬(베로나) ,,20040514
27,김도경,,룸살롱 여급1,,20040514
28,채영,,여경들 ,,20040514
29,최선희,,룸살롱 여급3 ,,20040514
30,오지연,,여경들 ,,20040514
31,정진영,,쇼청춘들,,20040514
32,김양수,,채소장수스승,,20040514
33,김영복,,스님스승,,20040514
34,이현우,,교습소 모던 ,,20040514
