,peopleNm,peopleNmEn,cast,castEn,movieCd
0,아베 히로시,Hiroshi Abe,,,20163189
1,키키 키린,Kirin Kiki,,,20163189
2,마키 요코,Maki Yoko ,,,20163189
3,코바야시 사토미,Satomi Kobayashi,,,20163189
0,손예진,SON Ye-jin,덕혜옹주,Princess Deok-hye,20150979
1,박해일,PARK Hae-il,김장한,Jang-han,20150979
2,윤제문,YOON Je-moon,한택수,,20150979
3,라미란,RA Mi-ran,복순,,20150979
4,정상훈,JEONG Sang-hun,복동,,20150979
5,박수영,PARK Su-young,영친왕,,20150979
6,김소현,KIM So-hyun,어린 덕혜옹주 ,,20150979
7,박주미,PARK Ju-mi,양귀인,,20150979
8,안내상,AN Nae-sang,김황진,,20150979
9,김재욱,KIM Jae-uck,다케유키,,20150979
10,금새록,KEUM Sae-rok,학우회 박주옥,,20150979
11,김승훈,KIM Seung-hoon,박의장,,20150979
12,김인우,KIM In-woo,기원절 사회자,,20150979
13,백윤식,BAEK Yoon-sik,고종,,20150979
14,김대명,KIM Dae-myeong,,,20150979
15,고수,GO Soo,이우 왕자,,20150979
16,김기천,KIM Ki-chun,박귀정,,20150979
17,김정희,KIM Jung-hee,,,20150979
18,박윤식,,친일파 대신들,,20150979
19,박지수,PARK Jisoo,의상실 직원들,,20150979
20,송민수,,박의장 수행원들,,20150979
21,송창현,,의상실 앞 일본군들,,20150979
22,신동주,,기자회견장 기자들,,20150979
23,오세영,,학우회  유학생들,,20150979
24,이경훈,,대조전 근위병들,,20150979
25,이명규,,다이토중공업 조선인들,,20150979
26,이상진,,다이토중공업 조선인들,,20150979
27,이승진,,학우회 김익배,,20150979
28,최영빈,,보육원 아이들,,20150979
29,최일순,,다이토중공업 조선인들,,20150979
30,최정순,,김포공항 궁녀들,,20150979
31,한동훈,,비밀가옥 일본군들,,20150979
32,함성원,,박의장 수행원들,,20150979
33,홍은지,,다이토중공업 조선인들,,20150979
34,김무규,,복순 포박일본군,,20150979
35,김기정,,비밀가옥 일본군들,,20150979
36,차지원,CHA Ji-won,식혜궁녀,,20150979
37,곽자형,KWAK Ja-hyeong,귀국선 심사관,,20150979
38,김나연,KIM Na-yeon,보육원 아이들,,20150979
39,신정섭,SHIN Jeong-seop,다이토중공업 조선인들,,20150979
40,김용호,,박의장 대변인,,20150979
41,박혜영,,학우회  유학생들,,20150979
0,윌 스미스,Will Smith,,,20152963
1,자레드 레토,Jared Leto,,,20152963
2,마고 로비,Margot Robbie,,,20152963
3,스콧 이스트우드,Scott Eastwood,,,20152963
4,카라 델러비인,Cara Delevingne,,,20152963
5,제이 코트니,Jai Courtney,,,20152963
6,조엘 킨나만,Joel Kinnaman,,,20152963
7,비올라 데이비스,Viola Davis,,,20152963
8,제이 헤르난데즈,Jay Hernandez,,,20152963
9,애덤 비치,Adam Beach,,,20152963
10,카렌 후쿠하라,Karen Fukuhara,,,20152963
11,커먼,Common,,,20152963
12,벤 애플렉,Ben Affleck,,,20152963
0,스티브 쿠건,Steve Coogan,,,20156082
1,엘리 켐퍼,Ellie Kemper,,,20156082
2,레이크 벨,Lake Bell,,,20156082
3,데이너 카비,Dana Carvey,,,20156082
4,케빈 하트,Kevin Hart,,,20156082
0,하정우,HA Jung-woo,,,20154910
1,배두나,BAE Doo-na,,,20154910
2,오달수,OH Dal-su,,,20154910
3,김종수,KIM Jong-soo,,,20154910
4,조현철,CHO Hyun-chul,막내대원 ,,20154910
5,이동진,,라디오 DJ,,20154910
6,배유람,BAE Yoo-ram,출동 119대원 ,,20154910
7,임한빈,,빵집 아이1,,20154910
8,정민희,,친정엄마,,20154910
9,송민석,SONG Min-seok,고공 농성자1,,20154910
10,윤성민,,고공 농성자2,,20154910
11,이상희,LEE Sang-hee,YTN 취재기자,,20154910
12,최춘범,CHOI Chun-beom,막내대원 대역,,20154910
13,권승구,GWON Seung-gu,김대경 대역,,20154910
14,진용욱,JIN Yong-uk,건설 관계자A,,20154910
15,이한서,LEE Han-seo,수진,,20154910
16,예수정,YE Soo-jung,노모,,20154910
17,서현우,SEO Hyun-woo,SNC 동료기자,,20154910
18,김수진,KIM Su-jin,공청회 참석자B ,,20154910
19,윤돈선,YOON Don-sun,통합관제센터 윤계장 ,,20154910
20,주석태,JOO Suk-tae,도로 공사 직원,,20154910
21,강신철,GANG Sin-cheol,상황 대원,,20154910
22,한수현,HAN Su-hyun,드론 기술자,,20154910
23,김승훈,KIM Seung-hoon,공청회 진행자,,20154910
24,이상희,LEE Jang-yoo,119 간부 목소리,,20154910
25,이문석,LEE Moon-suk,구조대원1,,20154910
26,양지수,YANG Ji-su,이정수 대역,,20154910
27,김선경,,식당주인,,20154910
0,수애,Su Ae,리지원,,20150968
1,오달수,OH Dal-su,강대웅 ,,20150968
2,오연서,OH Yeon-seo,박채경 ,,20150968
3,하재숙,HA Jae-sook,고영자 ,,20150968
4,김슬기,KIM Seul-ki,조미란 ,,20150968
5,김예원,KIM Ye-won,김가연 ,,20150968
6,진지희,JIN Ji-hee,신소현 ,,20150968
7,이봉련,LEE Bong-ryeon,대웅동생 ,,20150968
8,조희봉,CHO Hee-bong,경수 ,,20150968
9,김응수,KIM Eung-soo,협회장,,20150968
10,임진영,,한국 여자 아이스하키 국가대표팀,,20150968
11,박진하,,미란대역,,20150968
12,전송이,,관중석 한국응원단,,20150968
13,방추성,BANG Chuseong,취객,,20150968
14,백상훈,,아오모리 경기 심판,,20150968
15,서은정,,관중석 북한응원단,,20150968
16,조규영,,지원대역,,20150968
17,안승호,An seung ho,쇼트트랙 선수,,20150968
18,조수지,,한국 여자 아이스하키 국가대표팀,,20150968
19,조희윤,,국가대표팀,,20150968
20,이경선,,중국/카자흐스탄/일본/북한 선수단,,20150968
21,이민지,,한국 여자 아이스하키 국가대표팀,,20150968
22,이선미,,중국/카자흐스탄/일본/북한 선수단,,20150968
23,이영화,,중국/카자흐스탄/일본/북한 선수단,,20150968
24,함지후,,관중석 한국응원단,,20150968
25,곽지유,KWAK Ji-yu,국가대표팀,,20150968
26,최병모,CHOI Byung-mo,영자남편,,20150968
27,윤경호,YUN Gyeong-ho,주니어 대표팀 감독,,20150968
28,정태야,,일본 감독,,20150968
29,배서하,,중국 벤치선수,,20150968
0,변현우,,샘 목소리,,20165961
1,김지혜,,수 목소리,,20165961
2,박조호,,빅터 목소리,,20165961
3,서지연,,캐서린 목소리,,20165961
4,남도형,NAM Do-hyung,손오공 목소리,,20165961
5,홍진욱,HONG Jin-wook,저팔계 목소리,,20165961
6,김승태,,사오정 목소리,,20165961
7,오인성,,오스카 목소리,,20165961
8,유지현,,미니타,,20165961
9,이세은,,미니타,,20165961
0,크리스 파인,Chris Pine,,,20150567
1,사이먼 페그,Simon Pegg,,,20150567
2,조 샐다나,Zoe Saldana,,,20150567
3,재커리 퀸토,Zachary Quinto,,,20150567
4,칼 어번,Karl Urban,,,20150567
5,안톤 옐친,Anton Yelchin,,,20150567
6,존 조,John CHO,,,20150567
7,이드리스 엘바,Idris Elba,,,20150567
8,소피아 부텔라,Sofia Boutella,,,20150567
0,류승룡,RYU Seung-ryong,,,20148460
1,심은경,SHIM Eun-kyoung,,,20148460
2,이준,Lee Joon,기웅,,20148460
3,오윤석,O Yun-seok,감염자들,,20148460
4,서호철,SEO Ho-cheol,술취한 남자/붉은 티셔츠 아저씨,,20148460
5,이상희,LEE Sang-hee,자원봉사자(여)/ 40대 노숙자(여),,20148460
6,연상호,YEON Sangho,벌거벗은 남자,,20148460
7,연상호,YEON Sangho,응급요원,,20148460
8,연상호,YEON Sangho,청년4,,20148460
9,연상호,YEON Sangho,역무원2,,20148460
10,이건우,,감염자들,,20148460
11,이동하,LEE Dong-ha,석규 친구,,20148460
12,최길수,,감염자들,,20148460
13,이상희,LEE Sang-hee,자원봉사자(여) / 40대 노숙자(여),,20148460
0,폴 지아마티,Paul Giamatti,,,20163043
1,존 굿맨,John Goodman,,,20163043
2,벨라 손,Bella Thorne,,,20163043
0,테레사 팔머,Teresa Palmer,,,20163217
1,알리시아 벨라 베일리,Alicia Vela-Bailey,,,20163217
2,가브리엘 베이트먼,Gabriel Bateman,,,20163217
3,알렉산더 디퍼시아,Alexander DiPersia,,,20163217
0,멜리사 맥카시,Melissa Mccarthy,,,20162404
1,크리스 헴스워스,Chris Hemsworth,,,20162404
2,크리스틴 위그,Kristen Wiig,,,20162404
3,케이트 맥키넌,Kate McKinnon,,,20162404
4,레슬리 존스,Leslie Jones,,,20162404
0,메릴 스트립,Meryl Streep,,,20166901
1,휴 그랜트,Hugh Grant,,,20166901
0,신하균,SHIN Ha-kyun,,,20150901
1,박희순,PARK Hee-soon,,,20150901
2,오만석,OH Man-seok,,,20150901
3,유다인,YOO Da-in,,,20150901
4,변준석,,지미,,20150901
5,장성범,JANG Sung-bum,어린 수탁,,20150901
6,전배수,JEON Bae-soo,병철,,20150901
7,이형섭,,YTN PD,,20150901
8,양희선,,목욕탕 빡빡이 ,,20150901
9,이현주,LEE Hyun-ju,여자 상주,,20150901
0,제이슨 스타뎀,Jason Statham,비숍,	 Arthur Bishop,20167261
1,제시카 알바,Jessica Alba,지나,Gina,20167261
2,토미 리 존스,Tommy Lee Jones,,Max Adams,20167261
3,양자경,Michelle Yeoh,,Mae,20167261
0,니콜라스 홀트,Nicholas Hoult,,,20167563
1,크리스틴 스튜어트,Kristen Stewart,,,20167563
0,송강호,SONG Kang-ho,,,20159646
1,공유,GONG Yoo,,,20159646
2,한지민,HAN Ji-min,연계순,,20159646
3,츠루미 신고,Shingo Tsurumi,,,20159646
4,엄태구,UM Tae-goo,,,20159646
5,신성록,SHIN Sung-rok,,,20159646
6,서영주,SEO Young-joo,,,20159646
7,정유안,,황의서,,20159646
8,이수광,LEE Soo-gwang,히데오,,20159646
9,고준,GO Jun,심상도,,20159646
10,최유화,CHOI Yu-hwa,김사희,,20159646
11,허성태,HEO Sungtae,하일수,,20159646
12,김동영,KIM Dong-young,허철주,,20159646
13,곽자형,KWAK Ja-hyeong,서진돌,,20159646
14,조영규,JO Yong-gyu,김학진,,20159646
15,이병헌,LEE Byung-hun,정채산,,20159646
16,박민우,,정채산운전수,,20159646
17,이진한,,인력거의열단,,20159646
18,이진한,,이정출스탠드인,,20159646
19,임서영,,BAR종업원,,20159646
20,임서영,,연계순스탠드인,,20159646
21,전수빈,,교환원2,,20159646
22,조권수,CHO Kwon-su,수녀원사복경찰,,20159646
23,조윤담,,김우진스탠드인/이정출차량운전수 ,,20159646
24,이승진,,노승진,,20159646
25,하민,Anastasia HaMheen Kim,1등칸여승객,,20159646
26,노준표,,안둥역짐꾼노씨,,20159646
27,김정우,KIM Jeong-woo,BAR 바텐더,,20159646
28,김태준,KIM Tae-joon,역무원,,20159646
29,오하늬,OH Ha-nee,황서임,,20159646
30,원진아,WON Jin-ah,자전거수녀,,20159646
31,전여빈,JEON Yeo-been,기생4,,20159646
32,주석태,JOO Suk-tae,검찰,,20159646
33,금새록,KEUM Sae-rok,식당칸 바텐더,,20159646
34,전배수,JEON Bae-soo,서대문형무소 간수,,20159646
35,옥자연,OK Ja-yeon,이정출 부인,,20159646
36,홍인,HONG In,하일수 꼬봉,,20159646
37,백인권,Shin Jeong Woo,박웅,,20159646
38,이상희,LEE Sang-hee,아기엄마,,20159646
39,최희도,CHOI Hee-do,식당칸 일본남,,20159646
40,양도현,YANG Dohyun,변호사포시진치,,20159646
41,이동진,,주동성체포경찰,,20159646
42,이상희,LEE Sang-hee,아기엄마,,20159646
0,차승원,CHA Seoung-won,김정호,,20159648
1,유준상,YU Jun-sang,흥선대원군,,20159648
2,김인권,KIM In-kwon,바우,,20159648
3,남지현,NAM Ji-hyun,순실,,20159648
4,한희경,Heekyung Han,천주교집회장 여자신도8,,20159648
5,신동미,SHIN Dong-mi,여주댁,,20159648
6,남경읍,NAM Gyeong-eup,김좌근,,20159648
7,태인호,TAE In-ho,김성일,,20159648
8,공형진,KONG Hyung-jin,신원,,20159648
9,김종수,KIM Jong-soo,,,20159648
10,김율호,KIM Yool-ho,금위군3,,20159648
11,이형길,,천주교집회장 남자신도4,,20159648
12,임경욱,LIM Gyeong-uk,어부5,,20159648
13,박선용,,총본상 보부상3,,20159648
14,박상훈,PARK Sang-hoon,여주관아 처형장 구경꾼1 ,,20159648
15,박정호,,운현궁 가마꾼6,,20159648
16,박진영,,예조판서,,20159648
17,백동현,,어부3,,20159648
18,송민석,SONG Min-seok,천주교집회장 관원3,,20159648
19,송원종,SONG Won-jong,천주교집회장 남자신도5,,20159648
20,양해길,,천주교집회장 관원2,,20159648
21,양희정,,여자신도2,,20159648
22,전수정,,여주관아 처형장 죄수2,,20159648
23,전호근,,옥사 신도남자2,,20159648
24,정명수,,항아리장수,,20159648
25,정봉연,JEONG Bong-yeon,천주교집회장 관원1,,20159648
26,정진근,,돌탑 관원2,,20159648
27,노경섭,,천주교집회장 관원4,,20159648
28,윤성민,,산적3,,20159648
29,윤준호,YOON Joon-Ho,토산현 지원대9,,20159648
30,이덕형,,김좌근집 사병1,,20159648
31,이문형,,여주관아 처형장 죄수3,,20159648
32,이성원,,왜인1,,20159648
33,이수민,,돌탑 관원1,,20159648
34,이윤상,LEE Yoon-sang,옥사 신도남자4,,20159648
35,지동주,,작업실 사병2,,20159648
36,지현준,JI Hyun-jun,종사관,,20159648
37,최은식,,운현궁 가마꾼1,,20159648
38,최한기,,형방,,20159648
39,한명철,,망나니1,,20159648
40,홍광표,,광화문 대신1,,20159648
41,홍대영,,토산현 나졸1,,20159648
42,노남석,NOH Nam-seok,산적4,,20159648
43,정준용,,금위군4,,20159648
44,김기정,,김좌근집 사병2,,20159648
45,오희준,OH Hee-jun,배식담당1,,20159648
46,손성찬,SON Seong-chan,사또,,20159648
47,정종열,JUNG Jong-yul,왜인사절단 2,,20159648
48,곽수정,KWAK Soo-jung,초상화 여,,20159648
49,김시우,,처형장구경꾼6,,20159648
50,차청화,CHA Cheong-hwa,정호집 마당 아낙,,20159648
51,임용순,LIM Yong-soon,처형장 신도6,,20159648
52,박기륭,PARK Ki-ryung,김만수,,20159648
53,박소영,PARK Soyoung,여자신도 3,,20159648
54,추연규,,토사현 지원대6,,20159648
55,여민구,YEO Min-gu,정호부 수색대 나졸2,,20159648
56,이승철,,목공2,,20159648
0,조니 뎁,Johnny Depp,,,20162968
1,앤 해서웨이,Anne Hathaway,,,20162968
2,미아 와시코브스카,Mia Wasikowska,,,20162968
3,헬레나 본햄 카터,Helena Bonham Carter ,,,20162968
4,사챠 바론 코헨,Sacha Baron Cohen,,,20162968
5,알란 릭맨,Alan Rickman,,,20162968
6,마이클 쉰,Michael Sheen,,,20162968
7,앤드류 스캇,Andrew Scott,,,20162968
0,김서영,KIM Seo-young,현주리 목소리 ,,20166541
1,이하늬,LEE Ha-nee,매화부인 목소리,,20166541
2,권율,KWON Yul,원 목소리,,20166541
3,김슬기,KIM Seul-ki,다람이 목소리,,20166541
4,신용우,SHIN Yong-woo,백악산신 목소리,,20166541
5,이장원,LEE Jang-won,목멱대왕 목소리,,20166541
6,시영준,SI Young-jun,향나무 목소리,,20166541
7,이상범,,휘 목소리,,20166541
8,이현,LEE Hyun,규수 목소리,,20166541
9,강시현,,새봄 목소리 역 외,,20166541
10,문유정,,현주리 엄마 목소리 역 외,,20166541
11,정주원,,매화정령(버섯) 목소리 역 외,,20166541
12,신경선,SHIN Kyung-sun,"현주리 아빠, 지혜의 거북 목소리 역 외",,20166541
13,이유리,,박쥐상궁 목소리 역 외,,20166541
0,니콜라스 홀트,Nicholas Hoult,,,20166721
1,아리아나 그란데,Ariana Grande,,,20166721
2,케이티 홈즈,Katie Holmes,,,20166721
3,루퍼트 그린트,Rupert Grint,,,20166721
0,마티아스 슈바이그호퍼,Matthias Schweighofer,로빈슨 크루소,,20165941
1,데이비드 하워드,David Howard,튜즈데이,,20165941
2,콜린 메츠거,Colin Metzger,카멜로,,20165941
3,라일라 베르진,Laila Berzins,로지,,20165941
4,조이 카멘,Joey Camen,스크러비,,20165941
5,마리브 헤링턴,Marieve Herington,키키,,20165941
0,잭 휴스턴,Jack Huston,,,20167839
1,토비 켑벨,Toby Kebbell,,,20167839
2,모건 프리먼,Morgan Freeman,,,20167839
3,로드리고 산토로,Rodrigo Santoro,,,20167839
4,할룩 빌기너,Haluk Bilginer,,,20167839
5,요한 필리프 아스베크,Johan Philip Asbak,,,20167839
6,모이세스 아리아스,Moises Arias,,,20167839
7,아예렛 주러,Ayelet Zurer,,,20167839
8,소피아 블랙 디엘리아,Sofia Black-D'Elia,,,20167839
9,제임스 코스모,James Cosmo,,,20167839
10,다토 바크하제,Dato Bakhtadze,,,20167839
11,자레스 J. 메즈,Jarreth J. Merz,,,20167839
0,덴젤 워싱턴,Denzel Washington ,,,20163294
1,크리스 프랫,Chris Pratt,,,20163294
2,이병헌,LEE Byung-hun,빌리 락스,,20163294
3,에단 호크,Ethan Hawke,,,20163294
4,맷 보머,Matt Bomer,,,20163294
5,빈센트 도노프리오,Vincent D'Onofrio,,,20163294
6,해일리 베넷,Haley Bennett,,,20163294
7,캠 지갠뎃,Cam Gigandet,,,20163294
0,J.K. 시몬스,J.K. Simmons,,,20167154
1,루크 윌슨,Luke Wilson,,,20167154
2,에디 이자드,Eddie Izzard,,,20167154
3,맷 딜런,Matt Dillon,,,20167154
0,김새해,,,,20168721
1,김영은,,,,20168721
2,정유미,,,,20168721
3,정혜원,,,,20168721
4,소연,,,,20168721
0,오오이즈미 요,Yo Oizumi,,,20169122
1,아리무라 카스미,Kasumi Arimura,,,20169122
2,나가사와 마사미,Masami Nagasawa,,,20169122
0,톰 행크스,Tom Hanks,,,20168891
1,아론 에크하트,Aaron Eckhart,,,20168891
2,로라 린니,Laura Linney,,,20168891
0,르네 젤위거,Renee Zellweger,,,20168885
1,콜린 퍼스,Colin Firth,,,20168885
2,패트릭 뎀시,Patrick Dempsey,,,20168885
0,이주승,LEE Juseung,,,20162022
1,오지호,OH Ji-ho,,,20162022
2,이정진,LEE Jung-jin,,,20162022
3,신정근,SHIN Jung-geun,,,20162022
4,손은서,SON Eun-seo,소은,,20162022
5,전혜인,,민아,,20162022
6,이규희,,정란,,20162022
7,이세랑,LEE Se-rang,통장아주머니,,20162022
8,임효우,LIM Hyo-woo,복싱장관장,,20162022
9,박주혜,,여자아나운서,,20162022
10,박준범,,소권괴초,,20162022
11,이대겸,,태권도장관장,,20162022
12,조훈휘,,순경2,,20162022
13,홍민혜,,클럽녀,,20162022
14,황진호,,클럽남,,20162022
15,김철구,,김동영사장,,20162022
16,주석태,JOO Suk-tae,재희변호사1,,20162022
17,강신철,GANG Sin-cheol,형사 1,,20162022
0,정우성,JUNG Woo-sung,한도경,,20153443
1,황정민,HWANG Jung-min,박성배,,20153443
2,주지훈,JU Ji-hoon,문선모,,20153443
3,김현빈,KIM Hyun-bin,황반장 아들,,20153443
4,곽도원,KWAK Do-won,김차인,,20153443
5,정만식,JUNG Man-sik,도창학,,20153443
6,김원해,KIM Won-hae,작대기,,20153443
7,김종수,KIM Jong-soo,은충호 ,,20153443
8,김해곤,KIM Hae-gon,태병조,,20153443
9,윤지혜,YOON Ji-hye,차승미 ,,20153443
10,오연아,OH Yeon-ah,정윤희,,20153443
11,윤제문,YOON Je-moon,황인기,,20153443
12,김수진,KIM Su-jin,여성 시의원 ,,20153443
13,염동헌,YEOM Dong-heon,시부의장 ,,20153443
14,현봉식,HYUN Bong-sik,강형사,,20153443
15,최병모,CHOI Byung-mo,오검사,,20153443
16,박혁민,PARK Hyuk-min,박수사관,,20153443
17,이종성,,대역경찰,,20153443
18,장근영,JANG Geun-young,작대기 살해 수감자1,,20153443
19,박지환,,태병조 수행원 썬글남,,20153443
20,손영진,,찬성파 정치인,,20153443
21,양영일,,반대파 정치인,,20153443
22,윤성민,,조선족 노동자 윤씨,,20153443
23,이가경,LEE Ga-kyung,외사계 여경,,20153443
24,이광기,,검찰 수사관,,20153443
25,이상민,LEE Sang-min,박성배 수행원 상민,,20153443
26,채성원,,조선족 노동자 채씨,,20153443
27,김남조,,염습실직원,,20153443
28,노남석,NOH Nam-seok,작대기 살해 수감자2,,20153443
29,박갑진,,조선족 노동자 박씨,,20153443
30,차래형,CHA Lae-hyung,담당의사,,20153443
31,이육헌,LEE Yuk-heon,은충호 유가족,,20153443
32,임용순,LIM Yong-soon,찬성파 정치인,,20153443
33,유정호,YU  Jeong-ho,유 수사관,,20153443
34,곽진석,KWAK Jin-suk,박성배 수행원 진석,,20153443
35,황재필,HWANG Jae-feel,태평조 패 어리버리,,20153443
0,에바 그린,Eva Green ,,,20164501
1,사무엘 L. 잭슨,Samuel L. Jackson,,,20164501
2,에이사 버터필드,Asa Butterfield,,,20164501
3,앨리슨 제니,Allison Janney,,,20164501
4,킴 디킨스,Kim Dickens,,,20164501
5,주디 덴치,Judi Dench,,,20164501
6,크리스 오다우드,Chris O'Dowd,,,20164501
0,브라이스 달라스 하워드,Bryce Dallas Howard,,,20160143
1,오크스 페글리,Oakes Fegley,,,20160143
2,웨스 벤틀리,Wes Bentley,,,20160143
3,칼 어번,Karl Urban,,,20160143
4,로버트 레드포드,Robert Redford,,,20160143
5,크레이그 홀,Craig Hall,,,20160143
6,이시아 휘틀록 주니어,Isiah Whitlock Jr.,,,20160143
0,제인 레비,Jane Levy,,,20167481
1,딜런 미네트,Dylan Minnette,,,20167481
2,스티븐 랭,Stephen Lang,,,20167481
3,다니엘 조바토,Daniel Zovatto,,,20167481
0,이제인,,백설공주,,20169764
1,사문영,SA Mun-yeong,한나,,20169764
2,박상훈,PARK Sang-hoon,로바 ,,20169764
0,유해진,Yoo Hai Jin,,,20153444
1,이준,Lee Joon,재성,,20153444
2,조윤희,CHO Youn-hee,,,20153444
3,임지연,LIM Ji-yeon,,,20153444
4,전혜빈,JEON Hye-bin,,,20153444
5,이동휘,LEE Dong-hwi,,,20153444
6,고준,GO Jun,권희락,,20153444
7,차엽,CHA Yup,조감독,,20153444
8,이성욱,LEE Sung-wook,남명진(남비서) ,,20153444
9,정희태,JUNG Hee-tae,김필규(김이사),,20153444
10,김민상,KIM Min-sang,영화 감독,,20153444
11,정용식,,재성친구,,20153444
12,박선용,,촬영장 무술팀,,20153444
13,박은미,,데코손님2,,20153444
14,정소리,,촬영장 부하들,,20153444
15,최시형,,촬영장 부하들,,20153444
16,홍의권,,촬영장 무술팀,,20153444
17,김기정,,촬영장 무술팀,,20153444
18,김현숙,,화투 할머니1 역,,20153444
19,김시우,,촬영장 무술팀 ,,20153444
20,신정섭,SHIN Jeong-seop,은주 아버지,,20153444
21,최원,Choi One,지하철감독,,20153444
22,이승철,,현실 한장혁,,20153444
0,윤여정,YOUN Yuh-jung,,,20161589
1,전무송,CHON Moo-song,,,20161589
2,윤계상,YOON Kye-sang,도훈,,20161589
3,예수정,YE Soo-jung,복희,,20161589
4,서현우,SEO Hyun-woo,의사,,20161589
5,김한나,KIM Han-na,조깅녀 1,,20161589
6,박성진,,휠체어노인,,20161589
7,윤효진,,일수할머니,,20161589
8,김혜윤,KIM Hye-yoon,간호사 3,,20161589
9,임용순,LIM Yong-soon,경비원,,20161589
10,박윤호,PARK Yoon-ho,산책로 사내,,20161589
0,류승범,RYOO Seung-bum,,,20167867
1,이원근,LEE Won-geun,,,20167867
2,박지일,PARK Ji-il,간부,,20167867
3,김영민,KIM Young-min,조사관,,20167867
4,최귀화,CHOI Gwi-hwa,,,20167867
5,안지혜,AHN Jee-hye,민자,,20167867
6,이나라,LEE Na-ra,철우 아내,,20167867
7,김동영,KIM Dong-young,요원3,,20167867
8,양현민,YANG Hyun-min,북한군인1 ,,20167867
9,박준형,,보위부군인2,,20167867
10,정지은,,탈북자2,,20167867
11,이상현,,  동네주민,,20167867
12,이승현,"Seunghyun, Lee",소매치기,,20167867
13,김순모,KIM Soon-mo,장례식장 지인3,,20167867
14,이도영,,남한군인2,,20167867
15,오륭,Oh Ryoong,보위부요원2,,20167867
16,김수안,KIM Su-an,북한꽃소녀,,20167867
17,안민영,AHN Min-young,순대국집주인,,20167867
18,황건,HWANG Gun,국정원,,20167867
19,이형구,LEE Hyung Gu,남한군인1,,20167867
0,이드리스 엘바,Idris Elba,,,20168501
1,리처드 매든,Richard Madden,,,20168501
2,샬롯 르 본,Charlotte Le Bon,,,20168501
3,호세 가르시아,Jose Garcia,,,20168501
4,켈리 라일리,Kelly Reilly,,,20168501
0,벤 애플렉,Ben Affleck,,,20160203
1,안나 켄드릭,Anna Kendrick,,,20160203
2,J.K. 시몬스,J.K. Simmons,,,20160203
3,존 번탈,Jon Bernthal,,,20160203
0,최승호,CHOI Seung-ho,,,20163041
0,톰 행크스,Tom Hanks,,,20156007
1,펠리시티 존스,Felicity Jones,,,20156007
2,벤 포스터,Ben Foster,,,20156007
3,이르판 칸,Irrfan Khan,,,20156007
4,오마 사이,Omar Sy,,,20156007
5,시드 바벳 크누센,Sidse Babett Knudsen,,,20156007
6,안나 울라루,Ana Ularu,,,20156007
0,심은경,SHIM Eun-kyoung,,,20151022
1,박주희,PARK Ju-hee,,,20151022
2,김새벽,KIM Sae-byuk,,,20151022
3,허정도,HEO Jeong-do,육상부 코치,,20151022
4,윤지원,YOON Ji-won,지현,,20151022
5,안승균,,정돈,,20151022
6,김광규,KIM Kwang-gyoo,만복의 아빠,,20151022
7,김정영,KIM Jung-young,,,20151022
8,안재홍,AHN Jae-hong,소순이,,20151022
9,이재진,,,,20151022
10,조하민,,리코더 학생,,20151022
11,이준용,,만복 상상 동생들,,20151022
12,박민준,,전국대회,,20151022
13,장현진,,전국대회,,20151022
14,방범석,Joseph BAHNG,전국대회,,20151022
15,정규환,JEONG Kyu-hwan,전국대회,,20151022
16,오은비,,전국대회,,20151022
17,조주형,,학교 학생들,,20151022
18,이규진,,전국대회,,20151022
19,이수아,,학교 학생들,,20151022
20,최봉석,,전국대회,,20151022
21,황수진,,전국대회,,20151022
22,김신동,,전국대회,,20151022
23,이주영,LEE Joo-young,육상부1,,20151022
24,이나영,LEE Na-young,흰머리선수2,,20151022
25,최원,Choi One,수학쌤,,20151022
26,이동혁,,전국대회,,20151022
0,케빈 스페이시,Kevin Spacey,,,20169986
1,제니퍼 가너,Jennifer Garner,,,20169986
2,크리스토퍼 월켄,Christopher Walken,,,20169986
3,말리나 와이즈먼,Malina Weissman,,,20169986
0,베네딕트 컴버배치,Benedict Cumberbatch,,,20163181
1,레이첼 맥아담스,Rachel McAdams ,,,20163181
2,틸다 스윈튼,Tilda Swinton,,,20163181
3,매즈 미켈슨,Mads Mikkelsen,,,20163181
4,치웨텔 에지오포,Chiwetel Ejiofor,,,20163181
5,자라 피티안,Zara Phythian,브루넷 질럿,Brunette Zealot,20163181
6,스콧 앳킨스,Scott Adkins,,,20163181
7,마이클 스털버그,Michael Stuhlbarg,,,20163181
8,베네딕트 웡,Benedict Wong,,,20163181
0,류덕환,RYU Deok-hwan,,,20150564
1,조복래,JO Bok-rae,,,20150564
2,이수빈,LEE Su-bin,선영,,20150564
3,박형서,,무덤귀신분장남,,20150564
4,조동혁,,야광대역,,20150564
5,이규섭,Lee Kuseup,무덤경비,,20150564
6,조혜원,,편의점알바녀,,20150564
7,정순원,JEONG Soon-won,경진,,20150564
8,박윤호,PARK Yoon-ho,고시원 주인,,20150564
9,정성일,JUNG Sung-il,혼숨동영상 영상통화남,,20150564
0,샤를리즈 테론,Charlize Theron,,,20160781
1,랄프 파인즈,Ralph Fiennes,,,20160781
2,루니 마라,Rooney Mara,,,20160781
3,매튜 매커너히,Matthew McConaughey,,,20160781
4,조지 타케이,George Takei,,,20160781
5,캐리-히로유키 타가와,Cary-Hiroyuki Tagawa,,,20160781
6,브렌다 바카로,Brenda Vaccaro,,,20160781
0,김원명,,,,20162545
