,genreNm,movieCd
2,멜로/로맨스,20050092
0,드라마,20050105
0,SF,20050085
0,드라마,20050045
0,공포(호러),20050087
0,드라마,20050117
1,스릴러,20050117
2,범죄,20050117
3,코미디,20050117
0,공포(호러),20050062
0,액션,20050126
1,코미디,20050126
0,드라마,20050015
0,드라마,20050110
1,코미디,20050110
2,멜로/로맨스,20050110
0,코미디,20050064
0,멜로/로맨스,20050113
1,액션,20050113
2,어드벤처,20050113
3,스릴러,20050113
0,공포(호러),20040638
0,범죄,20050112
1,액션,20050112
2,판타지,20050112
0,액션,20050115
1,어드벤처,20050115
0,공포(호러),20050135
0,범죄,20050084
1,스릴러,20050084
2,액션,20050084
0,공포(호러),20050129
0,공포(호러),20050131
0,드라마,20050123
1,멜로/로맨스,20050123
0,드라마,20050137
1,액션,20050137
2,SF,20050137
3,스릴러,20050137
0,공포(호러),20050130
1,액션,20050130
2,드라마,20050130
3,범죄,20050130
0,애니메이션,20050140
1,코미디,20050140
2,어드벤처,20050140
0,액션,20050141
0,공포(호러),20050142
0,SF,20050144
1,드라마,20050144
2,액션,20050144
3,스릴러,20050144
0,SF,20050147
1,액션,20050147
2,판타지,20050147
3,가족,20050147
0,스릴러,20050148
0,액션,20050179
1,어드벤처,20050179
2,스릴러,20050179
0,코미디,20050168
0,공포(호러),20050176
0,전쟁,20050180
1,드라마,20050180
0,액션,20040626
0,코미디,20050154
0,드라마,20050178
1,코미디,20050178
2,미스터리,20050178
0,액션,20050145
1,SF,20050145
2,판타지,20050145
0,공포(호러),20050160
0,애니메이션,20050163
1,드라마,20050163
2,판타지,20050163
0,다큐멘터리,20050181
0,애니메이션,20050143
1,액션,20050143
2,가족,20050143
3,스릴러,20050143
0,코미디,20050189
0,액션,20050186
0,공포(호러),20050190
0,코미디,20050165
1,가족,20050165
2,판타지,20050165
0,코미디,20050185
0,코미디,20050205
1,멜로/로맨스,20050205
2,판타지,20050205
0,코미디,20050198
1,드라마,20050198
0,드라마,20050191
1,스릴러,20050191
0,공포(호러),20050182
1,드라마,20050182
2,스릴러,20050182
3,미스터리,20050182
0,범죄,20050207
1,액션,20050207
0,코미디,20050108
0,멜로/로맨스,20050216
1,액션,20050216
0,공포(호러),20050218
1,액션,20050218
2,스릴러,20050218
0,코미디,20050219
0,멜로/로맨스,20050220
0,스릴러,20050221
1,액션,20050221
0,드라마,20050222
0,코미디,20050225
1,가족,20050225
2,판타지,20050225
0,액션,20050164
1,스릴러,20050164
0,멜로/로맨스,20050239
0,액션,20050233
0,코미디,20050237
0,액션,20050238
0,멜로/로맨스,20050245
0,애니메이션,20050228
1,코미디,20050228
0,멜로/로맨스,20050232
0,코미디,20050249
1,멜로/로맨스,20050249
2,드라마,20050249
0,액션,20050258
1,어드벤처,20050258
2,판타지,20050258
0,드라마,20050250
1,멜로/로맨스,20050250
2,스릴러,20050250
0,액션,20050229
1,드라마,20050229
2,범죄,20050229
0,드라마,20050256
0,드라마,20050257
0,드라마,20050152
0,액션,20050259
0,코미디,20050261
0,범죄,20050271
1,스릴러,20050271
0,액션,20050263
0,코미디,20050254
0,애니메이션,20050253
1,드라마,20050253
2,멜로/로맨스,20050253
3,판타지,20050253
0,드라마,20050276
0,애니메이션,20050278
1,코미디,20050278
2,가족,20050278
3,어드벤처,20050278
0,코미디,20050277
1,멜로/로맨스,20050277
2,드라마,20050277
0,드라마,20050275
1,스릴러,20050275
0,액션,20050280
0,드라마,20050255
0,드라마,20050283
0,멜로/로맨스,20050082
0,판타지,20050291
1,가족,20050291
2,어드벤처,20050291
0,액션,20050288
0,액션,20050290
1,드라마,20050290
2,범죄,20050290
3,스릴러,20050290
0,코미디,20050289
1,드라마,20050289
2,멜로/로맨스,20050289
0,코미디,20050292
0,드라마,20050305
0,드라마,20050284
0,액션,20050310
1,판타지,20050310
0,드라마,20050318
1,범죄,20050318
0,코미디,20050319
1,멜로/로맨스,20050319
0,액션,20050320
1,공포(호러),20050320
2,SF,20050320
0,코미디,20050322
1,멜로/로맨스,20050322
0,멜로/로맨스,20050306
0,드라마,20050323
0,드라마,20050326
1,액션,20050326
0,드라마,20050324
1,어드벤처,20050324
0,멜로/로맨스,20050331
1,드라마,20050331
2,코미디,20050331
0,코미디,20050330
0,드라마,20050332
0,코미디,20050321
0,드라마,20050333
0,가족,20050338
1,어드벤처,20050338
2,판타지,20050338
0,드라마,20050342
0,코미디,20050346
0,뮤지컬,20050353
0,액션,20050345
0,코미디,20050352
1,드라마,20050352
0,드라마,20060010
0,코미디,20050363
0,드라마,20050349
1,스릴러,20050349
2,범죄,20050349
0,드라마,20050361
1,가족,20050361
2,어드벤처,20050361
0,멜로/로맨스,20050359
1,액션,20050359
2,판타지,20050359
0,멜로/로맨스,20050354
1,드라마,20050354
0,애니메이션,20050364
1,코미디,20050364
2,어드벤처,20050364
0,드라마,20050362
0,코미디,20050360
1,가족,20050360
0,코미디,20060017
1,드라마,20060017
0,스릴러,20060016
1,드라마,20060016
2,범죄,20060016
0,멜로/로맨스,20060015
1,코미디,20060015
0,애니메이션,20060022
0,코미디,20060019
1,액션,20060019
2,멜로/로맨스,20060019
0,공포(호러),20050351
1,스릴러,20050351
0,액션,20060024
1,스릴러,20060024
2,범죄,20060024
0,사극,20050355
1,코미디,20050355
0,액션,20060031
1,공포(호러),20060031
2,판타지,20060031
0,드라마,20060025
1,범죄,20060025
2,미스터리,20060025
0,코미디,20060038
0,드라마,20060040
0,멜로/로맨스,20050350
0,드라마,20060042
0,멜로/로맨스,20060026
1,코미디,20060026
0,코미디,20050344
0,코미디,20060046
0,액션,20060048
0,멜로/로맨스,20060047
0,코미디,20060051
1,멜로/로맨스,20060051
0,멜로/로맨스,20060033
1,드라마,20060033
0,액션,20060050
0,코미디,20060045
0,코미디,20060057
1,범죄,20060057
0,스릴러,20060056
0,코미디,20050308
0,스릴러,20060067
1,드라마,20060067
0,드라마,20060064
0,스릴러,20060068
1,멜로/로맨스,20060068
0,애니메이션,20060018
1,코미디,20060018
0,드라마,20060073
1,범죄,20060073
2,미스터리,20060073
0,액션,20060076
0,멜로/로맨스,20060075
1,코미디,20060075
0,스릴러,20060037
0,드라마,20060080
0,공포(호러),20060052
0,멜로/로맨스,20060077
1,드라마,20060077
0,멜로/로맨스,20060082
1,드라마,20060082
0,애니메이션,20060299
1,코미디,20060299
0,액션,20060089
1,범죄,20060089
0,드라마,20060087
1,범죄,20060087
0,애니메이션,20060090
1,코미디,20060090
2,어드벤처,20060090
0,코미디,20060088
1,드라마,20060088
0,공포(호러),20060091
1,스릴러,20060091
0,액션,20060100
0,드라마,20060005
1,코미디,20060005
2,가족,20060005
0,멜로/로맨스,20060085
1,드라마,20060085
0,액션,20060107
0,드라마,20060093
0,애니메이션,20060119
1,코미디,20060119
0,애니메이션,20060084
1,어드벤처,20060084
0,공포(호러),20060113
1,드라마,20060113
0,코미디,20060112
0,스릴러,20060121
0,미스터리,20060117
1,스릴러,20060117
0,드라마,20060123
0,액션,20060134
0,드라마,20060124
0,코미디,20060125
0,멜로/로맨스,20060126
1,코미디,20060126
0,액션,20060129
1,드라마,20060129
2,스릴러,20060129
0,애니메이션,20060130
1,코미디,20060130
0,범죄,20060135
0,코미디,20060070
1,범죄,20060070
0,공포(호러),20060161
0,공포(호러),20060152
0,액션,20060145
1,범죄,20060145
0,SF,20060136
1,액션,20060136
0,액션,20060137
1,범죄,20060137
2,드라마,20060137
0,스릴러,20060144
0,액션,20060138
1,드라마,20060138
0,공포(호러),20060164
0,스릴러,20060156
1,범죄,20060156
0,액션,20060155
0,액션,20060179
1,코미디,20060179
0,SF,20060148
1,액션,20060148
2,판타지,20060148
0,공포(호러),20060157
0,애니메이션,20050313
1,코미디,20050313
2,액션,20050313
3,SF,20050313
4,범죄,20050313
0,스릴러,20060139
0,액션,20060146
1,코미디,20060146
2,어드벤처,20060146
3,판타지,20060146
0,공포(호러),20060160
0,애니메이션,20060180
1,가족,20060180
0,드라마,20060147
1,액션,20060147
0,다큐멘터리,20060196
0,애니메이션,20060149
1,액션,20060149
2,코미디,20060149
0,액션,20060173
1,범죄,20060173
0,액션,20060193
1,SF,20060193
0,애니메이션,20060204
1,어드벤처,20060204
0,공포(호러),20060207
0,SF,20060151
1,가족,20060151
2,드라마,20060151
0,공포(호러),20060202
0,애니메이션,20060194
1,코미디,20060194
0,공포(호러),20060208
0,공포(호러),20060210
0,드라마,20060191
0,공포(호러),20060227
0,공포(호러),20060197
1,코미디,20060197
2,애니메이션,20060197
0,드라마,20060214
0,코미디,20060218
1,멜로/로맨스,20060218
0,애니메이션,20060212
1,판타지,20060212
2,어드벤처,20060212
0,공포(호러),20060224
0,액션,20060219
0,멜로/로맨스,20060220
1,드라마,20060220
0,코미디,20060223
1,멜로/로맨스,20060223
0,드라마,20060185
0,액션,20060225
1,코미디,20060225
0,드라마,20060229
0,코미디,20060245
1,판타지,20060245
0,액션,20060240
1,SF,20060240
0,드라마,20060241
0,드라마,20060222
1,코미디,20060222
0,드라마,20060247
1,멜로/로맨스,20060247
0,멜로/로맨스,20060140
1,드라마,20060140
0,멜로/로맨스,20060242
1,드라마,20060242
0,액션,20060231
1,코미디,20060231
0,범죄,20060232
1,드라마,20060232
0,범죄,20060233
1,드라마,20060233
0,멜로/로맨스,20060177
1,코미디,20060177
0,드라마,20060244
0,범죄,20060234
1,스릴러,20060234
0,코미디,20060257
0,사극,20060258
1,멜로/로맨스,20060258
0,드라마,20060276
1,코미디,20060276
0,드라마,20060250
1,판타지,20060250
0,드라마,20060277
0,드라마,20060284
0,코미디,20060291
0,액션,20060259
0,코미디,20060272
1,뮤지컬,20060272
2,판타지,20060272
0,애니메이션,20060237
1,코미디,20060237
0,드라마,20060262
0,판타지,20060215
0,드라마,20060292
1,액션,20060292
0,액션,20060278
0,드라마,20060264
0,액션,20060236
1,드라마,20060236
0,드라마,20060279
0,멜로/로맨스,20060288
1,드라마,20060288
0,범죄,20060301
1,스릴러,20060301
2,드라마,20060301
0,코미디,20060280
1,범죄,20060280
0,스릴러,20060340
0,액션,20060281
0,멜로/로맨스,20060316
1,드라마,20060316
0,드라마,20060261
1,범죄,20060261
2,액션,20060261
0,공포(호러),20060192
1,스릴러,20060192
0,코미디,20060283
0,코미디,20060352
0,드라마,20060311
1,멜로/로맨스,20060311
0,공포(호러),20060310
0,액션,20060353
0,드라마,20060337
0,애니메이션,20060315
1,코미디,20060315
2,액션,20060315
0,멜로/로맨스,20060334
0,드라마,20060347
1,판타지,20060347
2,전쟁,20060347
0,공포(호러),20060354
1,스릴러,20060354
0,멜로/로맨스,20060338
1,드라마,20060338
0,멜로/로맨스,20060339
1,드라마,20060339
0,SF,20060356
1,멜로/로맨스,20060356
2,판타지,20060356
0,멜로/로맨스,20060369
1,코미디,20060369
0,코미디,20060364
1,멜로/로맨스,20060364
0,멜로/로맨스,20060387
1,코미디,20060387
0,코미디,20060348
1,멜로/로맨스,20060348
0,드라마,20060373
1,미스터리,20060373
2,스릴러,20060373
0,애니메이션,20060351
1,가족,20060351
2,판타지,20060351
0,코미디,20060319
1,어드벤처,20060319
0,액션,20060370
1,드라마,20060370
2,판타지,20060370
0,액션,20060358
0,애니메이션,20060318
1,코미디,20060318
0,코미디,20060396
0,드라마,20060388
0,코미디,20060365
1,판타지,20060365
0,액션,20060357
1,코미디,20060357
0,코미디,20060392
1,드라마,20060392
0,애니메이션,20060383
1,코미디,20060383
2,어드벤처,20060383
3,가족,20060383
0,코미디,20060403
0,드라마,20060389
0,판타지,20060345
1,드라마,20060345
2,액션,20060345
3,스릴러,20060345
0,드라마,20060412
0,범죄,20060405
1,드라마,20060405
2,스릴러,20060405
0,액션,20060390
0,전쟁,20060391
1,드라마,20060391
2,액션,20060391
0,드라마,20060413
1,스릴러,20060413
0,코미디,20060407
0,애니메이션,20070005
1,코미디,20070005
0,멜로/로맨스,20060417
1,코미디,20060417
0,액션,20060410
1,드라마,20060410
0,애니메이션,20060408
1,가족,20060408
2,판타지,20060408
0,드라마,20060409
0,드라마,20070015
1,스릴러,20070015
0,코미디,20060397
1,드라마,20060397
2,판타지,20060397
0,액션,20060419
1,어드벤처,20060419
0,드라마,20060421
1,멜로/로맨스,20060421
2,코미디,20060421
0,코미디,20070021
0,드라마,20060375
1,코미디,20060375
2,가족,20060375
0,드라마,20070014
1,코미디,20070014
0,코미디,20070020
1,드라마,20070020
0,어드벤처,20060422
1,드라마,20060422
2,가족,20060422
3,판타지,20060422
0,드라마,20070013
1,사극,20070013
2,전쟁,20070013
0,드라마,20060398
1,액션,20060398
0,다큐멘터리,20070028
1,드라마,20070028
0,드라마,20060423
1,뮤지컬,20060423
0,코미디,20070010
1,드라마,20070010
0,드라마,20070009
0,공포(호러),20070041
1,스릴러,20070041
0,멜로/로맨스,20070034
1,드라마,20070034
0,드라마,20060430
1,가족,20060430
0,드라마,20070042
1,코미디,20070042
0,스릴러,20070025
1,드라마,20070025
2,범죄,20070025
0,드라마,20070036
1,멜로/로맨스,20070036
2,판타지,20070036
0,액션,20070043
1,코미디,20070043
2,스릴러,20070043
3,범죄,20070043
0,액션,20070033
0,코미디,20060420
0,멜로/로맨스,20070037
1,드라마,20070037
0,드라마,20070044
1,코미디,20070044
0,드라마,20070083
1,스릴러,20070083
0,스릴러,20070071
0,액션,20070066
0,코미디,20060282
1,멜로/로맨스,20060282
0,드라마,20070102
1,어드벤처,20070102
0,코미디,20070084
0,스릴러,20070047
0,드라마,20070029
1,스릴러,20070029
2,전쟁,20070029
0,액션,20070072
0,코미디,20070108
1,드라마,20070108
2,멜로/로맨스,20070108
0,액션,20070050
1,어드벤처,20070050
0,공포(호러),20070104
1,미스터리,20070104
2,스릴러,20070104
0,액션,20070088
1,스릴러,20070088
2,판타지,20070088
0,드라마,20070099
0,코미디,20070097
1,멜로/로맨스,20070097
0,SF,20070103
1,공포(호러),20070103
2,스릴러,20070103
0,드라마,20070096
0,SF,20070106
1,스릴러,20070106
0,애니메이션,20070055
1,코미디,20070055
2,어드벤처,20070055
3,가족,20070055
4,SF,20070055
0,미스터리,20070049
1,드라마,20070049
2,스릴러,20070049
0,액션,20070113
1,드라마,20070113
2,스릴러,20070113
0,가족,20070110
1,드라마,20070110
0,액션,20070124
1,코미디,20070124
2,어드벤처,20070124
3,판타지,20070124
0,액션,20070056
1,SF,20070056
0,드라마,20070111
1,가족,20070111
0,코미디,20070148
1,멜로/로맨스,20070148
0,코미디,20070151
0,드라마,20070130
0,액션,20070127
0,SF,20070172
1,스릴러,20070172
2,액션,20070172
0,드라마,20070173
1,멜로/로맨스,20070173
2,미스터리,20070173
3,코미디,20070173
0,가족,20070185
1,드라마,20070185
0,액션,20070057
1,코미디,20070057
2,어드벤처,20070057
3,판타지,20070057
0,드라마,20070115
0,공포(호러),20060230
0,기타,20070188
0,액션,20070100
1,스릴러,20070100
2,범죄,20070100
0,공포(호러),20070192
0,드라마,20070137
0,애니메이션,20070116
1,코미디,20070116
2,어드벤처,20070116
3,가족,20070116
4,판타지,20070116
0,드라마,20070128
1,멜로/로맨스,20070128
0,공포(호러),20070092
0,범죄,20070058
1,드라마,20070058
2,코미디,20070058
0,멜로/로맨스,20070196
1,코미디,20070196
0,드라마,20070179
0,애니메이션,20070216
1,판타지,20070216
2,멜로/로맨스,20070216
0,가족,20070114
1,드라마,20070114
0,스릴러,20070205
1,미스터리,20070205
2,공포(호러),20070205
0,범죄,20070198
1,공포(호러),20070198
2,스릴러,20070198
0,코미디,20070204
1,액션,20070204
2,미스터리,20070204
3,범죄,20070204
0,드라마,20070206
1,멜로/로맨스,20070206
0,SF,20070061
1,액션,20070061
2,어드벤처,20070061
0,공포(호러),20060263
0,공포(호러),20070234
1,스릴러,20070234
2,어드벤처,20070234
0,액션,20070208
1,코미디,20070208
0,판타지,20070063
1,액션,20070063
2,어드벤처,20070063
0,공포(호러),20070250
1,스릴러,20070250
0,기타,20070229
0,액션,20070060
0,공포(호러),20070254
1,드라마,20070254
0,액션,20070268
1,SF,20070268
0,멜로/로맨스,20070226
1,드라마,20070226
2,코미디,20070226
0,드라마,20070209
0,애니메이션,20070264
1,드라마,20070264
2,코미디,20070264
3,가족,20070264
0,코미디,20070261
1,판타지,20070261
0,공포(호러),20070257
0,코미디,20070293
0,액션,20070316
1,판타지,20070316
0,공포(호러),20070262
1,미스터리,20070262
2,스릴러,20070262
0,공포(호러),20070317
1,스릴러,20070317
0,액션,20070260
1,범죄,20070260
2,스릴러,20070260
0,SF,20070059
1,액션,20070059
2,어드벤처,20070059
0,미스터리,20070289
1,스릴러,20070289
0,애니메이션,20070117
1,드라마,20070117
2,액션,20070117
3,가족,20070117
0,코미디,20070089
0,드라마,20070367
1,멜로/로맨스,20070367
0,판타지,20070306
1,액션,20070306
2,어드벤처,20070306
3,SF,20070306
0,범죄,20070303
1,드라마,20070303
2,스릴러,20070303
0,코미디,20070085
0,코미디,20060425
0,애니메이션,20070064
1,코미디,20070064
2,어드벤처,20070064
0,공포(호러),20070305
0,코미디,20070348
1,멜로/로맨스,20070348
2,스릴러,20070348
0,스릴러,20070294
0,드라마,20070107
1,멜로/로맨스,20070107
0,멜로/로맨스,20070374
1,드라마,20070374
2,코미디,20070374
0,전쟁,20070370
0,드라마,20070381
1,가족,20070381
0,액션,20070355
1,스릴러,20070355
0,드라마,20070393
1,코미디,20070393
0,코미디,20070420
0,액션,20070422
1,스릴러,20070422
2,미스터리,20070422
3,어드벤처,20070422
0,코미디,20070421
0,멜로/로맨스,20070379
1,코미디,20070379
0,드라마,20070380
0,가족,20070358
1,드라마,20070358
0,멜로/로맨스,20070441
1,액션,20070441
0,코미디,20070383
1,액션,20070383
0,SF,20070424
1,공포(호러),20070424
2,스릴러,20070424
0,드라마,20070454
0,드라마,20070433
1,멜로/로맨스,20070433
0,범죄,20070352
1,코미디,20070352
2,액션,20070352
3,스릴러,20070352
0,코미디,20070462
1,드라마,20070462
0,액션,20070453
0,드라마,20070456
1,멜로/로맨스,20070456
0,드라마,20070457
1,멜로/로맨스,20070457
0,드라마,20070449
1,스릴러,20070449
2,범죄,20070449
0,액션,20070495
0,코미디,20070434
1,드라마,20070434
0,미스터리,20070497
1,스릴러,20070497
0,액션,20070520
1,공포(호러),20070520
2,SF,20070520
3,스릴러,20070520
0,드라마,20070023
1,멜로/로맨스,20070023
0,미스터리,20070450
1,멜로/로맨스,20070450
2,스릴러,20070450
0,드라마,20070502
0,드라마,20070500
1,코미디,20070500
0,드라마,20070435
0,드라마,20070501
0,액션,20070494
1,스릴러,20070494
0,드라마,20070465
1,미스터리,20070465
2,범죄,20070465
0,드라마,20070541
1,멜로/로맨스,20070541
0,멜로/로맨스,20070582
0,스릴러,20070474
1,드라마,20070474
2,범죄,20070474
0,드라마,20070543
0,스릴러,20070466
1,범죄,20070466
0,애니메이션,20070521
1,드라마,20070521
2,어드벤처,20070521
3,판타지,20070521
0,드라마,20070504
1,코미디,20070504
0,코미디,20070091
0,공포(호러),20070593
1,스릴러,20070593
0,드라마,20070555
1,사극,20070555
0,드라마,20070522
0,드라마,20070585
0,스릴러,20072520
1,범죄,20072520
0,드라마,20070545
0,액션,20070498
1,범죄,20070498
0,스릴러,20070499
1,드라마,20070499
0,드라마,20070635
1,뮤지컬,20070635
0,액션,20070636
1,드라마,20070636
0,SF,20070550
1,드라마,20070550
2,액션,20070550
0,코미디,20070637
0,멜로/로맨스,20070610
1,코미디,20070610
0,애니메이션,20070602
1,드라마,20070602
2,가족,20070602
3,판타지,20070602
0,판타지,20070551
1,드라마,20070551
2,액션,20070551
3,어드벤처,20070551
0,액션,20070549
1,어드벤처,20070549
0,멜로/로맨스,20070639
1,드라마,20070639
0,멜로/로맨스,20070640
1,코미디,20070640
0,코미디,20070562
1,가족,20070562
2,애니메이션,20070562
0,범죄,20070642
1,드라마,20070642
0,가족,20070586
1,코미디,20070586
2,판타지,20070586
0,드라마,20070643
1,판타지,20070643
0,스릴러,20070641
1,미스터리,20070641
0,가족,20070563
1,애니메이션,20070563
2,어드벤처,20070563
3,코미디,20070563
0,멜로/로맨스,20070661
0,멜로/로맨스,20071003
1,드라마,20071003
0,드라마,20070382
0,범죄,20071064
1,액션,20071064
0,SF,20071042
1,공포(호러),20071042
2,드라마,20071042
0,멜로/로맨스,20070566
1,드라마,20070566
2,코미디,20070566
0,스릴러,20071063
1,판타지,20071063
0,공포(호러),20071065
1,스릴러,20071065
0,뮤지컬,20080009
1,범죄,20080009
2,스릴러,20080009
0,드라마,20070660
0,SF,20080010
1,액션,20080010
2,어드벤처,20080010
0,드라마,20080008
0,SF,20070672
1,스릴러,20070672
2,액션,20070672
0,애니메이션,20071014
1,코미디,20071014
2,가족,20071014
0,스릴러,20071675
0,액션,20080011
1,코미디,20080011
0,드라마,20071067
1,코미디,20071067
0,액션,20080013
1,전쟁,20080013
0,코미디,20080015
0,멜로/로맨스,20070548
1,드라마,20070548
0,드라마,20080014
0,코미디,20080021
1,드라마,20080021
0,SF,20080047
1,드라마,20080047
2,어드벤처,20080047
0,범죄,20080046
1,스릴러,20080046
