영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국_스크린수,전국_매출액,전국_관객수,서울_매출액,서울_관객수,장르,등급,영화구분,영화코드
사육-내안에 가둔 그녀,이세일,(주)케이알씨지,,(주)케이알씨지,2013-10-24,개봉영화,장편,한국,5,2220000,440,750000,150,멜로/로맨스,청소년관람불가,일반영화,e
메모리즈,"오토모 가츠히로,오카무라 텐사이,모리모토 코지",,에이원엔터테인먼트,에이원엔터테인먼트,2012-12-13,개봉영화,장편,일본,6,3313000,438,1482500,192,애니메이션,15세이상관람가,독립/예술영화,e
우주형제#0,와타나베 아유무,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2015-05-14,개봉영화,장편,일본,9,3092000,436,2222000,304,애니메이션,전체관람가,독립/예술영화,e
친구엄마 2018,이진명,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-12-04,개봉영화,장편,한국,21,2573000,436,616000,114,멜로/로맨스,청소년관람불가,일반영화,e
니자리,홍상진,(주)금강상회,,"(주)드림팩트엔터테인먼트,(주)빅브라더스",2024-06-20,개봉영화,장편,한국,9,4649000,435,3933100,336,공포(호러),15세이상관람가,독립/예술영화,e
디렉터스 컷,박준범,야간비행,,야간비행,2015-07-02,개봉영화,장편,한국,7,2974000,435,1467000,192,드라마,12세이상관람가,독립/예술영화,e
밴디지,고바야시 다케시,,(주)케이앤엔터테인먼트,(주)케이앤엔터테인먼트,2011-06-16,개봉영화,장편,일본,1,3345200,435,3345200,435,드라마,12세이상관람가,일반영화,e
카르고,"이반 엔글러,랄프 에터",,(주)스마일이엔티,(주)스마일이엔티,2013-09-12,개봉영화,장편,스위스,1,2176000,435,2176000,435,미스터리,15세이상관람가,일반영화,e
가면-감춰진 진실,,,,명보 아트시네마,2021-12-31,개봉영화,장편,캐나다,0,868000,434,868000,434,다큐멘터리,12세이상관람가,일반영화,e
미스터 나이스,버나드 로즈,,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2012-02-09,개봉영화,장편,영국,3,2862000,434,1672000,216,코미디,청소년관람불가,독립/예술영화,e
이쁜 것들이 되어라,한승훈,한국영화아카데미,,CGV아트하우스,2014-04-17,개봉영화,장편,한국,2,3583400,434,2930400,359,코미디,15세이상관람가,독립/예술영화,e
대한민국 대통령,배상국,(주)바보들,,(주)라이크콘텐츠,2022-02-17,개봉영화,장편,한국,22,4443000,433,2861500,256,다큐멘터리,전체관람가,독립/예술영화,e
더 레치드: 악령의 저주,,,주식회사 루믹스미디어,(주)드림팩트엔터테인먼트,2021-07-22,개봉영화,장편,미국,19,4111500,433,1045500,108,판타지,15세이상관람가,일반영화,e
프란체스카 다 리미니,피에로 파기오니,,(주) 인스터 글로벌,(주) 인스터 글로벌,2013-11-16,개봉영화,장편,미국,2,11075500,433,9308500,372,공연,전체관람가,일반영화,e
늙은 부부이야기: 스테이지 무비,신태연,예술의전당,,예술의전당,2020-08-19,개봉영화,장편,한국,16,4396500,432,2862000,303,공연,12세이상관람가,독립/예술영화,e
동창회의 목적 3,이도시,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-02-20,개봉영화,장편,한국,20,2290000,431,549000,110,멜로/로맨스,청소년관람불가,일반영화,e
보고싶다,"서은아,윤재호,장은연",팔방미인,,조이월드앤다이버시티,2016-06-23,개봉영화,옴니버스,한국,1,3701400,431,3701400,431,드라마,12세이상관람가,독립/예술영화,e
더 피플 아이브 슬렙 위드,쿠엔틴 리,,(주)에이씨피컴퍼니,(주)에이씨피컴퍼니,2013-01-30,개봉영화,장편,미국,1,3010000,430,3010000,430,코미디,청소년관람불가,일반영화,e
리골레토,,,,(주) 인스터 글로벌,2022-05-24,개봉영화,장편,미국,6,11766600,430,8930100,324,공연,12세이상관람가,일반영화,e
솔로몬의 위증 후편: 재판,나루시마 이즈루,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,2015-09-03,개봉영화,장편,일본,3,3590000,430,3164500,379,미스터리,15세이상관람가,독립/예술영화,e
콜리션,"이윤호,허서형",영화사 행성,,THE 픽쳐스,2017-03-30,개봉영화,장편,한국,8,2336000,430,1849000,303,공포(호러),청소년관람불가,독립/예술영화,e
그리울 련,한철수,㈜리필름,,(주)드림팩트엔터테인먼트,2015-08-13,개봉영화,장편,한국,20,2210000,429,625000,119,판타지,12세이상관람가,독립/예술영화,e
"금지된 섹스, 달콤한 복수",이숭환,(주)케이알씨지,,(주)케이알씨지,2016-01-14,개봉영화,장편,한국,21,2374000,427,1004000,162,멜로/로맨스,청소년관람불가,일반영화,e
맛있는 덫-정사,신정균,(주)케이알씨지,,(주)케이알씨지,2015-09-30,개봉영화,장편,한국,3,2227000,426,666000,124,멜로/로맨스,청소년관람불가,일반영화,e
변종샤크,그리프 퍼스트,,스크린조이,스크린조이,2014-12-11,개봉영화,장편,미국,5,1708000,426,1238000,272,SF,15세이상관람가,일반영화,e
2퍼센트,문신구,엠에스케이컨텐츠,,시네마 뉴원,2023-04-27,개봉영화,장편,한국,8,2792000,426,1982500,215,드라마,12세이상관람가,독립/예술영화,e
그레이트 샤크2,자레드 콘,,,(유)조이앤시네마,2021-12-23,개봉영화,장편,미국,50,1877000,425,414000,82,액션,12세이상관람가,일반영화,e
마스: 화성으로 가는 길,장-크리스토프 조프르,,(주)소나무픽쳐스,(주)소나무픽쳐스,2016-10-06,개봉영화,장편,미국,5,2124000,425,2100000,420,다큐멘터리,12세이상관람가,독립/예술영화,e
무림시대: 4대 고수전,장뢰,,(주)소나무픽쳐스,(주)소나무픽쳐스,2016-09-22,개봉영화,장편,중국,5,2125000,425,2100000,420,액션,15세이상관람가,독립/예술영화,e
인 마이 슬립,알렌 울프,,(주)에스와이코마드,(주)에스와이코마드,2011-07-28,개봉영화,장편,미국,3,3298000,425,2863000,343,스릴러,15세이상관람가,독립/예술영화,e
죽이러 간다,박남원,원픽쳐스,,원픽쳐스,2021-11-11,개봉영화,장편,한국,8,4182500,425,2719500,271,드라마,15세이상관람가,독립/예술영화,e
몽골리안 프린세스,정단우,키호테,,(주)영화사 조제,2015-03-19,개봉영화,장편,한국,4,3254000,424,2807000,353,멜로/로맨스,청소년관람불가,독립/예술영화,e
바탈리온,드미트리 메스히예프,,(주)소나무픽쳐스,(주)더그레이트컴퍼니,2016-10-19,개봉영화,장편,러시아,5,2122000,424,2100000,420,전쟁,15세이상관람가,독립/예술영화,e
런던 타운,데릭 보트,,(주)영화사 안다미로,레인메이커필름,2017-02-16,개봉영화,장편,미국,15,2425400,423,0,0,드라마,15세이상관람가,독립/예술영화,e
빛이 있으라,케빈 소르보,,(주)영화사오원,(주)영화사오원,2019-11-07,개봉영화,장편,미국,15,2198000,423,0,0,드라마,12세이상관람가,독립/예술영화,e
진구세주전설 북두의권 Zero - 켄시로전,히라노 토시키,,(주)미디어캐슬,(주)앤드플러스미디어웍스,2013-10-10,개봉영화,장편,일본,9,2951500,423,2533000,366,애니메이션,15세이상관람가,일반영화,e
사랑과 욕망의 짐노페디,유키사다 이사오,,(주)오렌지옐로우하임,"홀리가든,(주)오렌지옐로우하임",2017-07-06,개봉영화,장편,일본,4,3064000,422,2713000,362,드라마,청소년관람불가,일반영화,e
세비야의 이발사,,,일미디어,일미디어,2020-03-03,개봉영화,장편,이탈리아,5,11580500,421,6224500,207,공연,전체관람가,일반영화,e
더 프레지던트,올리버 스톤,,"주식회사 풍경소리,(주)타임앤드스페이스","주식회사 풍경소리,(주)타임앤드스페이스",2021-11-11,개봉영화,장편,미국,5,2100000,420,900000,180,드라마,15세이상관람가,독립/예술영화,e
라이엇,존 라이드,,(주)영화사아침,제인앤유,2016-07-06,개봉영화,장편,미국,1,2100000,420,2100000,420,액션,청소년관람불가,일반영화,e
모텔,이숭환,(주)케이알씨지,,(주)케이알씨지,2015-11-10,개봉영화,장편,한국,20,2182000,420,654000,121,멜로/로맨스,청소년관람불가,일반영화,e
밀리터리 맨,,,"주식회사 풍경소리,(주)타임앤드스페이스","주식회사 풍경소리,(주)타임앤드스페이스",2021-11-18,개봉영화,장편,러시아,5,2100000,420,900000,180,전쟁,15세이상관람가,독립/예술영화,e
뱅 갱: 모던 러브 스토리,에바 허슨,,찬란,찬란,2016-08-25,개봉영화,장편,프랑스,1,2520000,420,2520000,420,드라마,청소년관람불가,독립/예술영화,e
안나볼레나,데이비드 멕비카,,(주) 인스터 글로벌,(주) 인스터 글로벌,2012-02-01,개봉영화,장편,미국,2,11929000,420,11929000,420,공연,전체관람가,일반영화,e
크레이지 샤크,크리스토퍼 레이,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-12-04,개봉영화,장편,미국,5,2180000,420,1000000,200,스릴러,15세이상관람가,일반영화,e
푸셔: 파이널 프로젝트,루이스 프리에토,,스크린조이,스크린조이,2013-12-04,개봉영화,장편,영국,5,2180000,420,1000000,200,범죄,청소년관람불가,일반영화,e
메이드 인 차이나,김동후,(주)김기덕 필름,,(주)김기덕 필름,2015-06-25,개봉영화,장편,한국,2,3135100,419,2933100,375,드라마,청소년관람불가,독립/예술영화,e
위험한 섹스,이숭환,(주)케이알씨지,,(주)케이알씨지,2015-09-23,개봉영화,장편,한국,20,2249000,419,750000,130,멜로/로맨스,청소년관람불가,일반영화,e
차가운 열대어,소노 시온,,(주)아바엔터테인먼트,(주)아바엔터테인먼트,2012-09-20,개봉영화,장편,일본,1,3292000,419,3292000,419,드라마,청소년관람불가,일반영화,e
퀸 오브 아이스,안네 세비스퀴,,(주)엣나인필름,(주)엣나인필름,2020-03-26,개봉영화,장편,노르웨이,36,3109840,419,1746880,239,드라마,15세이상관람가,독립/예술영화,e
테우리,이난,(주)26컴퍼니,,(주)26컴퍼니,2020-07-09,개봉영화,장편,한국,16,3505980,419,2894980,343,드라마,15세이상관람가,독립/예술영화,e
붉은 눈,,,(주)미디어캐슬,(주)미디어캐슬,2020-12-24,개봉영화,장편,일본,5,2321770,418,1921770,338,미스터리,청소년관람불가,독립/예술영화,e
이름 없는 춤,이누도 잇신,,"(주)디오시네마,GATE6","(주)디오시네마,GATE6",2023-08-09,개봉영화,장편,일본,14,4125000,418,3092500,292,다큐멘터리,12세이상관람가,독립/예술영화,e
폭렬성시,캘빈 통,,스크린조이,스크린조이,2014-11-12,개봉영화,장편,홍콩,6,1694000,418,824000,180,액션,청소년관람불가,일반영화,e
블랙 47,랜스 데일리,,씨네라인월드(주),(주)라이크콘텐츠,2019-06-13,개봉영화,장편,아일랜드,9,2889300,417,1806000,245,전쟁,15세이상관람가,독립/예술영화,e
8인의 용의자들,오인천,(주)영화맞춤제작소 영화공장,,스튜디오타겟(주),2024-04-17,개봉영화,장편,한국,10,2496000,416,0,0,드라마,15세이상관람가,독립/예술영화,e
캐논볼,정승민,디포커스필름,,(주)이놀미디어,2021-08-25,개봉영화,장편,한국,12,3673010,415,2882940,331,드라마,12세이상관람가,독립/예술영화,e
탐정사무소 - 사랑과 전쟁,이동현,(주)매니아22,,(주)나우콘텐츠,2016-05-13,개봉영화,장편,한국,20,2097000,415,1278000,256,스릴러,청소년관람불가,일반영화,e
선샤인 패밀리,김태식,필름라인,,시네마 뉴원,2020-12-31,개봉영화,장편,한국,26,3480570,414,2172070,245,드라마,12세이상관람가,독립/예술영화,e
스마트폰을 떨어뜨렸을 뿐인데,나카타 히데오,,(주)얼리버드픽쳐스,(주)얼리버드픽쳐스,2019-04-04,개봉영화,장편,일본,3,3014000,414,3014000,414,스릴러,15세이상관람가,독립/예술영화,e
침묵의 목격자,비행,,,(주)미디어데이,2014-05-29,개봉영화,장편,중국,2,3046000,414,3046000,414,스릴러,15세이상관람가,일반영화,e
그레이브 인카운터 2,존 폴리퀸,,(유)조이앤시네마,(주)드림팩트엔터테인먼트,2016-08-18,개봉영화,장편,캐나다,9,3161000,413,2366000,290,공포(호러),15세이상관람가,독립/예술영화,e
긴 하루,조성규,(주)와우,,하준사,2021-12-30,개봉영화,장편,한국,12,3901600,413,3107300,319,드라마,12세이상관람가,독립/예술영화,e
독수리오형제,사토 토야,,(주)도키엔터테인먼트,(주)미디어데이,2014-02-20,개봉영화,장편,일본,4,2474500,412,1158000,198,SF,12세이상관람가,일반영화,e
자가당착: 시대정신과 현실참여,김선,곡사,,(주)인디플러그,2015-09-10,개봉영화,장편,한국,5,2559000,412,2035000,320,코미디,청소년관람불가,독립/예술영화,e
스쿨 아웃 포에버,올리버 밀번,,(주)제이브로,(주)영화사오원,2021-09-29,개봉영화,장편,영국,12,3701800,411,2998300,337,코미디,청소년관람불가,독립/예술영화,e
핫섹토크,이전,(주)케이알씨지,,(유)조이앤컨텐츠그룹,2015-11-03,개봉영화,장편,한국,20,2143000,411,654000,121,멜로/로맨스,청소년관람불가,일반영화,e
봉신연의: 조가풍운,우얼샨,,주식회사 풍경소리,(주)스튜디오디에이치엘,2024-01-24,개봉영화,장편,중국,23,3284317,409,789500,74,전쟁,12세이상관람가,독립/예술영화,e
다이노슈퍼게이터,짐 위노스키,,스크린조이,스크린조이,2014-11-12,개봉영화,장편,미국,6,1654000,408,824000,180,SF,15세이상관람가,일반영화,e
밀프,스콧 휠러,,(주)스넵쏘울,(주)스넵쏘울,2013-06-20,개봉영화,장편,미국,1,856000,408,0,0,코미디,청소년관람불가,일반영화,e
백여우 전설,우조양,,(주)케이알씨지,(주)케이알씨지,2014-11-13,개봉영화,장편,중국,6,1654000,408,824000,180,판타지,15세이상관람가,일반영화,e
인비져블 2: 귀신소리찾기,유준석,,,㈜인디스토리,2011-01-13,개봉영화,장편,한국,4,2046000,408,2046000,408,공포(호러),15세이상관람가,일반영화,e
로델린다,스티븐 워즈워스,,(주) 인스터 글로벌,(주) 인스터 글로벌,2012-05-29,개봉영화,장편,미국,2,11401500,407,10564000,378,기타,전체관람가,일반영화,e
"오늘, 우리 2","양재준,이나연,이준섭,여장천",필름다빈,,필름다빈,2021-01-21,개봉영화,장편,한국,14,3297200,407,2342200,266,드라마,12세이상관람가,독립/예술영화,e
지크프리트,로베르트 르빠쥬,,(주) 인스터 글로벌,(주) 인스터 글로벌,2012-04-04,개봉영화,장편,미국,0,11499000,407,10640000,377,공연,전체관람가,일반영화,e
UFO 스케치,김진욱,스튜디오8,,(주)마노엔터테인먼트,2021-03-04,개봉영화,장편,한국,10,2861500,407,1999000,264,다큐멘터리,전체관람가,독립/예술영화,e
부곡 하와이,하강훈,로드 시네마,,어뮤즈,2015-04-30,개봉영화,장편,한국,10,2805300,406,1430800,202,드라마,청소년관람불가,독립/예술영화,e
정사: 위험한 성적유희,이민환,(주)케이알씨지,,(주)케이알씨지,2014-11-27,개봉영화,장편,한국,4,1754000,405,1224000,240,멜로/로맨스,청소년관람불가,일반영화,e
신데렐라,,,,(주) 인스터 글로벌,2022-04-05,개봉영화,장편,미국,7,10270000,404,6583500,248,공연,전체관람가,일반영화,20060224
톰과 릴리: 그들만의 공간,제임스 최,,C 무비,C 무비,2017-01-25,개봉영화,장편,미국,7,3194500,404,1999000,234,드라마,12세이상관람가,독립/예술영화,e
갈까부다,고봉수,주식회사 씨엠닉스,,주식회사 씨엠닉스,2019-09-01,개봉영화,장편,한국,5,1398100,403,500100,111,다큐멘터리,12세이상관람가,독립/예술영화,e
