,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,showRange,yearWeekTime,boxofficeType
3,4,4,0,NEW,20040526,첫키스만 50번째,2004-04-15,269697500,8.1,269697500,100.0,398790000,40714,40714,100.0,60402,36,752,20040416~20040418,200416,주말 박스오피스
4,5,5,-1,OLD,20040514,바람의 전설,2004-04-09,131029000,4.0,-16036000,-10.9,485522000,19474,-3477,-15.1,74667,36,529,20040416~20040418,200416,주말 박스오피스
5,6,6,0,OLD,20040499,저지 걸,2004-04-09,111191000,3.4,-12224000,-9.9,434764500,17403,-1774,-9.3,67769,34,417,20040416~20040418,200416,주말 박스오피스
6,7,7,-2,OLD,20040482,맹부삼천지교,2004-03-26,88740500,2.7,-35598000,-28.6,1346611000,14797,-5219,-26.1,216251,44,460,20040416~20040418,200416,주말 박스오피스
7,8,8,0,NEW,20040455,무간도3: 종극무간,2004-07-02,87992500,2.7,87992500,100.0,131012500,12776,12776,100.0,19092,12,261,20040416~20040418,200416,주말 박스오피스
8,9,9,-6,OLD,20030371,태극기 휘날리며,2004-02-05,47613500,1.4,-63897000,-57.3,15490127500,12166,-13147,-51.9,2488308,13,202,20040416~20040418,200416,주말 박스오피스
9,10,10,0,NEW,20040524,테이킹 라이브즈,2004-04-15,71264500,2.2,71264500,100.0,110394000,10997,10997,100.0,17057,18,365,20040416~20040418,200416,주말 박스오피스
0,1,1,0,OLD,20040487,범죄의 재구성,2004-04-15,1173078500,35.4,200153500,20.6,3317902000,179492,30477,20.5,510873,73,1309,20040423~20040425,200417,주말 박스오피스
1,2,2,0,OLD,20040481,어린 신부,2004-04-02,695148000,21.0,-76095000,-9.9,4622094000,109531,-12778,-10.4,736507,69,1133,20040423~20040425,200417,주말 박스오피스
2,3,3,0,OLD,20040525,패션 오브 크라이스트,2004-04-02,439913500,13.3,-245178000,-35.8,4556202000,68183,-37884,-35.7,719095,48,835,20040423~20040425,200417,주말 박스오피스
3,4,4,0,NEW,20040537,라이어,2004-04-23,339491000,10.2,339491000,100.0,365366000,51361,51361,100.0,55433,51,979,20040423~20040425,200417,주말 박스오피스
4,5,5,-1,OLD,20040526,첫키스만 50번째,2004-04-15,257601000,7.8,-12096500,-4.5,830589000,39148,-1566,-3.8,126578,36,668,20040423~20040425,200417,주말 박스오피스
5,6,6,0,NEW,20040521,더티 댄싱 - 하바나 나이트,2004-04-23,79550500,2.4,79550500,100.0,88981000,12387,12387,100.0,13930,22,436,20040423~20040425,200417,주말 박스오피스
6,7,7,2,OLD,20030371,태극기 휘날리며,2004-02-05,40008000,1.2,-7605500,-16.0,15561617500,10252,-1914,-15.7,2508935,12,199,20040423~20040425,200417,주말 박스오피스
7,8,8,0,OLD,20040455,무간도3: 종극무간,2004-07-02,61892500,1.9,-26100000,-29.7,250262500,8970,-3806,-29.8,36852,10,179,20040423~20040425,200417,주말 박스오피스
8,9,9,1,OLD,20040524,테이킹 라이브즈,2004-04-15,56652000,1.7,-14612500,-20.5,217911000,8726,-2271,-20.7,33774,18,279,20040423~20040425,200417,주말 박스오피스
9,10,10,-4,OLD,20040499,저지 걸,2004-04-09,51506500,1.6,-59684500,-53.7,551868000,8104,-9299,-53.4,86084,17,167,20040423~20040425,200417,주말 박스오피스
0,1,1,0,NEW,20040488,아라한 장풍대작전,2004-04-30,968666000,34.7,968666000,100.0,1111990000,148335,148335,100.0,171072,82,1284,20040430~20040502,200418,주말 박스오피스
1,2,2,-1,OLD,20040487,범죄의 재구성,2004-04-15,678755500,24.3,-494323000,-42.1,4624454000,102953,-76539,-42.6,711296,56,903,20040430~20040502,200418,주말 박스오피스
2,3,3,-1,OLD,20040481,어린 신부,2004-04-02,361313000,13.0,-333835000,-48.0,5302423500,56674,-52857,-48.3,843631,40,643,20040430~20040502,200418,주말 박스오피스
3,4,4,-1,OLD,20040525,패션 오브 크라이스트,2004-04-02,204558500,7.3,-235355000,-53.5,4990446000,31510,-36673,-53.8,787137,36,489,20040430~20040502,200418,주말 박스오피스
4,5,5,-1,OLD,20040537,라이어,2004-04-23,127258000,4.6,-212233000,-62.5,651215500,19411,-31950,-62.2,99603,27,440,20040430~20040502,200418,주말 박스오피스
5,6,6,-1,OLD,20040526,첫키스만 50번째,2004-04-15,101525000,3.6,-156076000,-60.6,1069447500,14956,-24192,-61.8,162947,18,234,20040430~20040502,200418,주말 박스오피스
6,7,7,0,NEW,20040533,인 더 컷,2004-04-30,87398500,3.1,87398500,100.0,106105500,12991,12991,100.0,15996,22,268,20040430~20040502,200418,주말 박스오피스
7,8,8,0,NEW,20040544,스타스키와 허치,2004-04-30,62504500,2.2,62504500,100.0,72874000,9308,9308,100.0,10954,28,426,20040430~20040502,200418,주말 박스오피스
8,9,9,-2,OLD,20030371,태극기 휘날리며,2004-02-05,32691000,1.2,-7317000,-18.3,15623460500,8383,-1869,-18.2,2526869,12,199,20040430~20040502,200418,주말 박스오피스
9,10,10,0,NEW,20040543,스쿠비-두2 : 몬스터 대소동,2004-04-30,43267000,1.6,43267000,100.0,44572000,6763,6763,100.0,6974,12,177,20040430~20040502,200418,주말 박스오피스
0,1,1,0,NEW,20040483,효자동 이발사,2004-05-05,1143464000,39.8,1143464000,100.0,1984484500,175177,175177,100.0,304603,83,1382,20040507~20040509,200419,주말 박스오피스
1,2,2,-1,OLD,20040488,아라한 장풍대작전,2004-04-30,712857500,24.8,-255808500,-26.4,2623266500,110812,-37523,-25.3,406401,63,1123,20040507~20040509,200419,주말 박스오피스
2,3,3,-1,OLD,20040487,범죄의 재구성,2004-04-15,325723500,11.3,-353032000,-52.0,5383188000,49603,-53350,-51.8,826887,41,720,20040507~20040509,200419,주말 박스오피스
3,4,4,-1,OLD,20040481,어린 신부,2004-04-02,221605000,7.7,-139708000,-38.7,5816229000,34704,-21970,-38.8,924820,31,533,20040507~20040509,200419,주말 박스오피스
4,5,5,0,NEW,20040489,여자는 남자의 미래다,2004-05-05,218305500,7.6,218305500,100.0,395730500,32265,32265,100.0,58703,34,725,20040507~20040509,200419,주말 박스오피스
5,6,6,-2,OLD,20040525,패션 오브 크라이스트,2004-04-02,92995500,3.2,-111563000,-54.5,5210616500,14095,-17415,-55.3,821191,20,264,20040507~20040509,200419,주말 박스오피스
6,7,8,-2,OLD,20040526,첫키스만 50번째,2004-04-15,31132500,1.1,-70392500,-69.3,1153771000,4644,-10312,-68.9,175654,6,84,20040507~20040509,200419,주말 박스오피스
7,8,9,0,OLD,20030371,태극기 휘날리며,2004-02-05,16988000,0.6,-15703000,-48.0,15658560500,4326,-4057,-48.4,2536431,9,124,20040507~20040509,200419,주말 박스오피스
8,9,10,2,OLD,20040549,천공의 성 라퓨타,2004-04-30,25233500,0.9,-9548000,-27.5,95991000,4003,-1493,-27.2,15432,9,94,20040507~20040509,200419,주말 박스오피스
9,10,11,-1,OLD,20040543,스쿠비-두2 : 몬스터 대소동,2004-04-30,19802500,0.7,-23464500,-54.2,115126000,3146,-3617,-53.5,18362,9,105,20040507~20040509,200419,주말 박스오피스
0,1,1,0,OLD,20040483,효자동 이발사,2004-05-05,926025000,30.7,-217439000,-19.0,3515656500,140791,-34386,-19.6,540104,66,1263,20040514~20040516,200420,주말 박스오피스
1,2,2,0,OLD,20040488,아라한 장풍대작전,2004-04-30,707121500,23.5,-5736000,-0.8,3748578000,109995,-817,-0.7,581764,56,1072,20040514~20040516,200420,주말 박스오피스
2,3,3,0,NEW,20040556,킬 빌2,2004-05-14,387593000,12.9,387593000,100.0,427097500,57522,57522,100.0,63610,38,680,20040514~20040516,200420,주말 박스오피스
3,4,4,0,NEW,20040553,새벽의 저주,2004-05-14,274934500,9.1,274934500,100.0,290388500,41747,41747,100.0,44236,26,537,20040514~20040516,200420,주말 박스오피스
4,5,5,-2,OLD,20040487,범죄의 재구성,2004-04-15,274023000,9.1,-51700500,-15.9,5867198000,41267,-8336,-16.8,900747,37,637,20040514~20040516,200420,주말 박스오피스
5,6,6,-2,OLD,20040481,어린 신부,2004-04-02,188152500,6.2,-33452500,-15.1,6125243000,29524,-5180,-14.9,973349,26,463,20040514~20040516,200420,주말 박스오피스
6,7,7,-2,OLD,20040489,여자는 남자의 미래다,2004-05-05,143591500,4.8,-74714000,-34.2,678075000,21089,-11176,-34.6,101374,30,494,20040514~20040516,200420,주말 박스오피스
7,8,8,-2,OLD,20040525,패션 오브 크라이스트,2004-04-02,38295000,1.3,-54700500,-58.8,5300866500,5840,-8255,-58.6,835216,11,155,20040514~20040516,200420,주말 박스오피스
8,9,10,-1,OLD,20030371,태극기 휘날리며,2004-02-05,12221500,0.4,-4766500,-28.1,15680941000,3091,-1235,-28.5,2542870,9,108,20040514~20040516,200420,주말 박스오피스
9,10,11,-1,OLD,20040549,천공의 성 라퓨타,2004-04-30,14813000,0.5,-10420500,-41.3,126334500,2477,-1526,-38.1,20466,7,63,20040514~20040516,200420,주말 박스오피스
0,1,1,0,NEW,20040555,트로이,2004-05-21,1992380500,54.7,1992380500,100.0,2375241500,310194,310194,100.0,369619,139,1698,20040521~20040523,200421,주말 박스오피스
1,2,2,0,NEW,20040484,하류인생,2004-05-21,533655500,14.7,533655500,100.0,605070500,81099,81099,100.0,92208,54,1054,20040521~20040523,200421,주말 박스오피스
2,3,3,-2,OLD,20040483,효자동 이발사,2004-05-05,364087900,10.0,-561937100,-60.7,4232662900,56504,-84287,-59.9,652122,48,794,20040521~20040523,200421,주말 박스오피스
3,4,4,-2,OLD,20040488,아라한 장풍대작전,2004-04-30,352817500,9.7,-354304000,-50.1,4390361500,55915,-54080,-49.2,683177,49,744,20040521~20040523,200421,주말 박스오피스
4,5,5,-2,OLD,20040556,킬 빌2,2004-05-14,143552000,3.9,-244041000,-63.0,738304500,20934,-36588,-63.6,110755,31,426,20040521~20040523,200421,주말 박스오피스
5,6,6,-2,OLD,20040553,새벽의 저주,2004-05-14,121083500,3.3,-153851000,-56.0,556531500,17978,-23769,-56.9,85070,23,376,20040521~20040523,200421,주말 박스오피스
6,7,7,-2,OLD,20040487,범죄의 재구성,2004-04-15,53219500,1.5,-220803500,-80.6,6050661000,8228,-33039,-80.1,929380,16,170,20040521~20040523,200421,주말 박스오피스
7,8,8,-1,OLD,20040489,여자는 남자의 미래다,2004-05-05,25045500,0.7,-118546000,-82.6,763024500,3623,-17466,-82.8,114312,9,122,20040521~20040523,200421,주말 박스오피스
8,9,9,-3,OLD,20040481,어린 신부,2004-04-02,19236500,0.5,-168916000,-89.8,6216249500,3109,-26415,-89.5,987882,9,86,20040521~20040523,200421,주말 박스오피스
9,10,10,0,NEW,20040570,옹박 - 무에타이의 후예,2004-05-26,12395500,0.3,12395500,100.0,31594500,1910,1910,100.0,4780,7,8,20040521~20040523,200421,주말 박스오피스
0,1,1,0,OLD,20040555,트로이,2004-05-21,1735987500,55.5,-256393000,-12.9,5862578000,270025,-40169,-12.9,911968,132,1695,20040528~20040530,200422,주말 박스오피스
1,2,2,0,NEW,20040569,디 아이2,2004-05-26,317832500,10.2,317832500,100.0,535821000,48480,48480,100.0,82282,35,770,20040528~20040530,200422,주말 박스오피스
2,3,3,-1,OLD,20040484,하류인생,2004-05-21,276451000,8.8,-257204500,-48.2,1220467500,41844,-39255,-48.4,186005,52,891,20040528~20040530,200422,주말 박스오피스
3,4,4,0,OLD,20040488,아라한 장풍대작전,2004-04-30,257105500,8.2,-95712000,-27.1,4905088500,39798,-16117,-28.8,763129,39,674,20040528~20040530,200422,주말 박스오피스
4,5,5,-2,OLD,20040483,효자동 이발사,2004-05-05,214852000,6.9,-149235900,-41.0,4683638900,32935,-23569,-41.7,721474,40,667,20040528~20040530,200422,주말 박스오피스
5,6,6,4,OLD,20040570,옹박 - 무에타이의 후예,2004-05-26,184070300,5.9,171674800,1385.0,349880300,28746,26836,1405.0,54678,23,483,20040528~20040530,200422,주말 박스오피스
6,7,7,-2,OLD,20040556,킬 빌2,2004-05-14,57272500,1.8,-86279500,-60.1,881659000,8266,-12668,-60.5,131956,20,200,20040528~20040530,200422,주말 박스오피스
7,8,8,-2,OLD,20040553,새벽의 저주,2004-05-14,39227500,1.3,-81856000,-67.6,668887500,5999,-11979,-66.6,102386,12,147,20040528~20040530,200422,주말 박스오피스
8,9,9,-2,OLD,20040487,범죄의 재구성,2004-04-15,20366500,0.7,-32853000,-61.7,6111808000,3099,-5129,-62.3,938870,10,89,20040528~20040530,200422,주말 박스오피스
9,10,10,0,NEW,20040452,"[통합]회고전, 기획전 등", ,8396300,0.3,8396300,100.0,61695300,1597,1597,100.0,11259,2,24,20040528~20040530,200422,주말 박스오피스
0,1,1,0,NEW,20040568,내 여자친구를 소개합니다,2004-06-03,2695987000,38.5,2695987000,100.0,3475877000,416608,416608,100.0,539580,185,3212,20040604~20040606,200423,주말 박스오피스
1,2,2,0,NEW,20040490,투모로우,2004-06-03,2299422500,32.8,2299422500,100.0,2764464500,356181,356181,100.0,428275,152,2520,20040604~20040606,200423,주말 박스오피스
2,3,3,-2,OLD,20040555,트로이,2004-05-21,1407165000,20.1,-328822500,-18.9,8560907500,220197,-49828,-18.5,1337789,156,1978,20040604~20040606,200423,주말 박스오피스
3,4,4,2,OLD,20040570,옹박 - 무에타이의 후예,2004-05-26,186407000,2.7,2336700,1.3,729358800,28680,-66,-0.2,113892,50,826,20040604~20040606,200423,주말 박스오피스
4,5,5,-3,OLD,20040569,디 아이2,2004-05-26,136484500,1.9,-181348000,-57.1,884647000,21600,-26880,-55.4,137789,55,726,20040604~20040606,200423,주말 박스오피스
5,6,6,-2,OLD,20040488,아라한 장풍대작전,2004-04-30,88940000,1.3,-168165500,-65.4,5139154500,13718,-26080,-65.5,799803,32,405,20040604~20040606,200423,주말 박스오피스
6,7,7,0,NEW,20040588,레이디킬러,2004-06-04,72958500,1.0,72958500,100.0,81365500,10551,10551,100.0,11859,22,368,20040604~20040606,200423,주말 박스오피스
7,8,8,-5,OLD,20040484,하류인생,2004-05-21,63380000,0.9,-213071000,-77.1,1432800500,9457,-32387,-77.4,218853,39,437,20040604~20040606,200423,주말 박스오피스
8,9,9,-4,OLD,20040483,효자동 이발사,2004-05-05,30219500,0.4,-184632500,-85.9,4824704900,4566,-28369,-86.1,743496,13,175,20040604~20040606,200423,주말 박스오피스
9,10,10,0,OLD,20040452,"[통합]회고전, 기획전 등", ,13554500,0.2,5158200,61.4,87482300,2524,927,58.0,16139,2,30,20040604~20040606,200423,주말 박스오피스
0,1,1,1,OLD,20040490,투모로우,2004-06-03,2151070500,34.8,-148352000,-6.5,6167489500,334851,-21330,-6.0,959124,164,2635,20040611~20040613,200424,주말 박스오피스
1,2,2,-1,OLD,20040568,내 여자친구를 소개합니다,2004-06-03,1611397500,26.1,-1084589500,-40.2,6259485500,250020,-166588,-40.0,973613,155,2990,20040611~20040613,200424,주말 박스오피스
2,3,3,0,OLD,20040555,트로이,2004-05-21,1093345500,17.7,-313819500,-22.3,10401743000,172089,-48108,-21.8,1628624,138,1783,20040611~20040613,200424,주말 박스오피스
3,4,4,0,NEW,20040589,페이스,2004-06-11,781087000,12.6,781087000,100.0,826449000,121082,121082,100.0,128443,69,1555,20040611~20040613,200424,주말 박스오피스
4,5,5,0,NEW,20040591,데스티네이션 2,2004-06-11,315978500,5.1,315978500,100.0,336712000,47196,47196,100.0,50501,55,1126,20040611~20040613,200424,주말 박스오피스
5,6,6,-2,OLD,20040570,옹박 - 무에타이의 후예,2004-05-26,73596500,1.2,-112810500,-60.5,895381800,11331,-17349,-60.5,139813,30,438,20040611~20040613,200424,주말 박스오피스
6,7,7,0,NEW,20040559,나두야 간다,2004-06-25,63531000,1.0,63531000,100.0,69340500,10076,10076,100.0,11000,8,177,20040611~20040613,200424,주말 박스오피스
7,8,8,-1,OLD,20040588,레이디킬러,2004-06-04,25820000,0.4,-47138500,-64.6,150561500,3702,-6849,-64.9,22402,8,104,20040611~20040613,200424,주말 박스오피스
8,9,9,-3,OLD,20040488,아라한 장풍대작전,2004-04-30,14697500,0.2,-74242500,-83.5,5197419000,2272,-11446,-83.4,808765,8,90,20040611~20040613,200424,주말 박스오피스
9,10,10,-5,OLD,20040569,디 아이2,2004-05-26,9679500,0.2,-126805000,-92.9,958240500,1597,-20003,-92.6,149566,11,92,20040611~20040613,200424,주말 박스오피스
0,1,1,17,OLD,20040566,슈렉2,2004-06-18,2651873000,35.4,2649623000,117761.0,2976503000,403863,403773,448636.7,453685,174,3233,20040618~20040620,200425,주말 박스오피스
1,2,2,-1,OLD,20040490,투모로우,2004-06-03,1210106000,16.2,-940964500,-43.7,8295295500,190780,-144071,-43.0,1294329,122,1715,20040618~20040620,200425,주말 박스오피스
2,3,3,0,NEW,20040571,령,2004-06-17,1022767000,13.7,1022767000,100.0,1206857000,159591,159591,100.0,188805,74,1498,20040618~20040620,200425,주말 박스오피스
3,4,4,-2,OLD,20040568,내 여자친구를 소개합니다,2004-06-03,672528000,9.0,-938869500,-58.3,7555163000,104833,-145187,-58.1,1176422,83,1357,20040618~20040620,200425,주말 박스오피스
4,5,6,-3,OLD,20040555,트로이,2004-05-21,584888000,7.8,-508457500,-46.5,11529624000,90909,-81180,-47.2,1805694,78,939,20040618~20040620,200425,주말 박스오피스
5,6,7,-3,OLD,20040589,페이스,2004-06-11,259347000,3.5,-521740000,-66.8,1406694500,40200,-80882,-66.8,219088,62,979,20040618~20040620,200425,주말 박스오피스
6,7,8,0,NEW,20040582,내 남자 친구는 왕자님,2004-06-18,149865000,2.0,149865000,100.0,171300000,22421,22421,100.0,25843,40,659,20040618~20040620,200425,주말 박스오피스
7,8,9,0,NEW,20040592,몬스터,2004-06-18,116908500,1.6,116908500,100.0,134133000,17678,17678,100.0,20420,26,349,20040618~20040620,200425,주말 박스오피스
8,9,10,0,NEW,20040579,블러디 선데이,2004-06-18,100883000,1.3,100883000,100.0,114413500,16198,16198,100.0,18391,13,224,20040618~20040620,200425,주말 박스오피스
9,10,11,-6,OLD,20040591,데스티네이션 2,2004-06-11,34702500,0.5,-281276000,-89.0,533677000,5073,-42123,-89.3,80758,9,128,20040618~20040620,200425,주말 박스오피스
0,1,1,0,OLD,20040566,슈렉2,2004-06-18,1951650000,30.3,-700223000,-26.4,6228877000,296573,-107290,-26.6,951507,163,2911,20040625~20040627,200426,주말 박스오피스
1,2,2,0,OLD,20040490,투모로우,2004-06-03,898236000,13.9,-311870000,-25.8,9912233000,141873,-48907,-25.6,1549563,107,1562,20040625~20040627,200426,주말 박스오피스
2,3,3,0,OLD,20040571,령,2004-06-17,780333000,12.1,-242434000,-23.7,2634854500,121676,-37915,-23.8,413119,69,1392,20040625~20040627,200426,주말 박스오피스
3,4,4,0,NEW,20040583,아는 여자,2004-06-25,772714500,12.0,772714500,100.0,853006500,118089,118089,100.0,130791,81,1572,20040625~20040627,200426,주말 박스오피스
4,5,6,6,OLD,20040559,나두야 간다,2004-06-25,492787000,7.6,475597000,2766.7,651933000,77435,74678,2708.7,102983,56,1138,20040625~20040627,200426,주말 박스오피스
5,6,7,-1,OLD,20040555,트로이,2004-05-21,390651000,6.1,-194237000,-33.2,12295892500,60202,-30707,-33.8,1925653,74,828,20040625~20040627,200426,주말 박스오피스
6,7,8,-4,OLD,20040568,내 여자친구를 소개합니다,2004-06-03,284810500,4.4,-387717500,-57.7,8210481500,44717,-60116,-57.3,1279749,62,910,20040625~20040627,200426,주말 박스오피스
7,8,9,0,OLD,20040592,몬스터,2004-06-18,73788500,1.1,-43120000,-36.9,321639000,10809,-6869,-38.9,48954,18,211,20040625~20040627,200426,주말 박스오피스
8,9,10,0,OLD,20040579,블러디 선데이,2004-06-18,59265000,0.9,-41618000,-41.3,228265000,9464,-6734,-41.6,36694,11,178,20040625~20040627,200426,주말 박스오피스
9,10,11,0,NEW,20040584,대단한 유혹,2004-06-25,57030500,0.9,57030500,100.0,60670000,8628,8628,100.0,9198,22,270,20040625~20040627,200426,주말 박스오피스
0,1,1,0,NEW,20040491,스파이더맨 2,2004-06-30,2949185500,40.7,2949185500,100.0,4142949500,456040,456040,100.0,643527,198,3221,20040702~20040704,200427,주말 박스오피스
1,2,2,-1,OLD,20040566,슈렉2,2004-06-18,1086555000,15.0,-865095000,-44.3,8109430000,167420,-129153,-43.5,1242810,101,1745,20040702~20040704,200427,주말 박스오피스
2,3,3,0,NEW,20040515,인어 공주,2004-06-30,883143000,12.2,883143000,100.0,1285311000,134241,134241,100.0,197834,105,2010,20040702~20040704,200427,주말 박스오피스
3,4,4,0,OLD,20040583,아는 여자,2004-06-25,563022000,7.8,-209692500,-27.1,1947789000,85873,-32216,-27.3,300871,78,1217,20040702~20040704,200427,주말 박스오피스
