,peopleNm,peopleNmEn,movieCd
0,길예르모 델 토로,Guillermo Del Toro,20136961
0,스티븐 소더버그,Steven Soderbergh,20139723
0,폴 토마스 앤더슨,Paul Thomas Anderson,20138982
0,딘 패리소트,Dean Parisot,20136962
0,김용화,KIM Yong-hwa,20124082
0,데이빗 소렌,David Soren,20137549
0,토마스 보덴스타인,Thomas Bodenstein,20139141
0,제임스 맨골드,James Mangold,20137121
0,김병우,KIM Byung-woo,20136052
0,테라모토 유키요,Yukiyo Teramoto,20139383
0,야론 질버만,Yaron Zilberman,20139826
0,봉준호,BONG Joon-ho,20126674
0,라자 고스넬,Raja Gosnell,20136761
0,크리스 웻지,Chris Wedge,20138202
0,야마모토 야스이치로,Yasuichiro Yamamoto,20058720
0,김성수,KIM Sung-soo,20124937
0,허정,HUH Jung,20136049
0,올가 로패토,Olga Lopato,20130569
0,신카이 마코토,Makoto Shinkai,20139083
0,루이스 리테리어,Louis Leterrier,20138881
0,로베르트 슈벤트케,Robert Schwentke,20138421
0,왕가위,Kar-wai Wong,20139072
0,앤 폰테인,Anne Fontaine,20130821
0,닐 블롬캠프,Neill Blomkamp,20137811
0,조슈아 마이클 스턴,Joshua Michael Stern,20139265
0,피에르 꼬팽,Pierre Coffin,20122089
1,크리스 리노드,Chris Renaud,20122089
0,호소다 마사히로,Masahiro Hosoda,20131681
0,이승준,LEE Seung-jun,20124086
0,미야자키 하야오,Hayao Miyazaki,20132082
0,김기덕,KIM Ki-duk,20139461
0,한재림,HAN Jae-rim,20126091
0,해럴드 즈워트,Harald Zwart,20129588
0,댄 스캔론,Dan Scanlon,20135001
0,쏘어 프류덴탈,Thor Freudenthal,20137562
0,홍상수,HONG Sang-soo,20137041
0,제임스 완,James Wan,20131381
0,다니엘 드 필립포,Daniel De Filippo,20131001
1,구스타보 지아니니,Gustavo Giannini,20131001
0,브래드 퍼맨,Brad Furman,20131630
0,우디 앨런,Woody Allen,20131541
0,한종훈,James Han,20122466
0,이준익,LEE Joonik,20134582
0,안권태,AHN Gwon-tae,20123381
0,드니 빌뇌브,Denis Villeneuve,20130783
0,데이비드 비스바노,David Bisbano,20132261
0,다비드 알로,David Alaux,20128079
1,에릭 토스티,Eric Tosti,20128079
0,장준환,JANG Joon-hwan,20123383
0,론 하워드,Ron Howard,20132120
0,콤핀 켐군니르드,,20132601
0,알폰소 쿠아론,Alfonso Cuaron,20139221
0,하정우,HA Jung-woo,20122785
0,김제영,KIM Je-yeong,20123384
0,폴 그린그래스,Paul Greengrass,20132821
0,국동석,GUK Dong-seok,20129606
0,박중훈,PARK Joong-hoon,20120428
0,신연식,SHIN Yeon-shick,20134124
0,앨런 테일러,Alan Taylor,20138355
0,조용선,CHO Yong-sun,20138223
0,신동엽,SHIN Dong-yeob,20122786
0,안드레스 G. 슈에,Andres G. Schaer,20134144
0,박홍수,PARK Hong-soo,20127595
0,제임스 드모나코,James DeMonaco,20139601
0,라세 할스트롬,Lasse Hallstrom,20133760
0,헨리 알렉스 루빈,Henry Alex Rubin,20134073
0,곽경택,KWAK Kyung-taek,20137044
0,정연식,JEONG Yeon-shik,20134801
0,리들리 스콧,Ridley Scott,20133152
0,히즈엠티 선교회,hisMT Ministry,20131245
0,프란시스 로렌스,Francis Lawrence,20138544
0,홍지영,HONG Ji-young,20136061
0,코디 카메론,Cody Cameron,20133701
1,크리스 피언,Kris Pearn,20133701
0,연상호,YEON Sangho,20131263
0,김현석,KIM Hyun-suk,20124402
0,이덕희,LEE Duk-hee,20110881
0,데이빗 토히,David Twohy,20132824
0,리 다니엘스,Lee Daniels,20134268
0,리차드 커티스,Richard Curtis,20135428
0,제임스 완,James Wan,20135657
0,미카엘 하프스트롬,Mikael Hafstrom,20135370
0,토가시 신,Shin Togashi,20135367
0,피터 잭슨,Peter Jackson,20134267
0,방은진,PANG Eun-jin,20134123
0,양우석,YANG Woo-suk,20134803
0,이현종,LEE Hyeon-jong,20139981
0,베리 쿡,Barry Cook,20134984
1,닐 나이팅게일,Neil Nightingale,20134984
0,클레이 홀,Klay Hall,20136308
0,레온 주센,Leon Joosen,20135427
1,아론 실먼,Aaron Seelman,20135427
0,고레에다 히로카즈,Hirokazu Koreeda,20133704
0,원신연,WON Shin-yun,20124938
0,벤 스타센,Ben Stassen,20134206
1,제레미 드그루손,Jeremy Degruson,20134206
0,개빈 후드,Gavin Hood,20131246
0,벤 스틸러,Ben Stiller,20134046
0,마누엘 시실라,Manuel Sicilia,20135369
0,라인하드 클루스,Reinhard Klooss,20134533
0,성시흡,SUNG Si-hup,20138224
0,마틴 스코세이지,Martin Scorsese,20136812
0,유야마 쿠니히코,Kunihiko Yuyama,20134592
0,제니퍼 리,Jennifer Lee,20136803
1,크리스 벅,Chris Buck,20136803
0,케네스 브래너,Kenneth Branagh,20136337
0,이기욱,LEE Ki-wook,20136894
0,황동혁,HWANG Dong-hyuk,20131102
0,이연우,LEE Yeon-woo,20139881
0,한동욱,HAN Dong-wook,20137043
0,가네다 오사무,Osamu Kaneda,20136860
0,박제현,PARK Jae-hyun,20126090
0,피터 레페니오티스,Peter Lepeniotis,20136800
0,딩성,Ding Sheng,20147250
0,조엘 코엔,Joel Coen,20133585
1,에단 코엔,Ethan Coen,20133585
0,데이빗 크렌츠,David Krentz,20147161
1,에릭 넬슨,Erik Nelson,20147161
0,스튜어트 베티,Stuart Beattie,20147096
0,김태윤,KIM Tae-yun,20122787
0,필 로드,Phil Lord,20136445
1,크리스 밀러,Chris Miller,20136445
0,호세 파딜라,Jose Padilha,20134587
0,권칠인,KWON Chil-in,20130561
0,김진무,KIM Jin-moo,20136043
0,야마모토 야스이치로,Yasuichiro Yamamoto,20068659
0,캘런 브런커,Callan Brunker,20147372
0,폴 W.S. 앤더슨,Paul W.S. Anderson,20134028
0,김광식,KIM Kwang-sik,20139401
0,데이빗 O. 러셀,David O. Russell,20136887
0,자움 콜렛 세라,Jaume Collet-Serra,20147299
0,스티브 맥퀸,Steve McQueen,20136866
0,조지 클루니,George Clooney,20147430
0,노암 머로,Noam Murro,20147247
0,올리버 히르비겔,Oliver Hirschbiegel,20133603
0,장 마크 발레,Jean-Marc Vallee,20147625
0,이한,LEE Han,20138226
0,황인호,HWANG In-ho,20136060
0,데이빗 프랭클,David Frankel,20147693
0,샤나 페스트,Shana Feste,20147695
0,대런 아로노프스키,Darren Aronofsky,20133602
0,웨스 앤더슨,Wes Anderson,20147727
0,라스무스 A. 실버르센,Rasmus A. Sivertsen,20147848
0,니콜라 바니에,Nicolas Vanier,20147649
0,조 루소,Joe Russo,20147790
1,안소니 루소,Anthony Russo,20147790
0,코지마 마사유키,Masayuki Kojima,20136736
0,슈커,Suker,20148168
0,맥지,McG,20147612
0,피터 버그,Peter Berg,20147953
0,하시모토 마사카즈,Masakazu Hashimoto,20147971
0,존 웰스,John Wells,20147678
0,김명균,KIM Myung-kyun,20124047
0,크리스토퍼 스펜서,Christopher Spencer,20147968
0,이정호,LEE Jeong-ho,20129787
0,레니 할린,Renny Harlin,20147609
0,김태균,KIM Tae-kyun,20134585
0,헬레네 지라드,Helene Giraud,20147694
1,토마스 자보,Thomas Szabo,20147694
0,닐 버거,Neil Burger,20147283
0,스캇 워프,Scott Waugh,20148232
0,이수진,LEE Su-jin,20134122
0,아리 포신,Arie Posin,20147948
0,마크 웹,Marc Webb,20135661
0,롭 민코프,Rob Minkoff,20133601
0,버나드 로즈,Bernard Rose,20136805
0,이재규,LEE Jae-kyoo,20139183
0,창,CHANG,20139164
0,카를로스 살다나,Carlos Saldanha,20138962
0,에스벤 토프트 야콥슨,Esben Toft Jacobsen,20148277
0,로저 미첼,Roger Michell,20147880
0,존 터틀타웁,Jon Turteltaub,20147683
0,김대우,KIM Dae-woo,20133322
0,가렛 에드워즈,Gareth Edwards,20147874
0,월리 피스터,Wally Pfister,20130522
0,브라이언 싱어,Bryan Singer,20147669
0,정주리,July JUNG,20134586
0,스파이크 존즈,Spike Jonze,20148748
0,오리올 파울로,Oriol Paulo,20148129
0,김성훈,KIM Seong-hun,20130442
0,로버트 스트롬버그,Robert Stromberg,20148383
0,마이크 플래너건,Mike Flanagan,20148686
0,카메가키 하지메,Hajime Kamegaki,20148648
0,더그 라이만,Doug Liman,20148807
0,이정범,LEE Jeong-beom,20132482
0,장진,JANG Jin,20136062
0,프란시스 닐슨,Francis Nielsen,20148347
0,박상준,PARK Sang-jun,20134591
0,장률,ZHANG Lu,20133641
0,쥬세페 토르나토레,Giuseppe Tornatore,20148834
0,크리스토프 갱스,Christophe Gans,20148795
0,플렉스 할그렌,Felix Herngren,20148728
0,올리비에 다한,Olivier Dahan,20148877
0,라스 폰 트리에,Lars Von Trier,20148994
0,마이클 베이,Michael Bay,20122021
0,위성준,Sheng-jun Yu,20149307
0,조범구,JO Bum-gu,20139201
0,오인천,OH In-chun,20147931
0,니콜라스 스톨러,Nicholas Stoller,20149271
0,맷 리브스,Matt Reeves,20148973
0,이도윤,LEE Do-yun,20148745
0,윌리엄 유뱅크,William Eubank,20149288
0,이도 엔젤,Ido Angel,20149494
0,오치아이 마사유키,Masayuki Ochiai,20149394
0,안병기,AN Byung-ki,20149511
0,데니스 체르노프,Denis Chernov,20149462
0,노아 바움백,Noah Baumbach,20136926
0,윤종빈,YOON Jong-bin,20123501
0,딘 데블로이스,Dean Deblois,20131248
0,실뱅 쇼메,Sylvain Chomet,20148830
0,김한민,KIM Han-min,20129370
0,제임스 건,James Gunn,20149317
0,지미 헤이워드,Jimmy Hayward,20149758
0,이석훈,LEE Seok-hoon,20136064
0,리사 아주엘로스,Lisa Azuelos,20149459
0,시즈노 코분,Kobun SHIZUNO,20149567
0,브렛 래트너,Brett Ratner,20149568
0,방형우,BANG Hyung-woo,20138501
0,심성보,SHIM Sung-bo,20134082
0,로버츠 개너웨이,Roberts Gannaway,20149978
0,조쉬 분,Josh Boone,20149846
0,존 카니,John Carney,20149629
0,유야마 쿠니히코,Kunihiko Yuyama,20041524
0,패트릭 휴즈,Patrick Hughes,20149818
0,필립 노이스,Phillip Noyce,20149099
0,박규택,PARK Gyu-tek,20147928
0,스티븐 쿼일,Steven Quale,20149811
0,조나단 리브스만,Jonathan Liebesman,20148132
0,카밀 들라마레,Camille Delamarre,20149140
0,제임스 드모나코,James DeMonaco,20149831
0,강형철,KANG Hyoung-chul,20134804
0,뤽 베송,Luc Besson,20135656
0,이재용,E J-yong,20134594
0,트리시 시에,Trish Sie,20149930
0,알렉스 스타더만,Alexs Stadermann,20149970
0,야쿠와 신노스케,Shinnosuke Yakuwa,20140181
0,프랭크 밀러,Frank Miller,20134069
1,로버트 로드리게즈,Robert Rodriguez,20134069
0,웨스 볼,Wes Ball,20140431
0,스콧 프랭크,Scott Frank,20140524
0,나오미 포너,Naomi Foner,20140247
0,레니 에이브러햄슨,Lenny Abrahamson,20140196
0,임순례,YIM Soonrye,20134589
0,김영탁,KIM Young-tak,20135386
0,존 R. 레오네티,John R. Leonetti,20141113
0,임필성,YIM Pil-sung,20136863
0,사카모토 코이치,Koichi Sakamoto,20141281
0,마우리시오 드 라 오르타,Mauricio De la Orta,20141028
1,박태동,PARK Tae-dong,20141028
0,왕운비,Yunfei Wang,20149838
0,임찬상,LIM Charn-sang,20147930
0,개리 쇼어,Gary Shore,20141261
0,신재영,"SHIN, Jae-young",20148927
0,로저 도널드슨,Roger Donaldson,20140458
0,필립 드 쇼브홍,Philippe de Chauveron,20149984
0,데이빗 핀처,David Fincher,20140425
0,장진,JANG Jin,20148842
0,박범수,PARK Bum-su,20139964
0,리차드 링클레이터,Richard Linklater,20149910
0,이해준,LEE Hae-jun,20148626
0,로완 조페,Rowan Joffe,20141961
0,크리스토퍼 놀란,Christopher Nolan,20149120
0,오기환,OH Ki-hwan,20147129
0,그레이엄 애나블,Graham Annable,20142301
1,안소니 스타치,Anthony Stacchi,20142301
0,김상철,KIM Sang-cheol,20142798
0,부지영,BOO Ji-young,20136802
0,닉 카사베츠,Nick Cassavetes,20142023
0,데이비드 헤이터,David Hayter,20142321
0,마이클 도즈,Michael Dowse,20142481
0,롭 실베스트리,Rob Silvestri,20143325
0,데이비드 에이어,David Ayer,20140694
0,프란시스 로렌스,Francis Lawrence,20140402
0,김덕수,KIM Deok-su,20136312
0,정량,Liang Ding,20143565
0,최호,CHOI Ho,20134590
0,바비 패럴리,Bobby Farrelly,20149287
1,피터 패럴리,Peter Farrelly,20149287
0,진모영,JIN Mo-young,20141111
0,피터 첼섬,Peter Chelsom,20142843
0,리들리 스콧,Ridley Scott,20140842
0,전형준,JEON Hyung-jun,20134588
0,밥 두셋,Bob Doucette,20143314
0,제임스 마쉬,James Marsh,20143543
0,크리스티안 디터,Christian Ditter,20142421
0,김현호,KIM Hyun-ho,20143639
0,윤제균,JK YOUN,20137048
0,피터 잭슨,Peter Jackson,20140226
0,박시후,,20134436
1,이종현,,20134436
0,자비에 돌란,Xavier Dolan,20141621
0,김홍선,KIM Hong-sun,20149265
0,이원석,LEE Won-suk,20147176
0,알렉세이 트시칠린,Alexey Tsitsilin,20143344
0,롭 마샬,Rob Marshall,20143422
0,헤랄드 지페르만,Harald Siepermann,20143602
0,올리비에 메가턴,Olivier Megaton,20143642
0,에릭 다넬,Eric Darnell,20149859
1,사이몬 J.스미스,Simon J. Smith,20149859
0,김성호,KIM Sung-ho,20130574
0,안젤리나 졸리,Angelina Jolie,20149948
0,폴 킹,Paul King,20144523
0,정범식,JUNG Bum-shik,20147947
0,마이클 스피어리그,Michael Spierig,20144481
1,피터 스피어이그,Peter Spierig,20144481
0,박진표,PARK Jin-pyo,20142407
0,숀 레비,Shawn Levy,20143541
0,하정우,HA Jung-woo,20131262
0,유야마 쿠니히코,Kunihiko Yuyama,20142962
0,클린트 이스트우드,Clint Eastwood,20143754
0,유하,YOO Ha,20136888
0,크리스 윌리암스,Chris Williams,20149951
1,돈 홀,Don Hall,20149951
0,데이빗 레이치,David Leitch,20143253
1,채드 스타헬스키,Chad Stahelski,20143253
0,알렉스 가랜드,Alex Garland,20145521
0,문제용,MUN Che-yong,20148553
0,러셀 크로우,Russell Crowe,20144102
0,안톤 후쿠아,Antoine Fuqua,20145041
0,팀 버튼,Tim Burton,20144507
0,김현석,KIM Hyun-suk,20148188
0,릴리 워쇼스키,Lilly Wachowski,20149037
1,라나 워쇼스키,Lana Wachowski,20149037
0,이영준,LEE Young-jun,20156441
0,미야자키 하야오,Hayao Miyazaki,20020168
0,니키 팰런,Nicky Phelan,20155601
0,김석윤,KIM Sok-yun,20149570
0,매튜 본,Matthew Vaughn,20140110
0,야마자키 타카시,Takashi Yamazaki,20144322
1,야기 류이치,Ryuichi Yagi,20144322
0,윌 핀,Will Finn,20155881
1,댄 세인트 피에르,Dan St. Pierre,20155881
0,야마모토 야스이치로,Yasuichiro Yamamoto,20155761
0,세르게이 보드로프,Sergey Bodrov,20142561
0,모튼 틸덤,Morten Tyldum,20141962
0,폴 티비트,Paul Tibbitt,20149401
0,샘 테일러-존슨,Sam Taylor-Johnson,20147613
0,딘 이스라엘리트,Dean Israelite,20156161
0,야마자키 타카시,Takashi Yamazaki,20144621
0,글렌 피카라,Glenn Ficarra,20145102
1,존 레쿼,John Requa,20145102
0,안상훈,AHN Sang-hoon,20136063
0,신한솔,SHIN Han-sol,20148841
0,알레한드로 곤잘레스 이냐리투,Alejandro Gonzalez Inarritu,20144801
0,데오도르 멜피,Theodore Melfi,20145085
0,손용호,SON Yong-ho,20148461
0,닐 블롬캠프,Neill Blomkamp,20156402
0,데이미언 셔젤,Damien Chazelle,20145141
0,홍석재,HONG Seok-jae,20141602
0,이인항,Daniel Lee,20156704
0,케네스 브래너,Kenneth Branagh,20156841
0,자움 콜렛 세라,Jaume Collet-Serra,20157041
0,요네바야시 히로마사,Hiromasa Yonebayashi,20156904
0,이병헌,LEE Byoung-heon,20148845
0,로베르트 슈벤트케,Robert Schwentke,20144461
0,필리프 팔라도,Philippe Falardeau,20157421
0,제임스 완,James Wan,20143580
0,케이트 베커-플로이랜드,Kate Barker-Froyland,20157121
0,세르지오 맨피오,Sergio Manfio,20157584
0,데이빗 로버트 밋첼,David Robert Mitchell,20157394
0,김보경,,20157587
1,조정래,CHO Jung-rae,20157587
0,강제규,KANG Jekyu,20140703
0,임권택,IM Kwontaek,20133682
0,토마스 맥카시,Thomas McCarthy,20145281
0,마크 로렌스,Marc Lawrence,20141085
0,왕운비,Yunfei Wang,20158091
0,네드 벤슨,Ned Benson,20142884
0,피에르 모렐,Pierre Morel,20157904
0,스틸즈 화이트,Stiles White,20156977
0,조스 웨던,Joss Whedon,20148493
0,타카하시 와타루,Wataru Takahashi,20158461
0,조치언,JO Chi-un,20156321
0,닐스 타베니어,Nils Tavernier,20157021
0,한준희,HAN Jun-hee,20149266
0,김진영,KIM Jin-young,20143512
0,존 카프카,John Kafka,20100211
1,최윤석,CHOI Yoon-seok,20100211
0,토비 젠켈,,20158069
0,척 파워스,Chuck Powers,20158428
0,리처드 글랫저,Richard Glatzer,20145042
1,워시 웨스트모어랜드,Wash Westmoreland,20145042
0,레오 가브리아제,Leo Gabriadze,20158704
0,김아론,KIM Aaron,20149062
0,야마자키 타카시,Takashi Yamazaki,20158561
0,주걸륜,Jay Chou,20071066
0,백운학,BEAK Woon-hak,20149569
0,조지 밀러,George Miller,20144741
0,노아 바움백,Noah Baumbach,20158670
0,스티븐 달드리,Stephen Daldry,20158703
0,폴 페이그,Paul Feig,20158621
0,민규동,MIN Kyu-dong,20142402
0,팀 존슨,Tim Johnson,20140145
0,오승욱,OH Seung-uk,20130566
0,브래드 버드,Brad Bird,20159748
0,엘리자베스 뱅크스,Elizabeth Banks,20159141
0,시오타니 나오요시,Naoyoshi Shiotani,20159655
0,브래드 페이튼,Brad Peyton,20144682
0,윤재구,YOON Jae-gu,20136869
0,아사토 마리,Mari Asato,20159573
0,콜린 트레보로우,Colin Trevorrow,20098169
0,알랑 그스포너,Alain Gsponer,20140207
0,찰스 비네임,Charles Biname,20159582
0,곽경택,KWAK Kyung-taek,20148855
0,이해영,LEE Hae-young,20141224
0,마츠오카 조지,Joji Matsuoka,20156970
0,마이클 호프만,Michael Hoffman,20150563
0,김성제,KIM Seong-je,20136057
0,김학순,KIM Hak-soon,20134798
0,세스 맥팔레인,Seth MacFarlane,20156749
0,임상수,IM Sang-soo,20142856
0,에즈라 와이즈,Ezra Weisz,20159221
0,윌 캐논,Will Canon,20159223
0,앨런 테일러,Alan Taylor,20141384
0,허버트 베일란드,Hubert Weiland,20150255
1,니나 웰스,Nina Wels,20150255
0,데이빗 겔브,David Gelb,20159001
0,히라바야시 이사무,Isamu Hirabayashi,20150963
0,피트 닥터,Pete Docter,20151225
0,김광태,KIM Gwang-tae,20148844
0,리 워넬,Leigh Whannell,20150741
0,사이먼 커티스,Simon Curtis,20151002
0,윌리엄 H. 머시,William H. Macy,20150522
0,크리스 콜럼버스,Chris Columbus,20158241
0,김상진,KIM Sang-jin,20141060
0,질스 파겟-브레너,Gilles Paquet-Brenner,20156301
0,최동훈,CHOI Dong-hoon,20148851
0,타카하시 시게하루,Shigeharu Takahashi,20150501
1,우시로 신지,Shinji Ushiro,20150501
0,크리스토퍼 맥쿼리,Christopher McQuarrie,20157881
0,피에르 꼬팽,Pierre Coffin,20145361
1,카일 발다,Kyle Balda,20145361
0,노나카 카즈미,Kazumi Nonaka,20140241
1,최경석,CHOE Gyeong-seok,20140241
0,빌 포래드,Bill Pohlad,20151821
0,류승완,RYOO Seungwan,20148048
0,시즈노 코분,Kobun SHIZUNO,20151964
0,티에리 라고베르트,Thierry Ragobert,20152372
0,브누와 쟉꼬,Benoit Jacquot,20152264
0,강효진,KANG Hyo-jin,20143513
0,박흥식,PARK Heung-sik,20130021
0,마크 버튼,Mark Burton,20158062
1,리처드 스타잭,Richard Starzak,20158062
0,안국진,AHN Gooc-jin,20156281
0,백,BAIK,20143572
0,조쉬 트랭크,Josh Trank,20157531
0,김휘,KIM Hwi,20158481
0,신동엽,SHIN Dong-yeob,20155826
0,니마 누리자데,Nima Nourizadeh,20152866
0,에릭 라티고,Eric Lartigau,20155874
0,페이튼 리드,Peyton Reed,20155702
0,홍원찬,HONG Won-chan,20143511
0,트래비스 클러프,Travis Cluff,20152869
1,크리스 로핑,Chris Lofing,20152869
0,알렉산더 바흐,Aleksander Bach,20153385
0,쿄고쿠 타카히코,Takahiko Kyougoku,20153039
0,권형진,KWON Hyung-jin,20143510
0,타셈 싱,Tarsem Singh,20151521
0,F. 게리 그레이,F. Gary Gray,20154162
0,이준익,LEE Joonik,20148846
0,웨스 볼,Wes Ball,20150622
0,오오스기 요시히로,Yoshihiro Oosugi,20153470
0,김정훈,KIM Joung-hoon,20156557
0,낸시 마이어스,Nancy Meyers,20152022
0,천성일,CHEON Sung-il,20140193
0,발타자르 코루마쿠르,Baltasar Kormakur,20151421
0,알렉상드르 헤보얀,Alexandre Heboyan,20151815
1,베노이트 필립폰,,20151815
0,어네스토 파드롱,Ernesto Padron,20153022
0,오치아이 마사유키,Masayuki Ochiai,20154621
0,댄 포겔맨,Dan Fogelman,20153025
0,리들리 스콧,Ridley Scott,20151383
0,허종호,HUH Jong-ho,20142855
0,조 라이트,Joe Wright,20150562
0,카밀 들라마레,Camille Delamarre,20153201
0,M. 나이트 샤말란,M. Night Shyamalan,20155639
0,이동하,LEE Dong-ha,20156553
1,박은경,PARK Eun-gyoung,20156553
0,리 톨랜드 크리거,Lee Toland Krieger,20155562
0,김봉주,KIM Bong-joo,20157464
0,노덕,ROH Deok,20145504
0,권오광,KWON Oh-kwang,20145501
0,윤준형,YUN Jun-hyeong,20157465
0,로버트 저메키스,Robert Zemeckis,20155101
0,가이 리치,Guy Ritchie,20152745
0,전윤수,JEON Yun-su,20149961
0,요르고스 란티모스,Giorgos Lanthimos,20150862
0,장재현,JANG Jae-hyun,20145503
0,스티븐 스필버그,Steven Spielberg,20152871
0,존 웰스,John Wells,20155277
0,뤽 베송,Luc Besson,20156383
0,존 에릭 도들,John Erick Dowdle,20154729
0,샘 멘데스,Sam Mendes,20157432
0,넬슨 신,Nelson SHIN,20156360
0,라맨 허,Raman Hui,20155441
0,우민호,WOO Min-ho,20149314
0,프란시스 로렌스,Francis Lawrence,20151481
0,피터 쿠센스,Peter Cousens,20155690
0,니시고리 아츠시,Nishigori Atsushi,20155740
0,정기훈,JEONG Gi-hun,20156748
0,이종필,LEE Jong-pil,20140144
0,호소다 마모루,Mamoru Hosoda,20157175
0,와타나베 카츠야,Katsuya Watanabe,20157883
0,길예르모 델 토로,Guillermo Del Toro,20156570
0,론 하워드,Ron Howard,20144683
0,하기호,HA Ki-ho,20157501
0,드니 빌뇌브,Denis Villeneuve,20155423
0,안톤 후쿠아,Antoine Fuqua,20153083
0,박영균,PARK Young-kyun,20156807
0,브라이언 헬겔랜드,Brian Helgeland,20155202
0,야마시타 히로유키,Hiroyuki Yamashita,20157096
0,가브리엘 무치노,Gabriele Muccino,20156275
0,이석훈,LEE Seok-hoon,20136068
0,J.J. 에이브럼스,J.J. Abrams,20154141
0,박훈정,PARK Hoon-jung,20145171
0,고레에다 히로카즈,Hirokazu Koreeda,20156102
0,젠디 타타코브스키,Genndy Tartakovsky,20154242
0,마크 오스본,Mark Osborne,20155563
0,유야마 쿠니히코,Kunihiko Yuyama,20153702
0,스티브 마티노,Steve Martino,20150752
0,우민호,WOO Min-ho,20150025
0,더글라스 맥키넌,Douglas Mackinnon,20157042
0,김대승,KIM Dai-seung,20144442
0,브렉 에이즈너,Breck Eisner,20157197
0,피터 손,Peter SOHN,20155422
0,이윤정,LEE Yoon-jung,20142641
0,에릭슨 코어,Ericson Core,20153087
0,하시모토 마사카즈,Masakazu Hashimoto,20150024
0,쿠엔틴 타란티노,Quentin Tarantino,20159510
0,알레한드로 곤잘레스 이냐리투,Alejandro Gonzalez Inarritu,20154001
0,조규장,CHO Kyu-jang,20068576
0,롭 레터맨,Rob Letterman,20157158
0,이한,LEE Han,20158483
0,아담 맥케이,Adam McKay,20159199
0,류정우,RYU Jung-woo,20150566
0,대니 보일,Danny Boyle,20150461
0,여인영,Jennifer Yuh,20151803
1,알레산드로 칼로니,Alessandro Carloni,20151803
0,이호재,LEE Ho-jae,20157466
0,이일형,LEE Il-hyung,20145507
0,월트 벡커,Walt Becker,20159059
0,토드 헤인즈,Todd Haynes,20150942
0,이영준,LEE Young-jun,20159657
0,팀 밀러,Tim Miller,20153781
0,키무라 류이치,Ryuichi Kimura,20150725
0,조근현,CHO Geun-hyun,20150903
0,조셀린 무어하우스,Jocelyn Moorhouse,20150456
0,리치 무어,Rich Moore,20155501
1,바이론 하워드,Byron Howard,20155501
0,박현진,PARK Hyun-jin,20150977
0,이준익,LEE Joonik,20158482
0,톰 후퍼,Tom Hooper,20155020
0,가브리엘 리바 팔라시오 알라트리스테,Gabriel Riva Palacio Alatriste,20151111
1,로돌포 리바 팔라시오 알라트리스테,Rodolfo Riva Palacio Alatriste,20151111
0,조정래,CHO Jung-rae,20161364
0,이윤기,LEE Yoon-ki,20145502
0,이은희,LEE Eun-hui,20151021
0,J 블레이크슨,J Blakeson,20161745
0,토마스 맥카시,Thomas McCarthy,20150565
0,알렉스 프로야스,Alex Proyas,20159162
0,마이클 베이,Michael Bay,20161630
0,레니 에이브러햄슨,Lenny Abrahamson,20156063
0,바박 나자피,Babak Najafi,20151884
0,모홍진,MO Hong-jin,20145396
0,데이빗 O. 러셀,David O. Russell,20158529
0,엽위신,Wilson Yip,20161781
0,댄 마저,Dan Mazer,20161968
0,케빈 레이놀즈,Kevin Reynolds,20161881
0,바랫 낼러리,Bharat Nalluri,20161583
0,잭 스나이더,Zack Snyder,20152781
0,최정열,CHOI Jeongyeol,20159643
0,에단 코엔,Ethan Coen,20161921
1,조엘 코엔,Joel Coen,20161921
0,고문안,,20162381
1,권혁만,,20162381
0,석민우,SEOK Min-u,20150902
0,시모사와 신타로,Shintaro Shimosawa,20162161
0,제이슨 자다,Jason Zada,20162001
0,나가이 타츠유키,Nagai Tatsuyuki,20161594
0,커크 존스,Kirk Jones,20161905
0,이철하,LEE Cheol-ha,20152782
0,댄 트라첸버그,Dan Trachtenberg,20162065
0,덱스터 플레처,Dexter Fletcher,20161964
0,제이 로치,Jay Roach,20161870
0,리차드 링클레이터,Richard Linklater,19960126
0,패트리시아 리건,Patricia Riggen,20162245
0,곽재용,KWAK Jae-yong,20142621
0,세딕 니콜라스 트로얀,Cedric Nicolas-Troyan,20158984
0,박흥식,PARK Heung-sik,20145506
0,로베르토 베니니,Roberto Benigni,19990140
0,박정오,,20162431
0,남대중,NAM Dae-joong,20159641
0,그레고리 플로킨,Gregory Plotkin,20162621
0,존 힐코트,John Hillcoat,20162321
0,나카에 이사무,Isamu Nakae,20070458
0,조 루소,Joe Russo,20159364
1,안소니 루소,Anthony Russo,20159364
0,빌리 레이,Billy Ray,20162299
0,비탈리 만스키,Vitali Mansky,20161842
0,존 크로울리,John Crowley,20162206
0,조성희,JO Sung-hee,20142406
0,손석우,SON Seok-u,20162704
0,쯔씽 쫑,Zhixing Zhong,20162300
0,앤드류 코헨,Andrew Cohen,20162542
1,닐 나이팅게일,Neil Nightingale,20162542
2,베리 쿡,Barry Cook,20162542
0,이동희,LEE Dong-hui,20162461
0,나홍진,NA Hong-jin,20140194
0,로베르트 슈벤트케,Robert Schwentke,20162627
0,조근식,JOH Gun-shik,20143509
0,프랭키 첸,Frankie Chen,20163137
0,퍼갈 레일리,Fergal Reilly,20156207
1,클레이 케이티스,Clay Kaytis,20156207
0,창,CHANG,20156559
0,존 카니,John Carney,20163018
0,일리야 나이슐러,Ilya Naishuller,20163182
0,권종관,KWON Jong-kwan,20159645
0,브라이언 싱어,Bryan Singer,20150523
