,genreNm,movieCd
0,애니메이션,20234253
1,어드벤처,20234253
0,공포(호러),20234277
0,드라마,20227626
0,코미디,20212667
0,멜로/로맨스,20234133
1,드라마,20234133
0,범죄,20232894
1,드라마,20232894
0,공포(호러),20234853
0,액션,20234213
0,애니메이션,20233178
0,애니메이션,20233653
1,어드벤처,20233653
0,애니메이션,20234664
0,액션,20224517
1,드라마,20224517
0,애니메이션,20230981
0,미스터리,20231681
1,스릴러,20231681
0,드라마,20200622
1,범죄,20200622
0,공포(호러),20234666
0,공연,20235459
0,공연,20234722
1,다큐멘터리,20234722
0,액션,20235034
1,SF,20235034
0,스릴러,20225894
1,드라마,20225894
2,코미디,20225894
0,공포(호러),20235030
1,스릴러,20235030
0,액션,20234797
1,어드벤처,20234797
2,SF,20234797
3,스릴러,20234797
0,애니메이션,20234293
1,판타지,20234293
2,어드벤처,20234293
0,액션,20217425
1,범죄,20217425
0,드라마,20212866
0,애니메이션,20234957
1,어드벤처,20234957
0,액션,20230966
1,드라마,20230966
0,멜로/로맨스,20202247
1,코미디,20202247
0,드라마,20234114
1,미스터리,20234114
0,애니메이션,20234798
0,애니메이션,20235261
0,판타지,20190324
1,드라마,20190324
0,전쟁,20235098
1,드라마,20235098
0,애니메이션,20234673
0,공연,20235697
1,다큐멘터리,20235697
0,공포(호러),20235698
1,스릴러,20235698
0,멜로/로맨스,20235980
0,사극,20203702
1,액션,20203702
0,액션,20235735
1,어드벤처,20235735
2,판타지,20235735
0,애니메이션,20236146
0,애니메이션,20235596
0,다큐멘터리,20233299
0,애니메이션,20236045
0,애니메이션,20235290
0,공연,20236080
1,다큐멘터리,20236080
0,애니메이션,20235834
0,기타,20235253
0,애니메이션,20235583
0,다큐멘터리,20235353
0,애니메이션,20236557
0,드라마,20206946
0,코미디,20235854
1,드라마,20235854
0,드라마,20236464
0,판타지,20236180
1,드라마,20236180
0,다큐멘터리,20247074
0,드라마,20234730
1,스릴러,20234730
0,애니메이션,20246964
0,드라마,20212668
0,범죄,20211477
0,드라마,20231415
0,액션,20234581
1,코미디,20234581
0,애니메이션,20246966
0,애니메이션,20247076
0,애니메이션,20246989
0,미스터리,20234675
1,공포(호러),20234675
0,애니메이션,20247437
0,범죄,20247219
0,코미디,20247063
1,드라마,20247063
0,액션,20236295
0,애니메이션,20247473
0,드라마,20236732
1,코미디,20236732
2,멜로/로맨스,20236732
0,드라마,20234789
0,애니메이션,20234808
1,액션,20234808
2,어드벤처,20234808
0,액션,20247782
1,전쟁,20247782
0,드라마,20236488
0,애니메이션,20247593
0,애니메이션,20236714
0,공연,20248393
0,범죄,20231459
1,액션,20231459
2,스릴러,20231459
0,범죄,20231041
1,드라마,20231041
0,액션,20248496
1,어드벤처,20248496
2,SF,20248496
0,드라마,20219375
0,애니메이션,20248222
0,드라마,20235838
0,공포(호러),20247673
0,액션,20247780
1,스릴러,20247780
0,애니메이션,20201502
0,공포(호러),20236230
0,애니메이션,20236614
1,액션,20236614
2,코미디,20236614
0,범죄,20247294
1,액션,20247294
0,공연,20248586
0,액션,20248466
1,어드벤처,20248466
0,액션,20228797
1,범죄,20228797
0,액션,19950095
1,범죄,19950095
0,드라마,20249318
1,멜로/로맨스,20249318
0,애니메이션,20248493
0,드라마,20247355
0,다큐멘터리,20233271
0,액션,20235613
1,코미디,20235613
2,멜로/로맨스,20235613
0,애니메이션,20249313
0,애니메이션,20249353
0,애니메이션,20249133
1,가족,20249133
0,액션,20247783
1,SF,20247783
0,공포(호러),20249317
0,드라마,19950084
0,애니메이션,20170321
1,멜로/로맨스,20170321
0,미스터리,20203557
1,스릴러,20203557
0,애니메이션,20249507
0,애니메이션,20249305
0,코미디,20236674
1,드라마,20236674
2,가족,20236674
0,액션,20236653
0,멜로/로맨스,20249416
0,범죄,20234045
1,드라마,20234045
0,애니메이션,20240162
0,드라마,20191143
0,액션,20240125
1,코미디,20240125
0,애니메이션,20240195
0,드라마,20247397
0,애니메이션,20235974
0,스릴러,20218459
0,SF,20240641
1,스릴러,20240641
0,공포(호러),20240479
1,미스터리,20240479
0,범죄,20248465
1,액션,20248465
0,멜로/로맨스,20234413
1,드라마,20234413
0,애니메이션,20234622
0,멜로/로맨스,20240189
1,판타지,20240189
0,코미디,20208245
0,스릴러,20247811
0,애니메이션,20240541
0,액션,20212932
0,드라마,20235926
0,스릴러,20208911
0,애니메이션,20240850
0,멜로/로맨스,20240781
1,코미디,20240781
0,애니메이션,20241343
0,범죄,20240735
1,멜로/로맨스,20240735
0,애니메이션,20240983
0,애니메이션,20247440
1,액션,20247440
2,어드벤처,20247440
3,코미디,20247440
0,공연,20241984
0,액션,20247781
1,코미디,20247781
2,SF,20247781
0,코미디,20224666
0,애니메이션,20249733
0,애니메이션,20242098
0,범죄,20233038
0,애니메이션,20241924
0,액션,20241337
1,어드벤처,20241337
2,드라마,20241337
0,공포(호러),20249188
1,SF,20249188
0,드라마,20204271
0,드라마,20231042
0,공연,20242473
0,공포(호러),20225969
1,스릴러,20225969
0,코미디,20229365
1,액션,20229365
0,애니메이션,20241098
0,공연,20242794
1,다큐멘터리,20242794
0,드라마,20226545
0,다큐멘터리,20240925
1,애니메이션,20240925
0,애니메이션,20242541
0,코미디,20240669
1,판타지,20240669
2,공포(호러),20240669
0,액션,20239670
1,범죄,20239670
0,애니메이션,20242495
0,애니메이션,20243824
0,스릴러,20249554
1,공포(호러),20249554
0,멜로/로맨스,20149629
0,애니메이션,20249899
1,액션,20249899
2,어드벤처,20249899
0,전쟁,20234613
1,액션,20234613
2,드라마,20234613
0,애니메이션,20244002
0,공연,20243721
0,범죄,20249434
1,드라마,20249434
2,뮤지컬,20249434
0,드라마,20232949
0,애니메이션,20248492
0,애니메이션,2022B512
0,애니메이션,20244001
0,애니메이션,20244341
0,드라마,20227979
0,범죄,20185249
1,드라마,20185249
0,공포(호러),20241497
1,미스터리,20241497
0,공연,20248129
1,뮤지컬,20248129
0,공연,20244944
0,액션,20240941
1,SF,20240941
2,스릴러,20240941
0,애니메이션,20244587
0,애니메이션,20244945
0,드라마,20244513
0,코미디,20233057
0,공포(호러),20245399
0,공포(호러),20242375
1,스릴러,20242375
0,애니메이션,20244257
0,드라마,20233261
1,멜로/로맨스,20233261
0,액션,20245078
1,어드벤처,20245078
2,코미디,20245078
3,판타지,20245078
4,미스터리,20245078
0,드라마,20245121
0,드라마,20244912
1,코미디,20244912
2,멜로/로맨스,20244912
0,애니메이션,20242170
0,액션,20242248
1,사극,20242248
0,공포(호러),20190353
1,미스터리,20190353
0,SF,20179281
1,드라마,20179281
2,스릴러,20179281
0,판타지,20247693
1,뮤지컬,20247693
0,스릴러,20225184
0,애니메이션,20245801
0,애니메이션,20240737
0,드라마,20212352
0,드라마,20247017
1,코미디,20247017
0,드라마,20200142
0,공연,20246609
0,공포(호러),20235994
1,스릴러,20235994
0,스릴러,20244762
0,다큐멘터리,20247430
0,애니메이션,20240193
0,애니메이션,20245977
0,드라마,20228796
0,애니메이션,20246201
0,애니메이션,20246361
0,드라마,20246777
1,판타지,20246777
0,범죄,20190300
1,드라마,20190300
0,애니메이션,20244167
0,액션,20244850
1,전쟁,20244850
2,드라마,20244850
0,코미디,20248082
