,peopleNm,peopleNmEn,cast,castEn,movieCd
71,박형우,,청군병사,,20178401
72,국형,Jo Guk Hyung,청군병사,,20178401
73,손영건,,청군병사,,20178401
74,이영훈,,청군병사,,20178401
75,이대진,,청군병사,,20178401
76,임병렬,,청군병사,,20178401
77,노상현,,황방자객,,20178401
78,김성현,,황방자객,,20178401
79,하준우,,황방자객,,20178401
80,한승우,han seung wu,황방자객,,20178401
81,국지용,,황방자객,,20178401
82,차정훈,,황방자객,,20178401
83,현정철,,사병,,20178401
84,양희우,,사병,,20178401
85,송정현,,사병,,20178401
86,지웅배,JI Woong-bae,사병,,20178401
87,정혜민,,민초,,20178401
88,최보정,,민초,,20178401
89,김효은,,민초,,20178401
90,나미소,,민초,,20178401
91,신현숙,SHIN Hyun-suk,민초,,20178401
92,임민소,,민초,,20178401
93,황보다은,,민초,,20178401
94,김혜린,,민초,,20178401
95,장예림,,민초,,20178401
96,나석민,,구루타이 목소리,,20178401
97,이재웅,,청군병사,,20178401
98,이정민,,사병,,20178401
99,이상찬,,덩치청군병사,,20178401
100,이원희,,청군병사,,20178401
0,신민아,SHIN Min-a,이영,,20190601
1,이유영,LEE Yoo-young,수진,,20190601
2,이규형,LEE Kyu-hyung,김코치,,20190601
3,주석태,JOO Suk-tae,이대표,,20190601
4,오하늬,OH Ha-nee,초아,,20190601
5,박성연,PARK Sung-yeon,오형사,,20190601
6,허형규,,강형사,,20190601
7,윤금선아,YOONKEUM Sun-ah,윤금선아,,20190601
8,강민지,,오누리,,20190601
9,지이수,,김유정,,20190601
10,곽지혜,,어린 이영,,20190601
11,최다인,,어린 수진,,20190601
12,박충선,PARK Choong-seon,협회장,,20190601
13,천지유,,방코치,,20190601
14,허동원,HEO Dong-won,수족관사장,,20190601
15,황정남,,해안도로 택시기사,,20190601
16,변진수,,엘레베이터 남자,,20190601
17,남지우,,CF감독,,20190601
18,양윤호,,CF조감독,,20190601
19,문서윤,,조팀장,,20190601
20,김희상,,중계아나운서,,20190601
21,김민채,,다이빙 해설,,20190601
22,오희준,OH Hee-jun,병원기자,,20190601
23,한승우,han seung wu,부검의,,20190601
24,천지유,,대회장 장내 아나운서,,20190601
25,정재훈,,응급실 의사,,20190601
26,하이선,,트램펄린 아이,,20190601
27,이서주,,다이빙 선수1,,20190601
28,김승비,,다이빙 선수2,,20190601
29,김태리,,다이빙 선수3,,20190601
30,장햇살,,다이빙 선수4,,20190601
31,배소영,,간호사,,20190601
32,김바비,,임원,,20190601
33,김가애,,훈련기자1,,20190601
34,정재민,,훈련기자2,,20190601
35,조문홍,,훈련기자3,,20190601
36,도현,,TV뉴스기자,,20190601
37,윤정훈,,진행요원,,20190601
38,안정빈,,경찰서 형사1,,20190601
39,김성준,,경찰서 형사2,,20190601
40,권훈,,경찰서 형사3,,20190601
41,박현욱,,경찰서 형사4,,20190601
42,김현식,,경찰서 형사5,,20190601
43,윤정원,,훈련다이빙장 선수들,,20190601
44,조은지,,훈련다이빙장 선수들,,20190601
45,이성혜,,훈련다이빙장 선수들,,20190601
46,김연정,,훈련다이빙장 선수들,,20190601
47,박수경,,훈련다이빙장 선수들,,20190601
48,고은지,,훈련다이빙장 선수들,,20190601
49,유창수,,훈련다이빙장 선수들,,20190601
50,형진성,,훈련다이빙장 선수들,,20190601
51,임재영,,훈련다이빙장 선수들,,20190601
52,정연재,,훈련다이빙장 선수들,,20190601
53,김진용,,훈련다이빙장 선수들,,20190601
54,조성인,,훈련다이빙장 선수들,,20190601
55,조은비,,선발전 다이빙장 선수들,,20190601
56,조은지,,선발전 다이빙장 선수들,,20190601
57,김소연,,선발전 다이빙장 선수들,,20190601
58,심채영,,선발전 다이빙장 선수들,,20190601
59,주호현,,선발전 다이빙장 선수들,,20190601
60,이성혜,,선발전 다이빙장 선수들,,20190601
61,김진용,,선발전 다이빙장 선수들,,20190601
62,조성인,,선발전 다이빙장 선수들,,20190601
63,임재영,,선발전 다이빙장 선수들,,20190601
64,정연재,,선발전 다이빙장 선수들,,20190601
65,정다연,,선발전 다이빙장 선수들,,20190601
66,박하름,,선발전 다이빙장 선수들,,20190601
67,권하림,,선발전 다이빙장 선수들,,20190601
68,류민재,,선발전 다이빙장 선수들,,20190601
69,이재경,,선발전 다이빙장 선수들,,20190601
70,류용찬,,선발전 다이빙장 선수들,,20190601
71,문나윤,,선발전 다이빙장 선수들,,20190601
72,고현주,,선발전 다이빙장 선수들,,20190601
73,윤연수,,선발전 다이빙장 선수들,,20190601
74,강민범,,선발전 다이빙장 선수들,,20190601
75,고성권,,선발전 다이빙장 선수들,,20190601
76,김소연,,과거 선발전 다이빙장 선수들,,20190601
77,심채영,,과거 선발전 다이빙장 선수들,,20190601
78,주호현,,과거 선발전 다이빙장 선수들,,20190601
79,김서연,,과거 선발전 다이빙장 선수들,,20190601
80,정동민,,과거 선발전 다이빙장 선수들,,20190601
81,최아연,,과거 선발전 다이빙장 선수들,,20190601
82,유서준,,과거 선발전 다이빙장 선수들,,20190601
83,안태영,,과거 선발전 다이빙장 선수들,,20190601
84,김연정,,과거 선발전 다이빙장 선수들,,20190601
85,김승현,,과거 선발전 다이빙장 선수들,,20190601
86,손가은,,과거 선발전 다이빙장 선수들,,20190601
87,최종민,Choi Jong-min,과거 선발전 다이빙장 선수들,,20190601
88,김동영,KIM Dong-young,과거 선발전 다이빙장 선수들,,20190601
89,손성환,,과거 선발전 다이빙장 선수들,,20190601
90,이현민,,과거 선발전 다이빙장 선수들,,20190601
91,이승연,,과거 선발전 다이빙장 선수들,,20190601
92,윤솔,,과거 선발전 다이빙장 선수들,,20190601
93,강민성,,과거 선발전 다이빙장 선수들,,20190601
94,신재이,,과거 선발전 다이빙장 선수들,,20190601
95,김정민,,과거 선발전 다이빙장 선수들,,20190601
96,김나현,,과거 선발전 다이빙장 선수들,,20190601
97,최하은,,과거 선발전 다이빙장 선수들,,20190601
98,박찬현,,과거 선발전 다이빙장 선수들,,20190601
99,이원섭,,과거 선발전 다이빙장 선수들,,20190601
100,강민혁,,과거 선발전 다이빙장 선수들,,20190601
101,김서경,,과거 선발전 다이빙장 선수들,,20190601
102,최강인,,과거 선발전 다이빙장 선수들,,20190601
103,백승진,Baek Seung-jin,과거코치,,20190601
0,김남준,RM,,,20204684
1,김석진,JIN,,,20204684
2,민윤기,SUGA,,,20204684
3,정호석,J-HOPE,,,20204684
4,박지민,JIMIN,,,20204684
5,김태형,V,,,20204684
6,전정국,JUNGKOOK,,,20204684
0,스콧 이스트우드,Scott Eastwood,,,20202341
1,케일럽 랜드리 존스,Caleb Landry Jones,,,20202341
2,올랜도 블룸,Orlando Bloom,,,20202341
0,김은아,,엉덩이 탐정,,20206178
1,소연,,브라운,,20206178
2,홍진욱,HONG Jin-wook,말티즈 서장,,20206178
3,남도형,NAM Do-hyung,괴도 유,,20206178
0,성동일,SUNG Dong-il,두석,,20199816
1,하지원,HA Ji-won,성인 승이,,20199816
2,김희원,KIM Hee-won,종배,,20199816
3,박소이,PARK So-i,어린 승이 역,,20199816
4,김재화,KIM Jaehwa,정마담,,20199816
5,홍승희,,학생 승이,,20199816
6,유태오,YOO Teo,유덕화,,20199816
7,유성주,You Seong Joo,최만식,,20199816
8,정인기,JUNG In-gi,노통역사,,20199816
9,진유영,JIN Yoo-young,대한민국 장관,,20199816
10,이재용,LEE Jae-yong,형제복지원 원장,,20199816
11,박현숙,PARK Hyun-suk,원장수녀,,20199816
12,유순웅,YU Soon-woong,병달,,20199816
13,차청화,CHA Cheong-hwa,병달 처,,20199816
14,장명갑,JANG Myong-kab,병섭(승이 부),,20199816
15,김민주,,크리스탈,,20199816
16,나문희,NA Moon-hee,승이할머니,,20199816
17,김윤진,KIM Yun-jin,명자,,20199816
18,김해용,,출입국 관리소 직원,,20199816
19,김병철,,인천역 부랑자,,20199816
20,윤종구,,공장장,,20199816
21,이상화,,중년남,,20199816
22,이도엽,,국민학교 상담 선생님,,20199816
23,이필라,,승이 친구1,,20199816
24,한복희,,두석 할머니,,20199816
25,박시완,,어린두석,,20199816
26,박경환,PARK Gyeong-hwan,대한민국 장관대역,,20199816
27,임세현,,행사 관계자,,20199816
28,노은하,,보훈병원 간호사1,,20199816
29,신나리,,실랑이 아줌마,,20199816
30,서성광,SEO Seong-kwang,부산경찰1,,20199816
31,문성환,Moon Seongwhan,경찰간부,,20199816
32,이상협,,경찰부하,,20199816
33,박은영,,해장국집 여주인,,20199816
34,김서현,KIM Seo-hyun,아파트 경비원,,20199816
35,윤태웅,,정형외과 의사,,20199816
36,이샘,,성형외과 간호사,,20199816
37,강재은,,공장 감독관,,20199816
38,강민지,,수녀1,,20199816
39,신동훈,,결혼식 사회자,,20199816
40,김양성,,결혼식 사진사,,20199816
41,송율희,,결혼식 사진사 보조,,20199816
42,권현희,,승이 남자친구 누나,,20199816
43,이태형,LEE Tae-hyeong,인력소개소반장,,20199816
44,이은주,,인력소개소직원,,20199816
45,문성복,MUN Seong-bok,콘서트 안전요원,,20199816
46,이문빈,,조선족 거리행인,,20199816
47,신민경,,중국장관 통역사,,20199816
48,김봉성,,음반매장 직원,,20199816
49,김다연,,음반매장 보조직원,,20199816
50,천현우,,음반매장 커플남,,20199816
51,김인이,,음반매장 커플여,,20199816
52,문원주,MOON Won-ju,형제복지원 활동보조사,,20199816
53,김봉수,KIM Bong-soo,형제복지원 노인1,,20199816
54,최미라,CHOI Mi-ra,명자 닮은 여자,,20199816
55,김규도,,마른 남자,,20199816
56,오세현,,남자고등학생1,,20199816
57,정원,,남자고등학생2,,20199816
58,유현수,,남자고등학생3,,20199816
59,정태인,,인천역 아이1모,,20199816
60,박현수,,문방구 주인,,20199816
61,곡여병,,만두가게사장,,20199816
62,유성현,,해병대방범대원,,20199816
63,현정애,,상가 상인,,20199816
64,장호문,,차이나타운행인,,20199816
65,한승윤,Han Seung-Yun,두석 대역,,20199816
66,차건,,서태지팬,,20199816
67,김수현,,서태지팬,,20199816
68,배서희,,서태지팬,,20199816
69,양세연,,서태지팬,,20199816
70,박예서,,서태지팬,,20199816
71,박지민,,서태지팬,,20199816
72,오정원,,서태지팬,,20199816
73,박소현,,서태지팬,,20199816
74,오나예,,서태지팬,,20199816
75,김예원,,서태지팬,,20199816
76,박지성,PARK Ji-sung,서태지팬,,20199816
77,정세한,,서태지팬,,20199816
78,하지원,,서태지팬,,20199816
79,정주용,,서태지팬,,20199816
80,김가령,,서태지팬,,20199816
81,최수아,,서태지팬,,20199816
82,양예슬,,서태지팬,,20199816
83,권채민,,서태지팬,,20199816
84,서수빈,,서태지팬,,20199816
85,이정봉,,서태지팬,,20199816
86,송혜령,,서태지팬,,20199816
87,김민지,,서태지팬,,20199816
88,지선,,서태지팬,,20199816
89,정민경,,서태지팬,,20199816
90,천윤진,,서태지팬,,20199816
91,배근하,,서태지팬,,20199816
92,오연지,,서태지팬,,20199816
93,박재홍,,나이트 클럽웨이터,,20199816
94,이상협,LEE Sang-hyub,경찰부하,,20199816
95,이동진,,승이 남자친구(신랑),,20199816
0,곽도원,KWAK Do-won,홍병수,,20184482
1,김대명,KIM Dae-myeong,황만철,,20184482
2,김희원,KIM Hee-won,패트릭,,20184482
3,김상호,KIM Sang-ho,용배,,20184482
4,이유진,LEE Eu-gene,어린병수,,20184482
5,신승환,SHIN Seung-hwan,박춘식,,20184482
6,신동미,SHIN Dong-mi,미연,,20184482
7,이한서,LEE Han-seo,지윤,,20184482
8,김창옥,,남주인,,20184482
9,강채민,,어린용배,,20184482
10,이찬유,,어린만철,,20184482
11,이규영,,어린병수 상대선수,,20184482
12,김채준,,제임스,,20184482
13,성혁,SUNG Hyuk,대사관직원,,20184482
14,손현주,SON Hyun-ju,강반장,,20184482
15,조재윤,JO Jae-yun,안형사,,20184482
16,이소진,,통역,,20184482
17,이봉련,LEE Bong-ryeon,은행여직원,,20184482
18,이유리,,기자,,20184482
19,박창희,,패키지 가이드,,20184482
20,황무영,,패트릭가드1,,20184482
21,이홍내,LEE Hong-nae,패트릭가드2,,20184482
22,박대원,,패트릭가드5,,20184482
23,희웅,,패트릭가드6,,20184482
24,정영철,,패트릭 잠수부하1,,20184482
25,여상훈,,패트릭 잠수부하2,,20184482
26,강덕환,,패트릭 잠수부하3,,20184482
27,정인덕,,패트릭 잠수부하4,,20184482
28,김단아,,벌떼미인1,,20184482
29,하은수,,벌떼미인2,,20184482
30,이강녕,,강반장팀 형사1,,20184482
31,황두하,,강반장팀 형사2,,20184482
0,제라드 버틀러,Gerard Butler,,,20204008
1,모레나 바카린,Morena Baccarin,,,20204008
0,이정현,LEE Jung-hyun,소희,,20190621
1,김성오,KIM Sung-oh,만길,,20190621
2,서영희,SEO Young-hee,세라,,20190621
3,양동근,YANG Dong-keun,소장,,20190621
4,이미도,LEE Mi-do,양선,,20190621
5,장명갑,JANG Myong-kab,요원A,,20190621
6,신민재,SHIN Min-jae,요원B,,20190621
7,문종필,,요원C,,20190621
8,정윤민,JUNG Yoon-Min,톱스타,,20190621
9,이상희,LEE Jang-yoo,고문기술자,,20190621
10,진현광,JIN Hyun-kwang,만길 친구3,,20190621
11,백승철,BACK Seung-chul,만길친구 승철,,20190621
12,이태규,LEE Tae-gyu,만길친구 태규,,20190621
13,진현광,JIN Hyun-kwang,만길친구 현광,,20190621
14,김기천,KIM Ki-chun,약방영감,,20190621
15,주보비,JOO Bo-bi,소희동창 경희,,20190621
16,배영란,,소희동창 영란,,20190621
17,오진영,,소희동창 진영,,20190621
18,홍민수,,경찰1,,20190621
19,류경환,,경찰2,,20190621
20,전성원,,경찰3,,20190621
21,옥수분,,여비서,,20190621
22,임채선,,주유소사장,,20190621
23,문영동,MUN Yeong-dong,반장,,20190621
24,장래군,JANG Rae-goon,형사,,20190621
25,강덕중,KANG Deok-jung,의사,,20190621
26,손소영,SON So-young,간호사,,20190621
27,이신기,,종업원,,20190621
28,강다빈,,오프닝알몸언브레이커블,,20190621
29,황동욱,,뚝배기형님,,20190621
30,이승욱,LEE Seung-wook,조감독,,20190621
31,박연수,,헬스녀,,20190621
32,최주영,,97년생 여자,,20190621
33,오재균,O Jea-kyun,본부장,,20190621
34,임다영,,폴댄서,,20190621
35,임지민,,클럽여자,,20190621
36,김주하,,키스여자,,20190621
37,김채원,KIM CHAEWON,한의원여자,,20190621
38,우서라,,네일샵여자,,20190621
39,최유리,,바텐더,,20190621
40,김진걸,,웨이터,,20190621
41,김광섭,,배달원,,20190621
42,신마린,,초딩1,,20190621
43,김명래,,초딩2,,20190621
44,전상배,,문신남1,,20190621
45,박성수,,문신남2,,20190621
46,김상윤,,골프남,,20190621
47,임재홍,,관현악단(피아노),,20190621
48,김지현,,관현악단(첼로),,20190621
49,이승구,,관현악단(비올라),,20190621
50,김성수,,클럽기도,,20190621
51,김재형,,스탬프남,,20190621
52,이재호,,데이트남,,20190621
53,오윤수,oh yoon soo,데이트녀,,20190621
54,황보라,,만길아내1,,20190621
55,성민아,,만길아내3,,20190621
56,이장섭,,미스터리연구소 손님,,20190621
57,유하나,,소희대역,,20190621
58,이준,,만길대역,,20190621
59,김현이,,세라대역,,20190621
60,이유진,,양선대역,,20190621
61,김승준,,요원A대역1,,20190621
62,김병오,KIM Byung-oh,요원A대역2,,20190621
63,박경모,,요원들,,20190621
64,이재웅,,요원들,,20190621
65,송지민,,요원들,,20190621
66,정성훈,,요원들,,20190621
67,전제혁,,요원들,,20190621
68,김경우,,요원들,,20190621
69,조민교,,요원들,,20190621
70,김원중,KIM Won-jung,요원들,,20190621
71,우영택,,요원들,,20190621
72,박현선,,요원들,,20190621
73,문광식,,요원들,,20190621
74,전종석,Jeon Jong-seok,요원들,,20190621
75,이얀,LEE Yan,요원들,,20190621
76,김연경,Kim Youn Kyoung,만길아내2,,20190621
77,김서원,KIM Seo-won,만길친구 서원,,20190621
78,신중혁,,요원들,,20190621
0,이선호,,지우,,20206062
1,홍시호,,뮤츠,,20206062
0,김호중,,,,20206826
0,엄상현,UM Sang-hyun,볼트,,20206588
1,양정화,YANG Jeong-hwa,볼트,,20206588
2,이소영,,루시,,20206588
3,전태열,,새미,,20206588
4,신용우,SHIN Yong-woo,맥스,,20206588
5,남도형,NAM Do-hyung,리오/레이,,20206588
6,양소연,,수지/트릭스,,20206588
7,홍진욱,HONG Jin-wook,첸/프테렉스,,20206588
8,성완경,,캡틴파워맨/티라카,,20206588
9,정영웅,,지니몬/브라카,,20206588
10,정영웅,,미스터J/브레이커J,,20206588
11,이민규,,규니몬/스테고스,,20206588
12,성완경,,쿠킹봇,,20206588
13,이민규,,햄버거괴물,,20206588
14,남도형,NAM Do-hyung,감자대장,,20206588
15,엄상현,UM Sang-hyun,감자괴물1,,20206588
16,전태열,,감자괴물2,,20206588
17,신용우,SHIN Yong-woo,감자괴물3,,20206588
18,홍진욱,HONG Jin-wook,닭다리괴물1,,20206588
19,성완경,,닭다리괴물2,,20206588
20,이민규,,닭다리괴물3,,20206588
21,엄상현,UM Sang-hyun,콜라괴물,,20206588
22,김은아,,아나운서1,,20206588
23,남도형,NAM Do-hyung,상인1,,20206588
24,전태열,,상인2,,20206588
25,소연,,상인3,,20206588
26,엄상현,UM Sang-hyun,점원,,20206588
27,이민규,,감독,,20206588
28,전태열,,비서,,20206588
29,신용우,SHIN Yong-woo,미스터D,,20206588
0,정우성,JUNG Woo-sung,,,20208045
1,곽도원,KWAK Do-won,,,20208045
2,유연석,YOO Yeon-seok,,,20208045
3,앵거스 맥페이든,Angus MacFadyen,,,20208045
0,러셀 크로우,Russell Crowe,더 맨,,20202684
1,카렌 피스토리우스,Caren Pistorius,레이첼,,20202684
2,가브리엘 베이트먼,Gabriel Bateman,카일,,20202684
3,지미 심슨,Jimmi Simpson,,,20202684
0,히어로 파인즈 티핀,Hero Fiennes Tiffin,하딘,,20202502
1,조세핀 랭포드,Josephine Langford,테사,,20202502
2,딜런 스프라우즈,Dylan Sprouse ,트레버,,20202502
0,케이트 블란쳇,Cate Blanchett,,,20206362
1,빌리 크루덥,Billy Crudup,,,20206362
0,유아인,YOO Ahin,태인,,20194424
1,유재명,YU Jae-myeong,창복,,20194424
2,문승아,MOON Seung-a,초희,,20194424
3,이가은,,문주,,20194424
4,조하석,CHO Ha-seok,정한,,20194424
5,승형배,SEUNG Hyung-bae,준철,,20194424
6,임강성,,용석,,20194424
7,유성주,You Seong Joo,일규,,20194424
8,김자영,KIM Ja-young,명희,,20194424
9,서동수,SEO Dong-soo,영묵,,20194424
10,홍석빈,,최경장,,20194424
11,김한나,KIM Han-na,한솔순경,,20194424
12,이해운,LEE Hae-woon,매달린남자,,20194424
13,최은경,,예인,,20194424
14,백예현,,사거리할머니,,20194424
15,이진우,,조폭1,,20194424
16,이재평,,조폭2,,20194424
17,하재열,,조폭3,,20194424
18,유대근,,조폭회계,,20194424
19,안희주,,초희선생님,,20194424
20,이민선,LEE Min-sun,문방구엄마,,20194424
21,최시원,,문방구소녀,,20194424
22,김정훈,,문방구주인,,20194424
23,신준호,,식당주인,,20194424
24,곽나연,,약국주인,,20194424
25,최설,,폐공장시체,,20194424
26,김도겸,KIM Do-gyeong ,파란모자남,,20194424
27,김상동,,파란모자노인,,20194424
28,김연,,마주치는남1,,20194424
29,오병호,,마주치는남2,,20194424
30,정유식,,119신고하는사람,,20194424
31,임유성,,양계장씻는소년,,20194424
32,송지우,SONG Ji-woo,양계장소녀1,,20194424
33,김연서,,양계장소녀2,,20194424
34,신태양,,양계장소년1,,20194424
35,안석현,,양계장소년2,,20194424
36,장선율,,양계장소년3,,20194424
37,문수환,,순경,,20194424
38,유주현,,초희모,,20194424
39,유기준,,초희동생,,20194424
40,강종성,,학교수위,,20194424
41,이순찬,,경운기탄노인,,20194424
42,임도균,,양계장씻는소년대역,,20194424
43,김남우,,기도테잎목소리,,20194424
44,김도형,,초희부,,20194424
45,이육헌,LEE Yuk-heon,잡화점 주인,,20194424
0,톰 하디,Tom Hardy,,,20183583
1,린다 카델리니,Linda Cardellini,,,20183583
2,잭 로던,Jack Lowden,,,20183583
3,맷 딜런,Matt Dillon,,,20183583
0,신용우,SHIN Yong-woo,고귀한,,20208393
1,정혜원,,서민,,20208393
2,박리나,PARK Ri-na,천송이,,20208393
3,김현지,KIM Hyun-ji,깜냥이,,20208393
0,김대명,KIM Dae-myeong,윤석구,,20181162
1,송윤아,SONG Yun-a,김선생,,20181162
2,김의성,KIM Eui-sung,노신부,,20181162
3,전채은,,장은지,,20181162
4,이중옥,LEE Joong-ok,용덕,,20181162
5,김진곤,,경준,,20181162
6,한수현,HAN Su-hyun,진환,,20181162
7,박성일,PARK Sung-il,해철,,20181162
8,박대원,,근수,,20181162
9,이진희,LEE Jin-hee,은지엄마,,20181162
10,이윤형,,동거남,,20181162
11,김기천,KIM Ki-chun,염씨,,20181162
12,정경임,,꺼꿀네,,20181162
13,김현정,,해철네,,20181162
14,추은경,CHOO Eun-kyung,용덕네,,20181162
15,이아린,,사회복지사,,20181162
16,곽민석,KWAK Min-seok,주교,,20181162
17,김영재,KIM Young-jae,변호사,,20181162
18,이민영,,큰수녀,,20181162
19,한겸,,작은수녀,,20181162
20,김서원,KIM Seo-won,마트점장,,20181162
21,김준희,,용이,,20181162
22,한가온,,동민,,20181162
23,유나,,다빈,,20181162
24,허율,,고은,,20181162
25,서진원,SEO Jin-won,면장,,20181162
26,기연호,,마을원로1,,20181162
27,이명식,,마을원로2,,20181162
28,손성찬,SON Seong-chan,지구대장,,20181162
29,박재철,,쓰리꾼,,20181162
30,송창현,,병원 경비1,,20181162
31,김효준,,병원 경비2,,20181162
32,김경열,,병원 경비3,,20181162
33,이태규,LEE Tae-gyu,형사,,20181162
34,이종운,,재판장,,20181162
35,김광현,,검사,,20181162
36,양소민,YANG So-min,여의사,,20181162
37,박영복,,트럭기사,,20181162
38,한서인,,유치원선생님,,20181162
39,박지연,PARK Ji-yeon,상담사,,20181162
40,신나리,,노래방 도우미1,,20181162
41,장혜리,,정신과 전문의,,20181162
42,김경선,,시민단체 간사,,20181162
43,윤태희,YOON Tae-hee,석구 엄마,,20181162
44,윤성원,,버스기사,,20181162
45,조은,,간호사1,,20181162
46,오효진,,간호사2,,20181162
47,장진영,,전례자,,20181162
48,송창규,,인부,,20181162
49,박라윤,,쉼터 소녀1,,20181162
50,엄채윤,,쉼터 소녀2,,20181162
51,유현서,YU Hyeon-seo,쉼터 소녀3,,20181162
52,신채이,,쉼터 소녀4,,20181162
53,유서진,,쉼터 소녀5,,20181162
54,이연경,,쉼터 소녀6,,20181162
55,김미진,,쉼터 소녀7,,20181162
56,황현태,,은지 아빠,,20181162
57,김건,,어린 석구,,20181162
58,한성혁,,중학생 석구,,20181162
59,김아인,,어린 은진,,20181162
60,권유진,,노래방 도우미2,,20181162
0,고아성,KO Asung,,,20197121
1,이솜,E Som,,,20197121
2,박혜수,PARK Hye-su,심보람,,20197121
3,백현진,BEK Hyun-jin,,,20197121
4,조현철,CHO Hyun-chul,,,20197121
5,김종수,KIM Jong-soo,,,20197121
6,김원해,KIM Won-hae,,,20197121
7,배해선,BAE Hae-sun,,,20197121
8,데이비드 맥기니스,David MCINNIS,,,20197121
9,이성욱,LEE Sung-wook,,,20197121
10,김예지,,프론트직원,,20197121
11,김희상,,마케팅부 직원1,,20197121
12,김희상,,시사일보 기자,,20197121
13,한재이,HAN Jai,,,20197121
14,이주미,LEE Jumi,옥주마을 주민4,,20197121
15,임종훈,Lim Jong Hun,삼진전자 임원3,,20197121
16,함채영,HAM Chaeyoung,옥주마을 아이5,,20197121
0,스기야마 노리아키,Noriaki Sugiyama,에미야 시로,,20203842
1,시타야 노리코,Noriko Shitaya,마토 사쿠라,,20203842
0,박성영,,,,20192271
1,이승행,,,,20192271
0,린 샤예,Lin Shaye,,,20209466
0,마일즈 텔러,Miles Teller,앤드류,,20145141
1,J.K. 시몬스,J.K. Simmons,플레쳐,,20145141
0,황정민,HWANG Jung-min,인남,,20209304
1,이정재,LEE Jung-jae,레이,,20209304
2,박정민,Park Jeongmin,유이,,20209304
0,에단 호크,Ethan Hawke,,,20205980
1,이브 휴슨,Eve Hewson,,,20205980
2,조쉬 해밀톤,Josh Hamilton,,,20205980
3,짐 개피건,Jim Gaffigan,,,20205980
4,카일 맥라클란,Kyle MacLachlan,,,20205980
0,이제훈,LEE Je-hoon,,,20192193
1,조우진,JO Woo-jin,,,20192193
2,신혜선,SHIN Hae-sun,,,20192193
3,임원희,LIM Won-hee,,,20192193
0,레이첼 맥아담스,Rachel McAdams ,,,20040734
1,라이언 고슬링,Ryan Gosling,,,20040734
0,케빈 코스트너,Kevin Costner,조지,,20202601
1,다이안 레인,Diane Lane,마거릿,,20202601
2,레슬리 맨빌,Lesley Manville,,,20202601
3,제프리 도노반,Jeffrey Donovan ,,,20202601
4,부부 스튜어트,Booboo Stewart,,,20202601
5,카일리 카터,Kayli Carter,,,20202601
6,윌 브리테인,Will Brittain,,,20202601
0,김혜수,KIM Hye-soo,김현수,KIM Hyun-soo,20190582
1,이정은,LEE Jung-eun,순천댁,Sun-cheon,20190582
2,노정의,ROH Jeong-eui,정세진,JUNG Se-jin,20190582
3,김선영,KIM Sunyoung,민정,,20190582
4,이상엽,LEE Sang-yeob,형준,,20190582
5,문정희,MOON Jung-hee,정미,,20190582
6,김정영,KIM Jung-young,상사,,20190582
7,조한철,CHO Han-cheul,오변호사,,20190582
8,김태훈,,현수남편,,20190582
9,임성재,LIM Sung-jae,김순경,,20190582
10,강연정,KANG Yeon-jung,도연,,20190582
11,강신철,GANG Sin-cheol,김영기,,20190582
12,박지훈,,정용진,,20190582
13,정영기,JEONG Young-ki,최변호사,,20190582
14,김정민,,김지영,,20190582
15,박미현,PARK Mi-hyen,가사도우미,,20190582
16,정지우,,이순정,,20190582
17,윤가현,,연지네,,20190582
18,심소영,,철이네,,20190582
19,이용이,LEE Yong-i,황씨할머니,,20190582
20,전현숙,,황씨네,,20190582
21,장문규,,철이네 아저씨,,20190582
22,윤현길,YOON Hyun-gil,현수 담당의,,20190582
23,정은경,,세탁소 주인,,20190582
24,이종윤,LEE Jong-yoon,지서 담당 형사,,20190582
25,이윤재,,동료1,,20190582
26,장지용,,동료2,,20190582
27,하시연,,동료3,,20190582
28,김우진,,동료4,,20190582
29,유순웅,YU Soon-woong,영기 장인,,20190582
30,윤성원,,검찰청 실무관,,20190582
31,김보라나,KIM Boh-ra-nah ,커피숍 아주머니,,20190582
32,윤병희,,세진 담당의,,20190582
33,오세영,,제과점 직원 1,,20190582
34,이지훈,LEE Ji-hoon,경비원,,20190582
35,정하민,,새 집주인 아줌마,,20190582
36,고청휘,,도서관 사서 1,,20190582
37,정수지,JEONG Soo-ji,도서관 사서 2,,20190582
38,장정인,,병원선 의사,,20190582
39,현우석,,세진 친구,,20190582
40,최예은,,공방 직원,,20190582
41,차영남,CHA YOUNG NAM,형준 처남,,20190582
42,유인성,,학원차 운전자,,20190582
43,박승배,Park Seung-bae,진혁,,20190582
44,류제승,RYU Je-seung,납골당 담당자,,20190582
45,김유진,,현수 남편 비서,,20190582
46,홍성호,,남자 상사,,20190582
47,이가경,LEE Ga-kyung,예식장 직원 1,,20190582
48,지운,,예식장 직원 2,,20190582
49,김근배,,과거 수사팀 1,,20190582
50,김석환,,과거 수사팀 2,,20190582
51,정다희,,과거 수사팀 3,,20190582
52,김낙연,,과거 수사팀 4,,20190582
53,박동일,,현재 경찰팀 1,,20190582
54,하동일,,현재 경찰팀 2,,20190582
55,김근수,,맥주집 종업원 1,,20190582
56,정수진,,맥주집 종업원 2,,20190582
57,이태용,,지서 형사 2,,20190582
58,박미리,,제과점 직원 2,,20190582
59,문강혁,,제과점 직원 3,,20190582
60,신용진,,현수남편 동료 변호사 1,,20190582
61,정태웅,,이동철,,20190582
62,봉미영,,순정 모,,20190582
